"","county_fips","trump_votes","all_votes","state","pc_trump","pc_hs_grad","unemploy_rate","median_income","pc_uninsured","pc_male","pc_under_18","pc_over_65","pc_black","pc_latin","med_inc_000s"
"700",18059,28996,42911,"IN",67.57241732889,68.9,2.7,75647,5.8,49.7,23.4,16.6,3.6,2.5,75.647
"701",18061,14565,20236,"IN",71.9756868946432,58.4,5,59169,6.2,49.8,22.4,17.7,1.2,2,59.169
"702",18063,53802,88505,"IN",60.7897858878029,73.1,3.6,84754,5.8,50,25,13.7,8.5,4.1,84.754
"703",18065,15043,21030,"IN",71.5311459819306,56.2,4.2,51104,6.8,52.5,20.7,18.9,3.5,1.9,51.104
"704",18067,26449,40630,"IN",65.0972188038395,62.5,5.3,56387,6.9,48.2,22.7,19.2,9.5,3.5,56.387
"705",18069,13147,17829,"IN",73.7394133153851,58.3,2.4,54286,6.6,49.4,21.5,17.4,1.2,2.5,54.286
"706",18071,14555,19238,"IN",75.6575527601622,59.5,3.3,55097,8.2,49.6,24.2,16.1,1.6,7.3,55.097
"707",18073,11383,15475,"IN",73.5573505654281,55.5,4.7,61889,5.7,50.1,23.2,17.9,2.1,6.1,61.889
"708",18075,6361,8461,"IN",75.1802387424654,52.8,3.3,45864,10.3,50.1,25,18.1,0.8,3.2,45.864
"709",18077,9663,14697,"IN",65.7481118595632,58.4,3.4,51981,8,47.7,20.5,18,2.8,2.9,51.981
"710",18079,9490,12251,"IN",77.4630642396539,55.1,3.2,61610,10.4,50.6,23.3,16.2,1.8,2.6,61.61
"711",18081,51219,77618,"IN",65.9885593547888,68.9,3.6,72928,6.1,49.2,24.7,14.6,3.1,3.7,72.928
"712",18083,11655,16011,"IN",72.7937043282743,63.8,3.6,47394,7.9,50.6,21.4,17.8,3.6,2.3,47.394
"713",18085,26499,35787,"IN",74.0464414452175,65.9,3.6,62789,10.8,49.9,23.9,16.5,1.5,8.1,62.789
"714",18087,8110,10633,"IN",76.271983447757,69.9,3.4,69331,42.6,50.6,32.6,13.9,0.7,4.1,69.331
"715",18089,91760,219956,"IN",41.7174343959701,64.5,7,57530,6.9,48.4,23.5,16.5,25.2,19.4,57.53
"716",18091,25997,49392,"IN",52.6340298023972,60.6,5.5,57010,7.3,51.5,21.5,17.7,13.4,6.8,57.01
"717",18093,15601,21025,"IN",74.2021403091558,58.7,4.2,57740,7.3,49.1,21.8,20.2,1.8,1.7,57.74
"718",18095,31215,51793,"IN",60.2687621879405,59.9,5.4,51476,8.1,50,21.7,18.2,9.7,4.2,51.476
"719",18097,134175,389619,"IN",34.4374889314946,72.4,5.7,51219,9.8,48.2,24.7,12.5,30.9,10.5,51.219
"720",18099,13844,19927,"IN",69.4735785617504,61.6,3.4,54207,12.3,50,25.2,17.6,1.4,10.2,54.207
"721",18101,4029,5144,"IN",78.3242612752722,56.8,1.6,55378,5.6,50.7,22.2,19.6,1.2,2.4,55.378
"722",18103,10925,14473,"IN",75.4853865819111,58.5,4.9,50616,8.5,52.7,21.2,17.4,6,3.4,50.616
"723",18105,22071,63151,"IN",34.9495653275483,78,6.4,52229,6.3,49.7,15.7,12.9,4.6,3.5,52.229
"724",18107,12659,17198,"IN",73.6073962088615,59.5,3.9,56408,8.2,50.5,22.4,18.2,2.1,4.9,56.408
"725",18109,27512,36159,"IN",76.0861749495285,59.7,5.2,67680,6.1,49.6,22.6,16.6,0.9,1.7,67.68
"726",18111,4942,6591,"IN",74.9810347443483,54.8,7.3,57866,6.6,50.4,21.5,19,1.8,6.8,57.866
"727",18113,14195,19190,"IN",73.970818134445,60.1,4,58947,9.9,50.3,24.7,15.8,1.5,10.4,58.947
"728",18115,2054,3075,"IN",66.7967479674797,58.4,1.9,63649,7.2,49.7,19.2,21.7,1,1.4,63.649
"729",18117,6432,8832,"IN",72.8260869565217,56,2.8,52164,7.6,50.2,22.7,19.4,2.9,0.7,52.164
"730",18119,7286,9904,"IN",73.5662358642973,57.4,4.9,52204,10.9,51.5,20.9,19.5,0.4,1.3,52.204
"731",18121,5400,7013,"IN",76.9998574076715,61.2,4.6,55853,13.5,47.2,22.2,19.4,2.9,1.6,55.853
"732",18123,5345,8722,"IN",61.2818160972254,53.9,3.4,51496,4.8,53.3,21.1,18.7,3.3,1.5,51.496
"733",18125,4692,6220,"IN",75.4340836012862,55.2,3.1,55022,3.9,49.4,21.7,20.2,1,1.5,55.022
"734",18127,45008,86509,"IN",52.0269567328255,65.7,4.5,72255,5.3,49.4,22,16.4,4.9,10.2,72.255
"735",18129,9206,13236,"IN",69.5527349652463,63.4,3.6,64983,5,49.8,22.1,18.7,2.8,1.2,64.983
"736",18131,4246,5806,"IN",73.1312435411643,56.1,5.8,49140,7.2,50.2,22.1,19.5,1.2,3.1,49.14
"737",18133,12278,16597,"IN",73.9772247996626,58.2,2.3,61505,5,52.5,19.3,16.6,2.8,2,61.505
"738",18135,8312,11070,"IN",75.0858175248419,58,4.8,53322,9.1,49.1,22.8,20.1,1.4,3.6,53.322
"739",18137,11261,14271,"IN",78.9082755237895,58,4.4,60055,7.6,49.4,23.8,17.7,0.4,1.8,60.055
"740",18139,6035,7932,"IN",76.084215834594,53.8,5.4,56814,9.6,49.3,22.2,18.2,2.3,1.7,56.814
"741",18141,53164,115238,"IN",46.1340877141221,70,4.9,54433,7.6,48.7,23.6,15.8,15.4,8.9,54.433
"742",18143,7331,10167,"IN",72.1058325956526,57.9,4.4,45123,7.4,49.2,22.1,17.1,0.8,2.4,45.123
"743",18145,14568,19991,"IN",72.8727927567405,56.5,3.6,59712,6.6,49.3,22.8,17,1.9,4.5,59.712
"744",18147,7357,10769,"IN",68.316463924227,57.2,4,56919,3.5,50.4,21.7,19.8,1.3,3,56.919
"745",18149,7466,10290,"IN",72.555879494655,56.4,5.6,49705,6.6,49.8,23.6,18.3,1.3,4,49.705
"746",18151,11327,16162,"IN",70.084148001485,60.7,5.8,58905,7.3,51.1,20.4,20.1,1.1,3.7,58.905
"747",18153,6691,8994,"IN",74.3940404714254,56.7,4.2,49449,9.2,53,19.5,17.6,4.7,1.8,49.449
"748",18155,3133,4154,"IN",75.4212806933077,48.2,5.5,51270,12.3,51.6,24.8,18.7,1.4,2,51.27
"749",18157,34581,71448,"IN",48.400235136043,72.8,4,51926,6.5,51.1,20.5,11.4,6.6,8.5,51.926
"750",18159,6110,8116,"IN",75.2833908329226,60.1,3.4,68707,8.6,49.2,21,20.7,1.1,3,68.707
"751",18161,2688,3483,"IN",77.1748492678725,59.3,2.9,55278,7.9,49.1,20.9,19.6,0.3,2.2,55.278
"752",18163,41844,77662,"IN",53.8796322525817,68.5,5,51179,7.8,48.5,21.6,16.9,11.5,2.8,51.179
"753",18165,5184,7481,"IN",69.2955487234327,57.5,8,54361,5.1,49.9,21.8,19.9,1.1,1.3,54.361
"754",18167,24545,43594,"IN",56.3036197641877,67.5,5.9,47261,7,50.8,20.4,16.3,8.8,2.8,47.261
"755",18169,10762,14576,"IN",73.8336992316136,57.1,4.3,56573,8.2,48.9,20.6,20.8,1.3,2.7,56.573
"756",18171,3401,4472,"IN",76.0509838998211,58.9,3.2,65614,4.5,50.2,21.5,20.8,0.9,2,65.614
"757",18173,21326,33829,"IN",63.0405864790564,71.5,3.5,79079,3.8,48.8,23.9,17.4,2.4,1.9,79.079
"758",18175,9114,12139,"IN",75.0803196309416,57.4,4.2,50459,9,49.4,22.9,17,0.8,1.3,50.459
"759",18177,17567,27679,"IN",63.4668882546335,63.6,4.5,47756,11.4,48.6,22.1,19,7.1,3.1,47.756
"760",18179,10855,14050,"IN",77.2597864768683,59.7,2.6,57565,5.5,49,24.8,18.1,1.4,3.1,57.565
"761",18181,7957,11166,"IN",71.2609708042271,59.7,4.5,53865,8.4,50,23.3,19.8,0.9,8.6,53.865
"762",18183,12862,17556,"IN",73.2627022100706,63.5,4.4,64992,7.4,49.7,23,17.9,0.9,2.1,64.992
"763",19001,2922,4177,"IA",69.9545128082356,59.3,5.9,55700,4.6,49.8,21.4,22.4,0.6,2.2,55.7
"764",19003,1535,2160,"IA",71.0648148148148,61.2,3.6,52287,6.6,49.3,20.6,23,0.1,1.5,52.287
"765",19005,4744,7422,"IA",63.918081379682,61.6,2.8,55523,8.1,50.4,23.1,22.6,1.5,6.9,55.523
"766",19007,4522,6516,"IA",69.3984039287907,65,6.6,39693,9.5,48.9,22.3,23.2,1.3,2.1,39.693
"767",19009,2299,3420,"IA",67.2222222222222,64.8,1.3,49245,4.3,49.6,20.8,24.7,1.3,0.8,49.245
"768",19011,9208,14642,"IA",62.887583663434,61.7,2.3,66046,2.4,49.9,23.4,18.4,1.3,1.5,66.046
"769",19013,29813,66593,"IA",44.7689697115312,70.1,5.3,54774,4.5,49.1,21.7,16.5,11.1,4.5,54.774
"770",19015,8729,15340,"IA",56.903520208605,67.5,2.2,67442,3.1,50.1,21.5,18.1,1.7,2.7,67.442
"771",19017,8324,14546,"IA",57.2253540492232,68.9,3.1,72209,3.2,49.6,22.4,19.7,1.8,1.6,72.209
"772",19019,6430,10774,"IA",59.6807128271765,63.7,2.9,67252,6,49.6,26.6,18,1.4,1.6,67.252
"773",19021,5074,8167,"IA",62.1280764050447,69.9,5.9,54014,8.7,49.6,25.9,15.1,3.5,26,54.014
"774",19023,5556,8098,"IA",68.6095332180785,63,3.8,56473,3.6,49.8,22.6,22.5,1.1,1.4,56.473
"775",19025,3698,5258,"IA",70.3309243058197,62,2.4,55285,3.6,51.8,21.3,22.8,2.9,2,55.285
"776",19027,7766,11335,"IA",68.5134539038377,66.9,1.9,59198,2.1,49.8,23.4,20.3,1.8,2.6,59.198
"777",19029,4979,7276,"IA",68.4304562946674,67.7,1.9,52005,4.7,49.6,22,22.9,1,2.9,52.005
"778",19031,6184,10703,"IA",57.7781930299916,60.6,2.8,69259,2.3,49.2,22.3,19.5,1.1,2.2,69.259
"779",19033,12499,23801,"IA",52.5146002268812,66.4,3.3,56082,4.3,48.8,20.7,21.5,3.1,5,56.082
"780",19035,4510,6518,"IA",69.1930039889537,63.8,2.4,56302,4.9,50.3,21.6,23.9,3.8,0.8,56.302
"781",19037,4322,6631,"IA",65.1787060775147,55.3,2.2,61239,6.3,50.7,23.1,20.6,0.8,2.8,61.239
"782",19039,3153,4670,"IA",67.5160599571734,59.7,2.1,55078,7.2,50.2,24.8,18,0.1,15.2,55.078
"783",19041,6158,8969,"IA",68.6587133459694,67.2,4.6,51259,4.7,49.1,22.5,21,1.3,3.9,51.259
"784",19043,6119,9594,"IA",63.7794454867626,55.4,2.2,56456,6,50.5,21.2,23.4,1.3,2,56.456
"785",19045,13410,24687,"IA",54.3200874954429,62.8,4.4,52221,4.8,48.9,22.5,19.6,4.4,3.2,52.221
"786",19047,4862,7154,"IA",67.9619793122729,61.1,5.2,54849,8.7,49.9,24.7,17,3.7,28.5,54.849
"787",19049,28162,56022,"IA",50.2695369676199,81.6,3.2,88368,3.8,49.4,27.6,11.9,3,6.2,88.368
"788",19051,3035,4102,"IA",73.9882983910288,68.9,3,67627,25.6,49.9,29.3,17.5,0,1.5,67.627
"789",19053,2618,3804,"IA",68.8222923238696,62.2,4,48154,6.6,50.3,21.6,20.3,2.5,3.2,48.154
"790",19055,6688,10003,"IA",66.8599420173948,57,1.7,63877,3.6,50.8,23.7,19.4,0.8,1.6,63.877
"791",19057,10642,19956,"IA",53.3273201042293,66.8,4.2,51784,4.1,48.4,22.7,20.7,7.9,3.4,51.784
"792",19059,7452,11244,"IA",66.2753468516542,73.7,1.9,60975,4.6,49.7,19,26,0.9,2.2,60.975
"793",19061,27358,53926,"IA",50.7324852575752,67.3,4.1,64493,3.5,49.3,22.8,17.8,4.4,2.6,64.493
"794",19063,3268,4853,"IA",67.3397898207295,66.9,3,56708,6.6,50.3,20.7,21.1,2.7,9.7,56.708
"795",19065,6174,10186,"IA",60.6126055370116,58.6,2.3,49834,4.6,50.2,21.3,21.4,2.6,2.6,49.834
"796",19067,4747,8032,"IA",59.1010956175299,62.7,2.6,51768,6.1,50,22.5,22.1,2.4,3.7,51.768
"797",19069,3433,5130,"IA",66.9200779727095,64.3,4.5,55630,11.4,50.1,23.2,21.7,1.5,12.9,55.63
"798",19071,2717,3857,"IA",70.4433497536946,65.2,3.8,59688,4.5,49.7,21.3,22.2,0.8,2.9,59.688
"799",19073,3229,5057,"IA",63.8520862171248,61.7,4.3,51098,3,48.9,22.2,22.5,0.7,3,51.098
"800",19075,4945,7276,"IA",67.9631665750412,68.3,2.4,71760,2.2,49.5,23,20.8,0.8,1.3,71.76
"801",19077,4280,6371,"IA",67.1794066865484,63,3.8,62644,3.6,49.8,22.6,22.7,1.1,2.8,62.644
"802",19079,4982,7943,"IA",62.7218934911243,68,3.1,60248,3.1,49.5,22.6,20.6,1.5,6.2,60.248
"803",19081,4401,6172,"IA",71.3058976020739,63.3,2.1,61957,3.5,49.9,21.6,22.3,1.8,4.7,61.957
"804",19083,5864,8989,"IA",65.2352875737012,65.1,2.7,54930,3.9,50.5,21.3,21.8,2.1,4.5,54.93
"805",19085,5580,8155,"IA",68.4242795830779,60.9,2.5,64154,3.4,50.2,22.6,19.6,0.7,1.9,64.154
"806",19087,6525,9982,"IA",65.3676617912242,63.8,4.8,54490,3.4,50.7,21.7,18.7,3.8,5,54.49
"807",19089,3133,4958,"IA",63.1908027430416,61.2,2.4,56709,7.1,50.1,24.9,20.4,0.7,1.7,56.709
"808",19091,3825,5327,"IA",71.8040172705087,62.1,3.7,55707,4.6,50.1,23.6,20.7,0.6,4.5,55.707
"809",19093,2885,3849,"IA",74.9545336451026,60.3,2.3,54219,5.5,49.9,24.1,21.8,2,2.8,54.219
"810",19095,6035,9742,"IA",61.9482652432765,62.9,3.4,62660,2.7,50.2,22.9,18.8,1.3,3,62.66
"811",19097,6957,11135,"IA",62.478670857656,58.7,5.3,59042,4.7,50.3,22.1,20.8,1.9,1.5,59.042
"812",19099,12125,20184,"IA",60.072334522394,58.8,3.5,59481,2.5,51.3,22.2,19,2.6,2.4,59.481
"813",19101,4476,8959,"IA",49.9609331398594,74.2,7.3,47401,5.6,49.2,19.7,22.2,2.8,3.2,47.401
"814",19103,23206,83851,"IA",27.6752811534746,84.2,3.7,63062,5,49.6,19.9,11.6,8.9,5.7,63.062
"815",19105,6596,10989,"IA",60.02366002366,60.6,4.4,57134,2.7,51.5,21.3,20.7,2.6,2.1,57.134
"816",19107,3809,5303,"IA",71.8272675843862,58.4,3.8,52012,3.4,51.1,22.8,21.8,1.3,2,52.012
"817",19109,6288,9090,"IA",69.1749174917492,63.4,3.7,56156,4.8,49.8,21.6,23.4,1.5,3.2,56.156
"818",19111,9808,16734,"IA",58.6112107087367,61.8,5.2,52072,4.5,50.3,21.6,20.2,4.6,3.7,52.072
"819",19113,53744,127458,"IA",42.1660468546502,73.6,3.9,67301,3.9,49.3,23.3,15.9,7.6,3.4,67.301
"820",19115,3506,5332,"IA",65.7539384846212,62.2,4.1,63034,6.2,51.5,22.5,18.8,1.5,15.9,63.034
"821",19117,3295,4630,"IA",71.1663066954644,57.6,3.3,53967,6.6,50.7,22.8,21.5,0.7,2.2,53.967
"822",19119,5718,6863,"IA",83.3163339647384,61.7,2.1,65959,5,50.8,28.2,18.3,0.4,2.8,65.959
"823",19121,6525,9824,"IA",66.4189739413681,66.1,3,71811,2.6,49.8,24.7,17.3,1,2.2,71.811
"824",19123,8320,11404,"IA",72.9568572430726,59.2,3.2,56417,4.8,50.4,23.8,18.1,2.4,2.3,56.417
"825",19125,12722,19232,"IA",66.1501663893511,67.5,2.5,64136,3.9,50,23.2,17.8,1.3,2,64.136
"826",19127,9610,18136,"IA",52.9885310983679,66,5.2,58735,5.5,50,25.2,18,2.9,22.7,58.735
"827",19129,5616,8268,"IA",67.9245283018868,67.1,4,75137,3.2,49.7,23.3,18.9,1.6,3.3,75.137
"828",19131,3684,5822,"IA",63.277224321539,63.2,1.5,60260,6.7,49.4,23.6,21.5,0.9,1.5,60.26
"829",19133,3262,4728,"IA",68.9932318104907,60.7,2.4,51866,4.6,47.6,20.8,25.1,0.9,2.2,51.866
"830",19135,2978,4088,"IA",72.8473581213307,61.2,4.9,59489,3.6,49.4,23.3,19.8,0.9,2.3,59.489
"831",19137,3666,5327,"IA",68.8192228271072,65.4,3.4,55761,3.2,49,23.2,21.2,1.1,4,55.761
"832",19139,10865,20671,"IA",52.5615596729718,65.1,3.3,60435,3.8,49.4,24.9,16.4,3.7,18.1,60.435
"833",19141,5871,7551,"IA",77.751291219706,63.4,1.8,57200,3.2,49.8,23.6,20.8,1.9,5.2,57.2
"834",19143,2695,3328,"IA",80.9795673076923,63.7,3,61167,5.3,51,23.5,21.5,1.4,8.3,61.167
"835",19145,5328,7528,"IA",70.7757704569607,63.5,5.1,51196,4.1,52.8,19.5,22.3,3.4,3.6,51.196
"836",19147,3378,4958,"IA",68.1323114158935,70.2,1.8,56437,3.6,50.4,23.1,21.8,2.1,3,56.437
"837",19149,10515,14188,"IA",74.111925570905,65.4,2.1,71147,5.1,49.2,24.9,18.6,1.9,5.4,71.147
"838",19151,2832,3823,"IA",74.0779492545122,63.4,4,53573,4.8,48.9,21.7,22.8,1.6,4.1,53.573
"839",19153,107564,258755,"IA",41.5698247376862,75.2,4.6,69747,4.6,49.3,24.9,13.1,8.6,8.5,69.747
"840",19155,26352,45744,"IA",57.607555089192,66.9,4.2,59901,5.4,49.3,23.4,17.5,2.6,8,59.901
"841",19157,5673,10140,"IA",55.9467455621302,61.5,5,53925,5.5,48.5,19.5,20.4,2.3,3.3,53.925
"842",19159,1974,2714,"IA",72.7339719970523,61.3,3,55970,6.6,48.8,24.4,23.8,0.1,2.6,55.97
"843",19161,4069,5535,"IA",73.5140018066847,63.7,2.8,57446,4.6,49.5,22.3,23.5,1.1,3.5,57.446
"844",19163,43958,92599,"IA",47.4713549822352,71.3,4,63876,4.9,49,23.8,16.2,9.7,7,63.876
"845",19165,4711,6795,"IA",69.3303899926417,65,3.5,60139,4.8,48.9,22,23.1,1.1,3.1,60.139
"846",19167,15775,19051,"IA",82.8040522807202,70.8,2.2,73260,4,50.4,27.1,15.5,1,10.9,73.26
"847",19169,20541,51038,"IA",40.2464830126572,82.9,5.7,58302,5.1,52.3,16.5,12.2,3.4,3.6,58.302
"848",19171,5325,9048,"IA",58.8527851458886,58.9,4,54749,6.3,49.2,24.5,19.8,1.2,10.6,54.749
"849",19173,2470,3249,"IA",76.0233918128655,60.9,2.7,57768,6.4,49.9,23.2,22.7,0.2,8,57.768
"850",19175,4024,6185,"IA",65.0606305578011,67.2,4.8,50375,6.6,48.6,22.4,20.3,0.3,3.1,50.375
"851",19177,2870,3791,"IA",75.7056185702981,62.7,4.7,49898,11.3,51.3,23,22.5,0.5,1.6,49.898
"852",19179,9536,15633,"IA",60.999168425766,64.3,5.1,46433,7.1,49.8,22.7,17.7,4.7,11,46.433
"853",19181,17868,31039,"IA",57.5662875736976,68.5,3.3,80309,2.4,49.1,24.6,15.8,1.3,3,80.309
"854",19183,6991,11765,"IA",59.4220144496388,60.3,2.8,63532,7.4,49.5,24.8,19,1.6,6.5,63.532
"855",19185,2344,3109,"IA",75.3940173689289,56.5,1.4,47543,9.3,48.8,25.5,21.6,0.8,1.6,47.543
"856",19187,10970,17822,"IA",61.5531365727752,66,3.1,51909,5.7,51.9,21.2,18.5,6.1,5.4,51.909
"857",19189,3726,5970,"IA",62.4120603015075,65.7,3.1,51581,2.5,49.7,21.8,21.2,2.6,5,51.581
"858",19191,6263,12064,"IA",51.9147877984085,65.7,2.1,63162,2.6,49.6,18.4,20.6,1.2,2.3,63.162
"859",19193,25926,45362,"IA",57.153564657643,68.3,4.7,60768,5.9,49.6,26.1,15,5.7,17.1,60.768
"860",19195,2742,4418,"IA",62.0642824807605,61.7,3.4,60442,3.8,50.9,20.5,21,2.3,3,60.442
"861",19197,4148,6254,"IA",66.325551646946,61.5,2.8,51221,3.9,49.8,24.1,22.2,0.2,12.5,51.221
"862",20001,4218,5892,"KS",71.5885947046843,64,4.2,47983,6.2,48.9,22.4,20.7,2.3,3.7,47.983
"863",20003,2929,3792,"KS",77.2415611814346,59.5,4.8,52995,12.7,49.5,25.7,21.1,1.1,2.2,52.995
"864",20005,4906,7440,"KS",65.9408602150538,57.9,3.8,50683,7.5,48.4,23.3,17.1,6.3,3.1,50.683
"865",20007,2014,2342,"KS",85.9948761742101,65.7,2.6,49668,9.7,51.6,24.9,21.8,1.2,5.6,49.668
"866",20009,8608,11130,"KS",77.340521114106,69.2,3.4,48863,13,48.5,23.7,19.5,2.2,15.1,48.863
"867",20011,5023,6676,"KS",75.2396644697424,67.7,3.5,46369,9.9,49.1,25.4,20,4.1,2.8,46.369
"868",20013,3262,4471,"KS",72.9590695593827,61.4,4.6,50649,8.9,48.5,25.6,19.8,2.8,5,50.649
"869",20015,22634,32520,"KS",69.60024600246,71.9,4.2,66405,7.2,50.4,25.5,15.2,3,5,66.405
"870",20017,1123,1491,"KS",75.3185781354795,70.8,3.2,48906,9.7,51,21.6,24.3,1.3,5.1,48.906
"871",20019,1402,1639,"KS",85.5399633923124,66.4,6.4,39500,13.1,52.9,20.8,25,2.2,4.1,39.5
"872",20021,6766,9128,"KS",74.1235758106924,67.2,2.3,41936,9.5,48.8,23.7,19.3,1.5,2.8,41.936
"873",20023,1183,1429,"KS",82.7851644506648,69.8,2.2,42802,11.4,50,21.1,26.6,0,6.9,42.802
"874",20025,904,1067,"KS",84.7235238987816,76.3,1.5,52500,6.3,52.3,23.4,23.4,1.6,3.6,52.5
"875",20027,3177,4182,"KS",75.9684361549498,64.3,2.6,47880,5.5,50,23,24.8,1,2.7,47.88
"876",20029,3242,4263,"KS",76.0497302369224,67.9,3.2,48295,9.6,50.2,24.1,21.1,2.4,3.4,48.295
"877",20031,3489,4565,"KS",76.4293537787514,66.8,4.7,59405,8.1,50.6,21.1,21.6,1.3,2.9,59.405
"878",20033,762,916,"KS",83.1877729257642,62.5,3,48125,6.9,49.5,19.6,27.9,0.2,4.7,48.125
"879",20035,9656,14231,"KS",67.851872672335,70.5,5.1,50786,9.4,50.2,23.6,18.3,5.2,11.1,50.786
"880",20037,10045,16645,"KS",60.3484529888855,69,5.2,42615,11.8,50.4,21.8,15.3,3.7,5.9,42.615
"881",20039,1260,1498,"KS",84.1121495327103,62.5,3.9,44125,9.5,49.9,19.4,27.6,0.5,3.3,44.125
"882",20041,7126,9349,"KS",76.2220558348486,68.6,2.9,53864,9,50.1,23.3,19.8,2.2,4.9,53.864
"883",20043,2976,3709,"KS",80.2372607171744,66.3,1.3,51953,8.1,50.7,19.3,19.2,5.5,2.8,51.953
"884",20045,17286,59495,"KS",29.0545423985209,81.3,4.3,61020,7.3,49.7,18.2,12.2,6.6,6.4,61.02
"885",20047,1141,1431,"KS",79.7344514325646,71.4,1.9,50028,8.8,50.1,22.6,21.3,0.4,20.7,50.028
"886",20049,1140,1361,"KS",83.7619397501837,60.4,6,42564,11.4,49.5,21.9,28.8,1,4.5,42.564
"887",20051,9758,13800,"KS",70.7101449275362,75.3,3.4,57053,5.8,49.4,21.5,15.5,2.2,6,57.053
"888",20053,2148,2853,"KS",75.2891692954784,68.1,1.7,56306,8.3,57.2,18.5,20.6,3.9,6.4,56.306
"889",20055,7236,11800,"KS",61.3220338983051,75.9,4.2,60498,11.8,51.7,30.4,10.9,4.6,50.1,60.498
"890",20057,5803,8915,"KS",65.0925406618059,74.5,4.7,53743,12.4,52.1,30.1,10.9,3.4,55.2,53.743
"891",20059,8479,12477,"KS",67.9570409553579,62.6,3.1,55873,7.1,50.4,23.9,17,2.3,4.4,55.873
"892",20061,5323,9603,"KS",55.4305946058523,76.9,3.9,52019,7.4,53.5,31.1,8.5,21.8,16.7,52.019
"893",20063,1291,1471,"KS",87.7634262406526,61.5,2.9,53906,11,50.9,23.3,24.9,1,2.2,53.906
"894",20065,1080,1337,"KS",80.7778608825729,67.7,4.1,40890,8.8,46.8,20.9,27.6,7.6,3.3,40.89
"895",20067,1936,2501,"KS",77.4090363854458,71.2,6.1,60625,15.6,52.1,30.9,13.3,0.3,48.1,60.625
"896",20069,1911,2288,"KS",83.5227272727273,77.4,2.3,70457,15.3,50.6,29.2,15.2,1.5,16.1,70.457
"897",20071,549,641,"KS",85.6474258970359,74.6,0,53750,8.2,46.2,27.3,19.2,0.2,23.3,53.75
"898",20073,2444,3077,"KS",79.4280142996425,63,2.3,43320,8.3,51.1,21.4,25.1,1.1,4,43.32
"899",20075,698,859,"KS",81.2572759022119,62,0,44894,24.5,52.8,29.1,12.5,3.3,37,44.894
"900",20077,2168,2678,"KS",80.9559372666169,60.7,4.9,49283,11.2,50.4,24.9,22.6,0.9,6.2,49.283
"901",20079,10182,17309,"KS",58.8248887861806,77,3.5,58782,8.7,49.7,24,19,3,12.2,58.782
"902",20081,1122,1410,"KS",79.5744680851064,77.5,2.5,54638,18,48.9,28.3,13.7,0.2,31,54.638
"903",20083,875,1045,"KS",83.7320574162679,80.3,3.4,60703,10.5,49.5,21.3,22.4,1.2,9.3,60.703
"904",20085,4517,6584,"KS",68.6057108140948,58.7,4.2,59686,7.6,49.9,25,19.2,0.6,5,59.686
"905",20087,6334,9782,"KS",64.7515845430382,61.1,3.5,67429,5,50.4,22.8,19,1.2,2.9,67.429
"906",20089,1387,1628,"KS",85.1965601965602,61.7,1.4,38188,8.3,50.8,19.3,30.5,0.6,2.4,38.188
"907",20091,155631,347214,"KS",44.8227894036531,86,3.2,91650,5.8,49.1,24.3,14.5,6,7.8,91.65
"908",20093,1164,1455,"KS",80,64.7,1.6,46464,14.5,46.7,29,15.2,3,31.7,46.464
"909",20095,3130,3949,"KS",79.260572296784,67.4,3.9,57304,5.8,49.9,22.3,21.8,1.3,3.7,57.304
"910",20097,980,1165,"KS",84.1201716738197,69.5,2.8,53107,10.7,48.7,24,21.9,2,6,53.107
"911",20099,5735,8563,"KS",66.9741912881,69.6,2.9,47922,10.8,49.4,24,19,6.1,4.7,47.922
"912",20101,762,895,"KS",85.1396648044693,66.4,2.5,41318,14.9,50.3,23.2,21.4,0,10.4,41.318
"913",20103,21610,36490,"KS",59.2217045765963,71.5,5.7,76307,5.5,53.4,23.7,14.4,11.3,7.1,76.307
"914",20105,1283,1579,"KS",81.2539582013933,72.8,1.7,46523,7.1,50.6,23.7,23.9,3.7,2.2,46.523
"915",20107,4048,5046,"KS",80.221957986524,60.1,4.9,48325,9.3,50.6,22.4,22.2,0.7,2.9,48.325
"916",20109,1249,1458,"KS",85.6652949245542,71.5,0.6,51136,7.3,51.3,24.5,20.9,1.6,6.1,51.136
"917",20111,7550,13988,"KS",53.9748355733486,68.7,4,50141,8.5,48.4,22.3,15.2,3.7,21.5,50.141
"918",20113,9964,14438,"KS",69.0123285773653,72.8,1.3,59928,6,49.2,22.1,19.7,2.1,4.3,59.928
"919",20115,4465,6111,"KS",73.0649648175421,70.8,4,50816,7,50.3,21.2,23.3,1.7,3.8,50.816
"920",20117,3729,5114,"KS",72.9174814235432,58.9,2.6,52293,6.9,49.9,23.9,22,1.1,2.6,52.293
"921",20119,1523,1825,"KS",83.4520547945205,77.1,2.3,56817,13.6,50.1,25.5,17.4,2.1,22,56.817
"922",20121,12308,17937,"KS",68.617940569772,67.9,1.8,75635,5.8,50.3,24.4,17.3,2,3.3,75.635
"923",20123,2504,3101,"KS",80.7481457594324,71.1,2.8,47375,7.3,51.2,22.4,23.3,1.1,2.5,47.375
"924",20125,9931,13426,"KS",73.9684194845821,68.8,5.2,45288,13,49.9,23.6,19.3,6.5,6.9,45.288
"925",20127,2124,2899,"KS",73.2666436702311,64.5,2.7,52792,7.6,50.4,20.8,24.5,0.8,5.4,52.792
