"","caseid","commonweight","age","gender","race_eth","education","marital","employment","device","republican","public_ins","public_option"
"625",1028871565,0.105007667854746,66,"Female","White","College graduate or higher","Married","Retired","Tablet",1,1,0
"626",1028854671,1.23440682631839,57,"Female","Hispanic/Latino","College graduate or higher","Married","Disabled","Computer",0,0,1
"627",1028611879,1.24898628335986,47,"Female","White","College graduate or higher","Married","Employed","Computer",1,0,0
"628",1028884815,0.582012523974651,66,"Male","White","High school graduate","Married","Retired","Computer",1,0,0
"629",1028873795,1.76977211349386,32,"Female","White","College graduate or higher","Married","Other","Smartphone",0,0,1
"630",1028850071,0.709051266671223,58,"Male","White","High school graduate","Divorced","Other","Smartphone",0,0,0
"631",1028852637,1.07619342349571,70,"Female","White","College graduate or higher","Married","Retired","Smartphone",0,1,1
"632",1028871585,0.406000624313463,39,"Female","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"634",1028873201,0.917617384127482,83,"Male","White","College graduate or higher","Married","Employed","Smartphone",1,1,1
"635",1028885259,0.869755468957831,73,"Female","White","College graduate or higher","Married","Retired","Tablet",0,1,1
"636",1028833195,0.660709212414627,62,"Female","White","College graduate or higher","Married","Retired","Tablet",0,0,1
"637",1028874165,1.37894286740227,31,"Male","White","College graduate or higher","Never married","Unemployed","Tablet",1,0,0
"638",1028873545,0.910812663590071,54,"Female","White","Some college or 2-year degree","Married","Employed","Smartphone",0,0,1
"639",1028792343,0.931331951796551,48,"Female","White","College graduate or higher","Never married","Unemployed","Computer",0,0,0
"640",1028814487,0.424600072574042,29,"Male","White","College graduate or higher","Never married","Employed","Smartphone",0,0,1
"641",1028885663,1.28852027774955,71,"Female","White","College graduate or higher","Married","Retired","Computer",0,1,0
"642",1028878269,0.484601915196108,47,"Male","Hispanic/Latino","College graduate or higher","Married","Employed","Computer",0,0,1
"643",1028819903,1.25378426928258,65,"Female","White","Some college or 2-year degree","Divorced","Retired","Computer",0,1,1
"644",1028885441,0.735927732920566,50,"Male","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"645",1028873669,0.826894660978885,58,"Male","White","Some college or 2-year degree","Married","Employed","Computer",1,0,1
"646",1028873633,2.86200353729643,74,"Male","Black","College graduate or higher","Divorced","Retired","Computer",0,1,1
"647",1028870939,1.00437096774676,56,"Male","Asian","College graduate or higher","Married","Employed","Computer",0,0,0
"648",1028884937,0.788365626884059,63,"Female","White","Some college or 2-year degree","Married","Retired","Tablet",0,1,1
"649",1028831691,0.725138942935633,72,"Female","White","College graduate or higher","Married","Employed","Computer",0,1,1
"650",1028853709,1.10539519450807,59,"Female","White","College graduate or higher","Divorced","Employed","Tablet",0,0,1
"651",1028885457,0.760835162892669,65,"Female","White","Some college or 2-year degree","Widowed","Retired","Tablet",0,1,0
"652",1028885359,1.20864227333203,52,"Female","White","Some college or 2-year degree","Married","Employed","Smartphone",1,0,1
"653",1028885461,1.25863348518355,38,"Male","White","College graduate or higher","Never married","Disabled","Smartphone",0,0,1
"654",1028885625,0.853387005033242,60,"Male","Native American","High school graduate","Married","Employed","Computer",0,0,0
"655",1028869595,2.05703951422065,55,"Female","White","College graduate or higher","Married","Employed","Tablet",0,0,1
"656",1028868061,0.784018486646322,69,"Male","White","College graduate or higher","Married","Retired","Smartphone",1,1,0
"657",1028873695,1.01774905979588,51,"Male","White","Some college or 2-year degree","Never married","Other","Computer",0,1,1
"658",1028873071,0.607448052526582,37,"Male","Native American","College graduate or higher","Never married","Employed","Computer",0,0,1
"659",1028874215,0.939142865059907,44,"Male","White","High school graduate","Never married","Other","Smartphone",0,0,1
"660",1028875799,1.44868779303822,62,"Male","White","College graduate or higher","Married","Employed","Computer",1,0,0
"661",1028873965,1.29132555562555,82,"Female","White","College graduate or higher","Married","Retired","Computer",0,1,1
"662",1028873383,0.48161061679298,44,"Female","White","Some college or 2-year degree","Widowed","Employed","Smartphone",0,0,1
"663",1028885485,0.754297215678204,50,"Female","White","College graduate or higher","Never married","Employed","Tablet",0,0,0
"664",1028884465,0.770067030901309,61,"Female","White","Some college or 2-year degree","Widowed","Disabled","Smartphone",0,1,1
"665",1028331177,1.20864227333203,46,"Female","White","Some college or 2-year degree","Married","Employed","Smartphone",1,0,0
"666",1028873157,0.937269340858172,56,"Female","Black","High school graduate","Never married","Employed","Smartphone",0,0,1
"667",1028873723,0.756566982516318,55,"Female","Hispanic/Latino","College graduate or higher","Married","Employed","Computer",0,0,0
"668",1028882429,0.685828344191572,32,"Male","White","Some college or 2-year degree","Never married","Employed","Computer",1,0,1
"669",1028885077,0.854119780252172,68,"Male","White","Less than high school","Married","Retired","Tablet",0,1,1
"670",1028832793,1.47763330202,40,"Male","White","Some college or 2-year degree","Never married","Unemployed","Computer",0,0,1
"671",1028848673,0.432954125189429,51,"Female","White","High school graduate","Never married","Other","Smartphone",0,1,1
"672",1028871715,1.13681014067187,67,"Male","White","College graduate or higher","Married","Retired","Computer",0,1,1
"673",1028790317,1.26936589437888,57,"Female","White","Some college or 2-year degree","Married","Employed","Computer",0,0,1
"674",1028818995,1.96241858341045,54,"Male","White","College graduate or higher","Married","Employed","Computer",0,0,1
"675",1028523573,0.672253448087088,45,"Female","White","College graduate or higher","Married","Employed","Computer",1,0,1
"676",1028581025,0.934463097563831,60,"Female","White","Some college or 2-year degree","Married","Employed","Computer",0,0,1
"677",1028863547,0.504296119743035,30,"Male","White","College graduate or higher","Married","Employed","Computer",1,0,1
"678",1028852799,1.06627547535184,29,"Female","White","Some college or 2-year degree","Never married","Unemployed","Smartphone",0,1,0
"679",1028849741,0.115062001959892,49,"Female","Other","College graduate or higher","Married","Other","Smartphone",0,0,1
"680",1028872787,0.708263796188672,55,"Male","White","College graduate or higher","Married","Other","Tablet",0,1,1
"681",1028877397,2.49752614581666,68,"Male","Black","Some college or 2-year degree","Never married","Disabled","Computer",0,1,1
"682",1028764253,0.896322660750209,64,"Female","White","College graduate or higher","Married","Retired","Computer",0,0,1
"683",1028848223,1.28565950127156,38,"Female","White","College graduate or higher","Never married","Employed","Smartphone",0,0,1
"684",1028872817,0.650359457030384,37,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Smartphone",0,0,1
"685",1028832105,0.7891910324094,32,"Male","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"686",1028857983,1.74286584536783,51,"Male","White","Some college or 2-year degree","Married","Employed","Smartphone",0,0,1
"687",1028847755,2.33604313468988,41,"Female","White","College graduate or higher","Widowed","Employed","Computer",0,0,0
"688",1028777121,1.09216409003315,77,"Male","White","Some college or 2-year degree","Divorced","Retired","Tablet",1,1,1
"689",1028885669,0.870684120830633,46,"Female","White","College graduate or higher","Married","Employed","Smartphone",1,0,1
"690",1026541739,0.733482732715297,58,"Female","White","College graduate or higher","Never married","Employed","Computer",0,0,1
"691",1028848817,0.949174330696326,62,"Female","White","College graduate or higher","Married","Retired","Computer",0,0,0
"692",1028884659,0.603359433194211,54,"Male","White","College graduate or higher","Married","Employed","Smartphone",0,1,0
"693",1028354229,0.766461072624681,75,"Female","White","High school graduate","Married","Retired","Smartphone",0,1,1
"694",1028885693,0.594088172266807,57,"Male","White","High school graduate","Married","Employed","Tablet",1,0,1
"695",1028884673,0.6249184649782,57,"Female","White","High school graduate","Widowed","Employed","Computer",1,1,1
"696",1028872899,0.721421389211898,57,"Male","White","Some college or 2-year degree","Married","Employed","Computer",1,0,0
"697",1028138693,4.94319538460652,65,"Male","Other","Some college or 2-year degree","Married","Retired","Computer",0,0,0
"698",1028777677,0.803671279851708,19,"Female","Asian","Some college or 2-year degree","Never married","Other","Computer",0,0,0
"699",1028865235,1.00702421095579,38,"Female","Asian","College graduate or higher","Married","Other","Computer",0,0,1
"700",1028857721,0.270641421815823,30,"Male","Native American","College graduate or higher","Married","Employed","Smartphone",0,0,1
"701",1028884701,0.988718831682622,22,"Male","White","Some college or 2-year degree","Never married","Other","Computer",0,0,1
"702",1028832991,0.74814307966477,65,"Male","White","Some college or 2-year degree","Married","Employed","Smartphone",1,0,0
"703",1028476651,1.35388334908072,65,"Female","White","College graduate or higher","Widowed","Retired","Tablet",0,0,1
"704",1028865261,0.861192382142921,63,"Male","White","Some college or 2-year degree","Married","Employed","Smartphone",1,0,0
"705",1028819183,1.2707833969297,53,"Male","White","College graduate or higher","Never married","Disabled","Smartphone",0,1,1
"706",1028869361,0.335556799262033,41,"Female","White","College graduate or higher","Married","Employed","Smartphone",0,0,0
"707",1028885749,0.910812663590071,63,"Female","White","Some college or 2-year degree","Divorced","Disabled","Computer",0,1,1
"708",1028871807,1.26857944381382,39,"Male","Hispanic/Latino","College graduate or higher","Married","Other","Smartphone",0,0,1
"709",1028852483,1.29119784981744,34,"Male","Native American","Some college or 2-year degree","Married","Employed","Smartphone",1,0,1
"710",1028565253,0.525427529748287,62,"Female","White","College graduate or higher","Married","Employed","Computer",0,0,1
"711",1028852439,1.16422672056923,69,"Male","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"712",1028415245,1.78246474603986,73,"Female","White","Some college or 2-year degree","Married","Retired","Tablet",0,1,1
"713",1028885629,0.831501765321951,68,"Female","White","Some college or 2-year degree","Widowed","Employed","Tablet",0,1,1
"714",1028855569,1.32537282924496,34,"Female","White","College graduate or higher","Never married","Employed","Computer",1,0,0
"715",1028872981,0.982452102889513,45,"Male","White","College graduate or higher","Married","Employed","Computer",0,0,1
"716",1028874521,0.609963572436773,24,"Male","White","College graduate or higher","Never married","Employed","Computer",0,0,1
"717",1028857647,1.14346195146275,50,"Female","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"718",1028753115,1.64258945104184,43,"Female","White","College graduate or higher","Never married","Employed","Computer",1,0,1
"719",1028521253,0.80603147195109,52,"Female","White","Some college or 2-year degree","Widowed","Other","Smartphone",0,1,1
"720",1028715821,1.30645709273532,76,"Male","White","Less than high school","Married","Retired","Computer",0,1,1
"721",1028861743,0.729962665160506,66,"Female","White","Some college or 2-year degree","Married","Retired","Computer",1,1,0
"722",1028596447,0.62536163008972,57,"Male","White","Some college or 2-year degree","Never married","Employed","Computer",0,0,1
"723",1028853069,0.660043334040945,71,"Male","White","College graduate or higher","Married","Retired","Computer",0,0,1
"724",1028818061,0.732080800830507,52,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",1,0,1
"725",1028862311,0.668254038708927,69,"Male","Black","Some college or 2-year degree","Married","Retired","Smartphone",0,1,1
"726",1028834155,1.00086273031467,61,"Female","White","College graduate or higher","Married","Other","Tablet",1,0,1
"727",1028874605,1.04894047754514,66,"Male","White","Some college or 2-year degree","Married","Retired","Tablet",1,1,1
"728",1028562799,0.817723062640034,65,"Male","White","College graduate or higher","Divorced","Employed","Computer",0,1,0
"729",1028885375,0.885029378296763,64,"Female","White","High school graduate","Divorced","Employed","Tablet",1,0,0
"730",1028819841,1.45446153162808,25,"Female","Hispanic/Latino","College graduate or higher","Never married","Employed","Smartphone",0,0,0
"731",1028329359,0.62197827108528,60,"Male","White","High school graduate","Divorced","Employed","Computer",1,0,0
"732",1028884883,0.918407273910922,73,"Female","White","Some college or 2-year degree","Widowed","Retired","Computer",1,1,0
"733",1028874649,0.597723056258112,72,"Female","White","College graduate or higher","Married","Other","Computer",0,1,0
"734",1028817307,0.401221739849418,29,"Female","White","College graduate or higher","Never married","Employed","Smartphone",0,0,1
"735",1028871113,0.351690205797626,35,"Male","White","Some college or 2-year degree","Never married","Other","Tablet",0,0,0
"736",1028869069,0.455345812012989,63,"Male","White","College graduate or higher","Married","Employed","Computer",0,0,1
"737",1028857807,1.08231963650043,55,"Male","White","College graduate or higher","Married","Disabled","Tablet",0,1,1
"738",1028843481,1.02482901290149,52,"Female","White","College graduate or higher","Widowed","Employed","Computer",0,1,1
"739",1028763109,0.725138942935633,66,"Female","White","College graduate or higher","Never married","Employed","Tablet",0,1,1
"740",1028857831,0.974412704576129,65,"Male","White","College graduate or higher","Married","Employed","Computer",0,1,1
"741",1028848095,1.28034685749964,77,"Female","White","Some college or 2-year degree","Divorced","Retired","Tablet",0,1,1
"742",1028871161,0.680321761814539,60,"Male","White","High school graduate","Married","Employed","Smartphone",1,1,1
"743",1027436031,1.19026969163213,63,"Female","White","Some college or 2-year degree","Married","Retired","Smartphone",1,1,1
"744",1028884991,0.734928545853998,81,"Female","White","High school graduate","Divorced","Retired","Computer",1,1,1
"745",1028873601,0.76540334944405,71,"Female","White","College graduate or higher","Separated","Employed","Computer",0,0,1
"746",1028440713,1.30278921164513,70,"Female","White","College graduate or higher","Widowed","Employed","Computer",0,0,1
"748",1028872239,0.34761805123268,67,"Male","Black","Some college or 2-year degree","Married","Retired","Tablet",0,1,1
"749",1028849437,0.74553168649493,50,"Male","White","College graduate or higher","Married","Employed","Smartphone",1,0,0
"750",1028874245,0.509134005478422,52,"Female","White","High school graduate","Married","Employed","Computer",0,0,1
"751",1028849319,1.12716560301335,75,"Male","White","Some college or 2-year degree","Divorced","Employed","Computer",0,0,0
"752",1028656693,0.913072226949731,64,"Female","White","Some college or 2-year degree","Married","Employed","Computer",0,0,0
"753",1028565557,0.674423031720831,56,"Female","White","Less than high school","Married","Retired","Computer",0,1,1
"754",1028874297,1.18889968147153,24,"Female","Black","College graduate or higher","Never married","Other","Computer",0,0,0
"755",1028779557,0.723499382833981,42,"Female","White","College graduate or higher","Married","Other","Smartphone",1,1,1
"756",1028766193,0.460377081796066,29,"Female","White","College graduate or higher","Never married","Disabled","Computer",0,1,1
"757",1028274259,0.617224068227759,37,"Male","Native American","Some college or 2-year degree","Married","Disabled","Computer",1,1,1
"758",1028780247,0.933901089316992,27,"Male","White","College graduate or higher","Never married","Other","Smartphone",0,1,1
"759",1028885083,0.429523284678869,69,"Male","White","College graduate or higher","Married","Retired","Computer",0,1,0
"760",1028872545,0.952593056050332,53,"Male","White","College graduate or higher","Married","Employed","Tablet",0,0,1
"761",1028523431,0.453764040049924,27,"Female","White","College graduate or higher","Never married","Employed","Smartphone",0,0,1
"762",1028873003,0.76540334944405,75,"Female","White","College graduate or higher","Married","Retired","Computer",0,1,1
"763",1028862923,0.301116119859681,70,"Female","White","College graduate or higher","Married","Retired","Smartphone",0,0,1
"764",1028863345,0.611036357457803,59,"Male","White","College graduate or higher","Divorced","Retired","Tablet",1,0,1
"765",1028885715,1.37685010743648,45,"Female","White","Some college or 2-year degree","Never married","Employed","Smartphone",0,0,1
"766",1028874359,0.931331951796551,61,"Female","White","College graduate or higher","Married","Employed","Smartphone",1,0,1
"767",1028354201,1.73216563659803,46,"Male","Hispanic/Latino","College graduate or higher","Married","Employed","Tablet",0,0,0
"768",1028884859,0.905437041031999,42,"Male","White","High school graduate","Never married","Employed","Smartphone",1,0,1
"769",1028857215,1.98834098678177,35,"Female","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"770",1030449281,0.652320990726815,25,"Female","White","College graduate or higher","Never married","Employed","Smartphone",1,0,0
"771",1027660671,0.708682337272559,32,"Male","White","Some college or 2-year degree","Never married","Other","Computer",0,0,0
"772",1030442507,0.815880423613133,40,"Male","White","Some college or 2-year degree","Never married","Employed","Computer",0,0,1
"773",1029990545,0.613411751309161,32,"Female","White","College graduate or higher","Married","Other","Smartphone",1,0,0
"774",1030267459,0.512722153933569,57,"Female","White","Some college or 2-year degree","Never married","Other","Computer",0,1,1
"775",1030446103,0.973268139919307,65,"Male","White","Some college or 2-year degree","Married","Employed","Computer",1,0,1
"776",1030442521,0.308569976154083,57,"Male","Black","Some college or 2-year degree","Never married","Retired","Computer",0,1,1
"777",1030442529,0.839537402184374,66,"Male","White","Some college or 2-year degree","Married","Retired","Tablet",1,1,0
"778",1029466651,1.06095453452301,65,"Male","White","College graduate or higher","Married","Employed","Computer",0,0,0
"779",1029950867,1.4425533939676,52,"Female","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"780",1030048945,0.774628096860526,77,"Female","White","High school graduate","Married","Retired","Computer",1,0,0
"781",1030443443,2.61404914903274,19,"Female","Hispanic/Latino","Less than high school","Never married","Unemployed","Smartphone",0,0,1
"782",1028751157,0.792217738488613,48,"Female","White","College graduate or higher","Married","Employed","Smartphone",1,0,0
"783",1027646651,1.35311033534729,63,"Female","White","College graduate or higher","Never married","Employed","Smartphone",0,0,1
"784",1030466621,0.736876661615653,53,"Male","White","Some college or 2-year degree","Divorced","Disabled","Smartphone",1,1,0
"785",1029243287,0.807855802581458,77,"Male","White","College graduate or higher","Married","Retired","Computer",1,1,0
"786",1030460383,1.24291360987109,34,"Female","White","College graduate or higher","Married","Employed","Smartphone",1,0,1
"787",1030266183,2.65646899886038,59,"Female","Native American","Some college or 2-year degree","Widowed","Retired","Computer",0,0,1
"788",1030128083,1.57769209003336,41,"Female","Black","College graduate or higher","Never married","Employed","Computer",0,0,1
"789",1029934413,3.44851530207062,68,"Male","Hispanic/Latino","High school graduate","Married","Retired","Computer",0,1,1
"790",1030443217,0.578651731044927,22,"Male","White","College graduate or higher","Never married","Unemployed","Computer",0,0,1
"791",1030443091,0.545429550605975,59,"Male","White","High school graduate","Married","Employed","Tablet",0,0,1
"792",1030442709,0.719054745577244,43,"Female","White","College graduate or higher","Never married","Employed","Tablet",0,0,1
"793",1028852795,0.458485235620475,28,"Male","White","College graduate or higher","Never married","Employed","Computer",0,0,1
"794",1027512795,0.954958945828414,71,"Female","White","College graduate or higher","Divorced","Retired","Tablet",0,1,1
"795",1029275425,1.50450576020516,62,"Female","White","College graduate or higher","Divorced","Employed","Computer",1,0,1
"796",1030095077,0.977711497376597,48,"Female","White","High school graduate","Married","Employed","Smartphone",1,0,1
"797",1030457959,0.931520345850381,34,"Female","White","High school graduate","Married","Other","Smartphone",1,0,0
"798",1028776809,1.1452832042622,37,"Female","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"799",1030180973,0.886823511628933,63,"Female","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"800",1028776815,0.935698371929768,63,"Female","White","College graduate or higher","Married","Retired","Smartphone",1,0,1
"801",1030442239,0.928421861934404,37,"Female","White","College graduate or higher","Never married","Unemployed","Smartphone",0,1,1
"802",1030442751,0.162348685478627,67,"Female","Other","College graduate or higher","Divorced","Retired","Smartphone",0,0,1
"803",1030486531,0.622389392352601,74,"Male","White","Some college or 2-year degree","Married","Retired","Tablet",0,1,0
"804",1030503433,0.467894913470034,36,"Female","White","Some college or 2-year degree","Divorced","Employed","Computer",1,1,1
"805",1030460583,0.353006662788208,58,"Male","Native American","College graduate or higher","Married","Disabled","Computer",0,1,0
"806",1030463515,1.07139873520933,39,"Male","White","College graduate or higher","Never married","Employed","Computer",0,0,1
"807",1030458397,0.807855802581458,68,"Male","White","College graduate or higher","Married","Employed","Smartphone",1,1,0
"808",1030461983,1.15707606647332,79,"Female","White","College graduate or higher","Divorced","Retired","Smartphone",0,1,1
"809",1030464033,1.13681014067187,76,"Male","White","College graduate or higher","Married","Retired","Computer",0,1,1
"810",1024758825,0.61428694900884,80,"Female","White","High school graduate","Married","Retired","Computer",1,1,1
"811",1028523565,0.873953742512554,68,"Female","White","College graduate or higher","Divorced","Retired","Computer",0,1,1
"812",1030487601,0.770701424282288,65,"Male","White","College graduate or higher","Married","Employed","Computer",0,0,1
"813",1030459959,1.12542550807884,51,"Female","White","Some college or 2-year degree","Married","Disabled","Computer",1,0,1
"814",1030005819,0.599815136408779,58,"Female","Black","Some college or 2-year degree","Married","Employed","Computer",0,0,1
"815",1029446685,1.13495279326297,52,"Female","White","Some college or 2-year degree","Never married","Retired","Smartphone",0,1,1
"816",1030484561,1.28228101398314,67,"Female","Hispanic/Latino","College graduate or higher","Divorced","Employed","Computer",0,0,1
"817",1030487483,0.848833331798301,68,"Female","White","College graduate or higher","Married","Retired","Tablet",0,1,1
"818",1030464101,0.770701424282288,72,"Male","White","College graduate or higher","Divorced","Retired","Computer",0,1,1
"819",1030048615,1.40615852479128,31,"Male","White","College graduate or higher","Never married","Employed","Smartphone",0,0,1
"820",1030476413,2.15932145059752,39,"Male","Hispanic/Latino","Less than high school","Married","Employed","Smartphone",0,0,1
"821",1030486151,0.575092705787008,66,"Male","White","Some college or 2-year degree","Married","Retired","Computer",0,0,1
"822",1030476937,0.96722726686227,31,"Female","White","College graduate or higher","Married","Employed","Tablet",1,1,1
"823",1030459023,0.885870595648598,71,"Female","White","Some college or 2-year degree","Divorced","Retired","Computer",1,1,1
"824",1030486673,1.14832875582937,45,"Female","White","Some college or 2-year degree","Widowed","Employed","Smartphone",0,0,1
"825",1030484635,1.1906656866548,44,"Male","White","College graduate or higher","Never married","Employed","Computer",1,0,1
"826",1029491869,0.637904265633846,48,"Female","White","College graduate or higher","Married","Employed","Computer",1,0,1
"827",1030458387,0.499360374980493,72,"Male","White","College graduate or higher","Married","Retired","Computer",0,1,0
"828",1030484139,1.27911882996741,71,"Female","White","College graduate or higher","Married","Employed","Computer",1,1,1
"829",1030488751,0.749555943907862,65,"Male","Hispanic/Latino","College graduate or higher","Married","Employed","Computer",0,0,1
"830",1028792147,2.69236299278099,65,"Male","Other","College graduate or higher","Married","Employed","Tablet",0,0,1
"831",1030458695,0.742108744430022,31,"Male","White","College graduate or higher","Married","Employed","Computer",0,0,0
"832",1030486519,0.34734475167434,68,"Male","White","College graduate or higher","Never married","Retired","Computer",0,1,1
"833",1028434131,1.16645188055851,57,"Female","White","College graduate or higher","Married","Other","Smartphone",0,0,0
"834",1028776661,1.07619342349571,71,"Female","White","College graduate or higher","Married","Other","Computer",0,1,1
"835",1030501079,0.643545523073516,46,"Female","Black","College graduate or higher","Never married","Unemployed","Computer",0,1,1
"836",1030073051,0.846601906486433,66,"Male","Hispanic/Latino","College graduate or higher","Divorced","Employed","Tablet",0,0,1
"837",1030472925,0.921016605898388,27,"Female","White","Some college or 2-year degree","Married","Employed","Smartphone",1,0,0
"838",1030095141,1.13359958858692,79,"Male","White","Some college or 2-year degree","Married","Retired","Computer",0,0,1
"839",1029587171,1.17192741031259,30,"Male","White","College graduate or higher","Married","Employed","Smartphone",0,1,0
"840",1030124773,1.47387691546686,56,"Male","Black","College graduate or higher","Never married","Employed","Tablet",0,0,1
"841",1030484199,0.595664085285395,34,"Male","White","College graduate or higher","Never married","Employed","Smartphone",0,0,1
"842",1029781745,1.38154423301083,52,"Male","White","Some college or 2-year degree","Divorced","Employed","Computer",1,0,0
"843",1030487251,0.768900417164297,34,"Male","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"844",1029871871,0.603835285109681,58,"Female","Black","Some college or 2-year degree","Married","Retired","Computer",0,0,1
"846",1029276901,1.07619342349571,81,"Female","White","College graduate or higher","Married","Retired","Computer",0,1,1
"847",1030457097,0.913072226949731,48,"Female","White","Some college or 2-year degree","Married","Other","Smartphone",1,0,1
"848",1030473261,1.32140076817565,49,"Female","White","Some college or 2-year degree","Married","Unemployed","Smartphone",1,0,0
"849",1030476057,0.589509639924703,34,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",1,0,1
"850",1030072091,0.406240485331218,75,"Male","Hispanic/Latino","College graduate or higher","Married","Employed","Computer",1,1,0
"851",1030458653,3.01244299006364,21,"Male","White","Some college or 2-year degree","Never married","Other","Computer",0,0,0
"852",1030465961,0.270617236030158,57,"Male","White","High school graduate","Married","Employed","Computer",1,0,1
"853",1028929829,2.24698462664648,45,"Female","Black","College graduate or higher","Never married","Employed","Computer",0,0,1
"854",1028458791,1.1997248596897,48,"Female","White","College graduate or higher","Married","Employed","Computer",1,0,1
"855",1030205745,1.34027928646921,47,"Female","Black","High school graduate","Married","Employed","Tablet",0,0,0
"856",1030457655,1.31675100995815,66,"Female","Other","College graduate or higher","Married","Disabled","Smartphone",1,1,0
"857",1030461241,1.61943922416995,25,"Female","Hispanic/Latino","High school graduate","Never married","Employed","Smartphone",0,0,1
"858",1030473019,3.92883812437559,46,"Female","Hispanic/Latino","College graduate or higher","Married","Employed","Smartphone",0,0,1
"859",1030457149,1.06775693977222,65,"Male","White","Some college or 2-year degree","Married","Retired","Tablet",1,0,0
"860",1030460231,1.25040261092971,72,"Male","White","College graduate or higher","Married","Retired","Computer",0,1,1
"861",1030487095,1.0237271680027,65,"Female","White","College graduate or higher","Married","Retired","Computer",1,0,0
"862",1030464337,0.949389466520016,32,"Female","White","College graduate or higher","Married","Employed","Smartphone",0,0,1
"863",1030101731,1.98487234254632,61,"Female","White","Some college or 2-year degree","Married","Other","Tablet",0,0,1
"864",1030494521,0.372705872005577,62,"Female","White","Some college or 2-year degree","Married","Retired","Computer",0,0,0
"865",1030456549,1.66132065201166,67,"Male","White","College graduate or higher","Married","Retired","Computer",0,1,0
"866",1030469985,2.35069107543535,67,"Female","White","College graduate or higher","Married","Employed","Tablet",1,1,0
"867",1030231395,0.446808747861164,32,"Female","White","High school graduate","Separated","Employed","Smartphone",1,0,1
"868",1030493543,0.416691930452163,67,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Unemployed","Computer",0,1,1
"869",1030463337,2.48448102503174,68,"Female","Black","College graduate or higher","Divorced","Employed","Tablet",0,1,1
"870",1030440167,0.630036033358906,71,"Male","Black","College graduate or higher","Married","Retired","Smartphone",0,1,1
"871",1030096245,1.04902075343776,68,"Female","White","Some college or 2-year degree","Married","Employed","Computer",1,1,0
"872",1029228265,1.05199518454399,68,"Male","White","College graduate or higher","Married","Retired","Computer",0,1,0
"873",1030469497,2.17000661308308,66,"Male","Hispanic/Latino","College graduate or higher","Married","Retired","Computer",1,1,1
"874",1030492441,1.69134385285859,28,"Male","White","Some college or 2-year degree","Never married","Employed","Smartphone",0,1,0
"875",1028792191,0.996422102075355,65,"Male","White","College graduate or higher","Divorced","Retired","Smartphone",0,1,1
"876",1030457167,0.94547629495517,71,"Female","White","College graduate or higher","Widowed","Retired","Computer",0,1,1
"877",1030230403,0.399101498898303,53,"Female","Hispanic/Latino","Some college or 2-year degree","Married","Employed","Computer",0,0,1
"878",1030008721,0.162083495913496,77,"Female","White","College graduate or higher","Divorced","Retired","Computer",0,1,1
"879",1030466323,0.821006965809644,75,"Male","White","Some college or 2-year degree","Married","Retired","Computer",1,1,0
"880",1030459547,0.932902490792871,76,"Male","White","College graduate or higher","Divorced","Retired","Smartphone",0,1,1
"881",1029987237,1.43623896383545,54,"Female","Black","High school graduate","Never married","Disabled","Smartphone",0,1,1
"882",1030487281,0.856782816137329,48,"Female","White","High school graduate","Married","Employed","Computer",1,1,1
"883",1030461363,1.40842253311676,68,"Female","White","Some college or 2-year degree","Widowed","Retired","Tablet",0,1,1
"884",1029990841,1.13485631454964,62,"Female","White","College graduate or higher","Married","Retired","Computer",0,0,0
"885",1030447547,0.963762829674218,61,"Male","Hispanic/Latino","College graduate or higher","Divorced","Retired","Tablet",0,1,1
"886",1030459839,1.55651147208719,69,"Male","White","College graduate or higher","Married","Employed","Tablet",0,1,1
"887",1030494881,1.00086273031467,63,"Female","White","College graduate or higher","Divorced","Employed","Computer",1,0,1
"888",1030459339,1.57152067670241,71,"Female","White","High school graduate","Married","Retired","Computer",1,1,1
"889",1030451151,0.656670286875966,63,"Female","White","Some college or 2-year degree","Widowed","Disabled","Smartphone",0,1,1
"890",1030457507,0.707520734592843,76,"Female","White","High school graduate","Divorced","Retired","Computer",1,1,0
"891",1030495197,0.578154375192222,30,"Male","White","College graduate or higher","Never married","Employed","Computer",0,0,1
"892",1030498783,0.991749657992168,69,"Female","White","College graduate or higher","Widowed","Retired","Computer",0,1,0
"893",1030452711,1.38285054496236,66,"Male","Black","College graduate or higher","Married","Retired","Computer",0,1,1
"894",1030461421,0.772154929194984,58,"Male","White","Some college or 2-year degree","Divorced","Disabled","Computer",1,1,0
"895",1030501363,0.864385966366639,45,"Female","White","College graduate or higher","Married","Employed","Computer",0,0,1
