ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,,
GA-133,Greene County,Georgia,1.41,31,-1.5,2.91,,
GA-135,Gwinnett County,Georgia,2.37,42,-1.13,3.5,,
GA-137,Habersham County,Georgia,1.99,17,-2.52,4.51,,
GA-139,Hall County,Georgia,2.02,27,-1.75,3.77,,
GA-141,Hancock County,Georgia,0.85,13,-1.91,2.76,,
GA-143,Haralson County,Georgia,2.26,38,-1.35,3.61,,
GA-145,Harris County,Georgia,1.89,40,-1.45,3.34,,
GA-147,Hart County,Georgia,1.4,23,-1.77,3.17,,
GA-149,Heard County,Georgia,3.4,69,-0.24,3.64,,
GA-151,Henry County,Georgia,2.59,58,-0.57,3.16,,
GA-153,Houston County,Georgia,0.51,6,-2.19,2.7,,
GA-155,Irwin County,Georgia,0.04,2,-2.38,2.42,,
GA-157,Jackson County,Georgia,2,36,-1.39,3.39,,
GA-159,Jasper County,Georgia,1.75,44,-1.17,2.92,,
GA-161,Jeff Davis County,Georgia,0.11,2,-2.15,2.26,,
GA-163,Jefferson County,Georgia,0.45,7,-2.08,2.53,,
GA-165,Jenkins County,Georgia,0.32,4,-2.06,2.38,,
GA-167,Johnson County,Georgia,0.27,2,-2.24,2.51,,
GA-169,Jones County,Georgia,1.17,25,-1.64,2.81,,
GA-171,Lamar County,Georgia,1.63,34,-1.42,3.05,,
GA-173,Lanier County,Georgia,0.04,1,-2.27,2.31,,
GA-175,Laurens County,Georgia,0.16,2,-2.33,2.49,,
GA-177,Lee County,Georgia,0.04,1,-2.74,2.78,,
GA-179,Liberty County,Georgia,0.16,3,-1.94,2.1,,
GA-181,Lincoln County,Georgia,1.44,34,-1.34,2.78,,
GA-183,Long County,Georgia,0.16,3,-1.97,2.13,,
GA-185,Lowndes County,Georgia,0.1,2,-2.3,2.4,,
GA-187,Lumpkin County,Georgia,1.68,15,-2.72,4.4,,
GA-189,McDuffie County,Georgia,1.29,31,-1.45,2.74,,
GA-191,McIntosh County,Georgia,0.09,2,-1.97,2.06,,
GA-193,Macon County,Georgia,0.46,5,-2.35,2.81,,
GA-195,Madison County,Georgia,1.54,31,-1.67,3.21,,
GA-197,Marion County,Georgia,1.15,23,-1.92,3.07,,
GA-199,Meriwether County,Georgia,2.28,50,-1,3.28,,
GA-201,Miller County,Georgia,0.23,2,-2.72,2.95,,
GA-205,Mitchell County,Georgia,0.13,2,-2.61,2.74,,
GA-207,Monroe County,Georgia,1.43,26,-1.49,2.92,,
GA-209,Montgomery County,Georgia,0.13,2,-2.18,2.31,,
GA-211,Morgan County,Georgia,1.8,40,-1.24,3.04,,
GA-213,Murray County,Georgia,2.1,26,-2,4.1,,
GA-215,Muscogee County,Georgia,1.81,37,-1.37,3.18,,
GA-217,Newton County,Georgia,2.18,48,-0.97,3.15,,
GA-219,Oconee County,Georgia,1.86,39,-1.32,3.18,,
GA-221,Oglethorpe County,Georgia,1.44,30,-1.58,3.02,,
GA-223,Paulding County,Georgia,2.23,39,-1.26,3.49,,
GA-225,Peach County,Georgia,0.76,11,-2,2.76,,
GA-227,Pickens County,Georgia,1.78,20,-2.22,4,,
GA-229,Pierce County,Georgia,0.23,3,-1.9,2.13,,
GA-231,Pike County,Georgia,1.93,46,-1.21,3.14,,
GA-233,Polk County,Georgia,2.32,41,-1.17,3.49,,
GA-235,Pulaski County,Georgia,0.13,1,-2.44,2.57,,
GA-237,Putnam County,Georgia,1.26,24,-1.57,2.83,,
GA-239,Quitman County,Georgia,0.35,5,-2.81,3.16,,
GA-241,Rabun County,Georgia,2.47,21,-2.55,5.02,,
GA-243,Randolph County,Georgia,0.08,1,-2.96,3.04,,
GA-245,Richmond County,Georgia,1.02,23,-1.47,2.49,,
GA-247,Rockdale County,Georgia,2.6,59,-0.67,3.27,,
GA-249,Schley County,Georgia,0.54,7,-2.41,2.95,,
GA-251,Screven County,Georgia,0.22,3,-2.19,2.41,,
GA-253,Seminole County,Georgia,0.4,8,-2.57,2.97,,
GA-255,Spalding County,Georgia,2.35,52,-0.78,3.13,,
GA-257,Stephens County,Georgia,1.77,18,-1.99,3.76,,
GA-259,Stewart County,Georgia,0.76,11,-2.3,3.06,,
GA-261,Sumter County,Georgia,0.14,2,-2.73,2.87,,
GA-263,Talbot County,Georgia,1.65,30,-1.47,3.12,,
GA-265,Taliaferro County,Georgia,1.33,28,-1.55,2.88,,
GA-267,Tattnall County,Georgia,0.23,3,-2.02,2.25,,
GA-269,Taylor County,Georgia,1.12,20,-1.82,2.94,,
GA-271,Telfair County,Georgia,0.02,1,-2.37,2.39,,
GA-273,Terrell County,Georgia,0.05,1,-2.85,2.9,,
GA-275,Thomas County,Georgia,0.22,3,-2.41,2.63,,
GA-277,Tift County,Georgia,0.14,2,-2.35,2.49,,
GA-279,Toombs County,Georgia,0.22,3,-2.05,2.27,,
GA-281,Towns County,Georgia,1.76,15,-2.74,4.5,,
GA-283,Treutlen County,Georgia,0.24,3,-2.14,2.38,,
GA-285,Troup County,Georgia,2.54,53,-0.93,3.47,,
GA-287,Turner County,Georgia,0.05,2,-2.55,2.6,,
GA-289,Twiggs County,Georgia,0.7,12,-2,2.7,,
GA-291,Union County,Georgia,1.4,12,-2.87,4.27,,
GA-293,Upson County,Georgia,1.43,24,-1.61,3.04,,
GA-295,Walker County,Georgia,2.76,41,-1.16,3.92,,
GA-297,Walton County,Georgia,2.12,44,-1.18,3.3,,
GA-299,Ware County,Georgia,0.09,1,-2.03,2.12,,
GA-301,Warren County,Georgia,1.12,23,-1.66,2.78,,
GA-303,Washington County,Georgia,0.4,3,-2.2,2.6,,
GA-305,Wayne County,Georgia,0.19,1,-1.95,2.14,,
GA-307,Webster County,Georgia,0.36,3,-2.65,3.01,,
GA-309,Wheeler County,Georgia,0.03,1,-2.3,2.33,,
GA-311,White County,Georgia,1.81,15,-2.77,4.58,,
GA-313,Whitfield County,Georgia,2.56,42,-1.33,3.89,,
GA-315,Wilcox County,Georgia,0.03,1,-2.52,2.55,,
GA-317,Wilkes County,Georgia,1.4,32,-1.5,2.9,,
GA-319,Wilkinson County,Georgia,0.59,7,-2.05,2.64,,
GA-321,Worth County,Georgia,0.14,2,-2.51,2.65,,
ID-001,Ada County,Idaho,0.29,8,-1.19,1.48,,
ID-003,Adams County,Idaho,2.12,29,-1.89,4.01,,
ID-005,Bannock County,Idaho,0.98,29,-0.82,1.8,,
ID-007,Bear Lake County,Idaho,1.31,37,-0.67,1.98,,
ID-009,Benewah County,Idaho,3.22,41,-0.89,4.11,,
ID-011,Bingham County,Idaho,0.51,21,-0.63,1.14,,
ID-013,Blaine County,Idaho,0.5,12,-1.41,1.91,,
ID-015,Boise County,Idaho,1.6,16,-2.34,3.94,,
ID-017,Bonner County,Idaho,4.18,53,-0.81,4.99,,
ID-019,Bonneville County,Idaho,1.18,35,-0.65,1.83,,
ID-021,Boundary County,Idaho,4.42,54,-0.72,5.14,,
ID-023,Butte County,Idaho,0.33,15,-0.72,1.05,,
ID-025,Camas County,Idaho,0.54,9,-2.38,2.92,,
ID-027,Canyon County,Idaho,0.29,12,-0.78,1.07,,
ID-029,Caribou County,Idaho,1.46,40,-0.64,2.1,,
ID-031,Cassia County,Idaho,0.72,24,-0.79,1.51,,
ID-033,Clark County,Idaho,0.65,25,-0.64,1.29,,
ID-035,Clearwater County,Idaho,3.6,29,-2.45,6.05,,
ID-037,Custer County,Idaho,1.03,22,-1.17,2.2,,
ID-039,Elmore County,Idaho,0.65,12,-1.95,2.6,,
ID-041,Franklin County,Idaho,1.54,41,-0.63,2.17,,
ID-043,Fremont County,Idaho,1.25,34,-0.67,1.92,,
ID-045,Gem County,Idaho,0.89,14,-1.41,2.3,,
ID-047,Gooding County,Idaho,0.18,8,-1.22,1.4,,
ID-049,Idaho County,Idaho,2.45,27,-1.82,4.27,,
ID-051,Jefferson County,Idaho,0.33,28,-0.31,0.64,,
ID-053,Jerome County,Idaho,0.23,13,-0.86,1.09,,
ID-055,Kootenai County,Idaho,3.28,41,-1.02,4.3,,
ID-057,Latah County,Idaho,2.83,31,-1.3,4.13,,
ID-059,Lemhi County,Idaho,0.85,20,-1.13,1.98,,
ID-061,Lewis County,Idaho,1.62,30,-1.06,2.68,,
ID-063,Lincoln County,Idaho,0.16,10,-1,1.16,,
ID-065,Madison County,Idaho,0.63,27,-0.43,1.06,,
ID-067,Minidoka County,Idaho,0.28,15,-0.66,0.94,,
ID-069,Nez Perce County,Idaho,1.43,30,-1.01,2.44,,
ID-071,Oneida County,Idaho,0.99,35,-0.74,1.73,,
ID-073,Owyhee County,Idaho,0.37,12,-0.92,1.29,,
ID-075,Payette County,Idaho,0.68,25,-0.83,1.51,,
ID-077,Power County,Idaho,0.76,29,-0.76,1.52,,
ID-079,Shoshone County,Idaho,4.18,31,-2.16,6.34,,
ID-081,Teton County,Idaho,1.26,34,-0.66,1.92,,
ID-083,Twin Falls County,Idaho,0.39,15,-0.88,1.27,,
ID-085,Valley County,Idaho,2.18,29,-2.15,4.33,,
ID-087,Washington County,Idaho,1.31,30,-1.22,2.53,,
IL-001,Adams County,Illinois,1.42,40,-1.01,2.43,,
IL-003,Alexander County,Illinois,3.56,71,-0.23,3.79,,
IL-005,Bond County,Illinois,3.11,77,0.03,3.08,,
IL-007,Boone County,Illinois,2.83,99,0.52,2.31,,
IL-009,Brown County,Illinois,1.74,48,-0.77,2.51,,
IL-011,Bureau County,Illinois,2.23,74,-0.09,2.32,,
IL-013,Calhoun County,Illinois,2,48,-0.79,2.79,,
IL-015,Carroll County,Illinois,2.11,74,-0.17,2.28,,
IL-017,Cass County,Illinois,1.89,52,-0.61,2.5,,
IL-019,Champaign County,Illinois,3.3,92,0.6,2.71,,
IL-021,Christian County,Illinois,3.17,84,0.39,2.78,,
IL-023,Clark County,Illinois,2.7,52,-0.5,3.2,,
IL-025,Clay County,Illinois,2.92,59,-0.39,3.31,,
IL-027,Clinton County,Illinois,3.19,71,-0.01,3.2,,
IL-029,Coles County,Illinois,2.74,64,-0.27,3.01,,
IL-031,Cook County,Illinois,2.16,63,-0.28,2.44,,
IL-033,Crawford County,Illinois,2.6,52,-0.72,3.32,,
IL-035,Cumberland County,Illinois,2.85,62,-0.36,3.21,,
IL-037,DeKalb County,Illinois,2.74,90,0.41,2.33,,
IL-039,De Witt County,Illinois,3.15,90,0.49,2.66,,
IL-041,Douglas County,Illinois,3.08,75,0.21,2.87,,
IL-043,DuPage County,Illinois,2.19,64,-0.23,2.42,,
IL-045,Edgar County,Illinois,2.7,58,-0.3,3,,
IL-047,Edwards County,Illinois,2.95,52,-0.62,3.57,,
IL-049,Effingham County,Illinois,2.91,63,-0.31,3.22,,
IL-051,Fayette County,Illinois,2.75,64,-0.33,3.08,,
IL-053,Ford County,Illinois,3.15,97,0.62,2.53,,
IL-055,Franklin County,Illinois,3.21,66,-0.29,3.5,,
IL-057,Fulton County,Illinois,2.15,69,-0.24,2.39,,
IL-059,Gallatin County,Illinois,2.51,42,-1.04,3.55,,
IL-061,Greene County,Illinois,1.94,43,-0.79,2.73,,
IL-063,Grundy County,Illinois,2.61,86,0.19,2.42,,
IL-065,Hamilton County,Illinois,3.27,66,-0.2,3.47,,
IL-067,Hancock County,Illinois,1.56,46,-0.73,2.29,,
IL-069,Hardin County,Illinois,2.59,44,-1.12,3.71,,
IL-071,Henderson County,Illinois,1.97,71,-0.25,2.22,,
IL-073,Henry County,Illinois,1.63,50,-0.62,2.25,,
IL-075,Iroquois County,Illinois,2.86,86,0.27,2.59,,
IL-077,Jackson County,Illinois,3.04,59,-0.52,3.56,,
IL-079,Jasper County,Illinois,2.86,57,-0.5,3.36,,
IL-081,Jefferson County,Illinois,3.36,66,-0.1,3.46,,
IL-083,Jersey County,Illinois,1.85,42,-1.01,2.86,,
IL-085,Jo Daviess County,Illinois,2.68,92,0.46,2.22,,
IL-087,Johnson County,Illinois,3.38,66,-0.45,3.83,,
IL-089,Kane County,Illinois,2.47,80,0.13,2.34,,
IL-091,Kankakee County,Illinois,2.67,84,0.17,2.5,,
IL-093,Kendall County,Illinois,2.34,75,-0.07,2.41,,
IL-095,Knox County,Illinois,2.24,79,-0.05,2.29,,
IL-097,Lake County,Illinois,2.44,79,0.09,2.35,,
IL-099,LaSalle County,Illinois,2.34,80,0.03,2.31,,
IL-101,Lawrence County,Illinois,3.06,58,-0.41,3.47,,
IL-103,Lee County,Illinois,2.18,74,-0.16,2.34,,
IL-105,Livingston County,Illinois,2.68,89,0.27,2.41,,
IL-107,Logan County,Illinois,2.94,85,0.38,2.56,,
IL-109,McDonough County,Illinois,2.22,77,-0.12,2.34,,
IL-111,McHenry County,Illinois,2.72,91,0.39,2.33,,
IL-113,McLean County,Illinois,3.17,91,0.6,2.57,,
IL-115,Macon County,Illinois,3.45,94,0.75,2.7,,
IL-117,Macoupin County,Illinois,2.32,55,-0.56,2.88,,
IL-119,Madison County,Illinois,2.89,69,-0.09,2.98,,
IL-121,Marion County,Illinois,2.94,60,-0.34,3.28,,
IL-123,Marshall County,Illinois,1.81,54,-0.52,2.33,,
IL-125,Mason County,Illinois,2.22,65,-0.21,2.43,,
IL-127,Massac County,Illinois,3.21,58,-0.76,3.97,,
IL-129,Menard County,Illinois,2.32,68,-0.2,2.52,,
IL-131,Mercer County,Illinois,1.26,37,-0.98,2.24,,
IL-133,Monroe County,Illinois,1.95,37,-1.3,3.25,,
IL-135,Montgomery County,Illinois,2.93,76,0.02,2.91,,
IL-137,Morgan County,Illinois,2.24,62,-0.36,2.6,,
IL-139,Moultrie County,Illinois,3.22,86,0.39,2.83,,
IL-141,Ogle County,Illinois,2.81,95,0.52,2.29,,
IL-143,Peoria County,Illinois,2.52,85,0.19,2.33,,
IL-145,Perry County,Illinois,2.94,60,-0.5,3.44,,
IL-147,Piatt County,Illinois,3.24,89,0.53,2.71,,
IL-149,Pike County,Illinois,1.62,38,-1.04,2.66,,
IL-151,Pope County,Illinois,2.87,51,-1,3.87,,
IL-153,Pulaski County,Illinois,3.91,73,0.08,3.83,,
IL-155,Putnam County,Illinois,1.96,64,-0.3,2.26,,
IL-157,Randolph County,Illinois,2.43,52,-0.88,3.31,,
IL-159,Richland County,Illinois,2.78,53,-0.65,3.43,,
IL-161,Rock Island County,Illinois,1.31,37,-0.93,2.24,,
IL-163,St. Clair County,Illinois,2.7,60,-0.41,3.11,,
IL-165,Saline County,Illinois,2.82,58,-0.76,3.58,,
IL-167,Sangamon County,Illinois,2.62,72,-0.03,2.65,,
IL-169,Schuyler County,Illinois,1.6,43,-0.85,2.45,,
IL-171,Scott County,Illinois,1.98,54,-0.65,2.63,,
IL-173,Shelby County,Illinois,3.27,84,0.34,2.93,,
IL-175,Stark County,Illinois,1.88,58,-0.41,2.29,,
IL-177,Stephenson County,Illinois,2.79,93,0.5,2.29,,
IL-179,Tazewell County,Illinois,2.61,78,0.17,2.44,,
IL-181,Union County,Illinois,3.29,62,-0.44,3.73,,
IL-183,Vermilion County,Illinois,3.22,85,0.46,2.76,,
IL-185,Wabash County,Illinois,2.79,49,-0.76,3.55,,
IL-187,Warren County,Illinois,1.86,62,-0.41,2.27,,
IL-189,Washington County,Illinois,3.06,66,-0.3,3.36,,
IL-191,Wayne County,Illinois,3.07,62,-0.39,3.46,,
IL-193,White County,Illinois,3.01,58,-0.47,3.48,,
IL-195,Whiteside County,Illinois,1.81,57,-0.54,2.35,,
IL-197,Will County,Illinois,2.5,79,-0.02,2.52,,
IL-199,Williamson County,Illinois,3.01,61,-0.6,3.61,,
IL-201,Winnebago County,Illinois,2.69,94,0.4,2.29,,
IL-203,Woodford County,Illinois,2.38,78,-0.03,2.41,,
IN-001,Adams County,Indiana,2.34,59,-0.33,2.67,,
IN-003,Allen County,Indiana,2.7,74,0.05,2.65,,
IN-005,Bartholomew County,Indiana,2.3,37,-0.85,3.15,,
IN-007,Benton County,Indiana,2.86,76,0.15,2.71,,
IN-009,Blackford County,Indiana,2.37,53,-0.4,2.77,,
IN-011,Boone County,Indiana,2.62,56,-0.28,2.9,,
IN-013,Brown County,Indiana,2.77,53,-0.46,3.23,,
IN-015,Carroll County,Indiana,2.54,57,-0.28,2.82,,
IN-017,Cass County,Indiana,2.35,49,-0.49,2.84,,
IN-019,Clark County,Indiana,2.1,38,-1.17,3.27,,
IN-021,Clay County,Indiana,2.71,51,-0.56,3.27,,
IN-023,Clinton County,Indiana,2.67,67,-0.18,2.85,,
IN-025,Crawford County,Indiana,2.25,37,-1.26,3.51,,
IN-027,Daviess County,Indiana,2.89,60,-0.57,3.46,,
IN-029,Dearborn County,Indiana,1.49,23,-1.55,3.04,,
IN-031,Decatur County,Indiana,2.01,34,-1.12,3.13,,
IN-033,DeKalb County,Indiana,3.31,93,0.68,2.63,,
IN-035,Delaware County,Indiana,2.3,48,-0.58,2.88,,
IN-037,Dubois County,Indiana,2.63,52,-0.83,3.46,,
IN-039,Elkhart County,Indiana,3.06,89,0.48,2.58,,
IN-041,Fayette County,Indiana,1.82,33,-1.15,2.97,,
IN-043,Floyd County,Indiana,2.17,39,-1.12,3.29,,
IN-045,Fountain County,Indiana,3.07,75,0.23,2.84,,
IN-047,Franklin County,Indiana,1.5,22,-1.44,2.94,,
IN-049,Fulton County,Indiana,2.28,48,-0.53,2.81,,
IN-051,Gibson County,Indiana,2.56,47,-0.9,3.46,,
IN-053,Grant County,Indiana,2.61,63,-0.24,2.85,,
IN-055,Greene County,Indiana,3.39,69,-0.04,3.43,,
IN-057,Hamilton County,Indiana,2.74,62,-0.17,2.91,,
IN-059,Hancock County,Indiana,2.39,43,-0.65,3.04,,
IN-061,Harrison County,Indiana,1.95,32,-1.46,3.41,,
IN-063,Hendricks County,Indiana,2.26,42,-0.72,2.98,,
IN-065,Henry County,Indiana,2.16,39,-0.87,3.03,,
IN-067,Howard County,Indiana,2.47,59,-0.37,2.84,,
IN-069,Huntington County,Indiana,2.73,67,-0.02,2.75,,
IN-071,Jackson County,Indiana,2.3,40,-0.97,3.27,,
IN-073,Jasper County,Indiana,2.84,79,0.17,2.67,,
IN-075,Jay County,Indiana,2.09,47,-0.63,2.72,,
IN-077,Jefferson County,Indiana,1.64,22,-1.62,3.26,,
IN-079,Jennings County,Indiana,1.83,29,-1.44,3.27,,
IN-081,Johnson County,Indiana,2.7,53,-0.44,3.14,,
IN-083,Knox County,Indiana,2.89,55,-0.59,3.48,,
IN-085,Kosciusko County,Indiana,2.59,59,-0.12,2.71,,
IN-087,LaGrange County,Indiana,2.77,77,0.18,2.59,,
IN-089,Lake County,Indiana,3.2,95,0.59,2.61,,
IN-091,LaPorte County,Indiana,3.21,91,0.42,2.79,,
IN-093,Lawrence County,Indiana,2.81,55,-0.64,3.45,,
IN-095,Madison County,Indiana,2.56,53,-0.37,2.93,,
IN-097,Marion County,Indiana,2.64,57,-0.37,3.01,,
IN-099,Marshall County,Indiana,3.24,93,0.48,2.76,,
IN-101,Martin County,Indiana,2.97,61,-0.51,3.48,,
IN-103,Miami County,Indiana,2.06,35,-0.77,2.83,,
IN-105,Monroe County,Indiana,3.01,60,-0.36,3.37,,
IN-107,Montgomery County,Indiana,2.71,60,-0.22,2.93,,
IN-109,Morgan County,Indiana,2.64,53,-0.52,3.16,,
IN-111,Newton County,Indiana,2.94,85,0.27,2.67,,
IN-113,Noble County,Indiana,3.18,86,0.51,2.67,,
IN-115,Ohio County,Indiana,1.72,32,-1.35,3.07,,
IN-117,Orange County,Indiana,2.51,46,-0.97,3.48,,
IN-119,Owen County,Indiana,3.02,61,-0.34,3.36,,
IN-121,Parke County,Indiana,2.82,62,-0.19,3.01,,
IN-123,Perry County,Indiana,2.37,43,-1.21,3.58,,
IN-125,Pike County,Indiana,2.72,51,-0.71,3.43,,
IN-127,Porter County,Indiana,3.12,92,0.39,2.73,,
IN-129,Posey County,Indiana,2.24,38,-1.27,3.51,,
IN-131,Pulaski County,Indiana,2.92,77,0.18,2.74,,
IN-133,Putnam County,Indiana,2.6,50,-0.55,3.15,,
IN-135,Randolph County,Indiana,1.72,30,-1.13,2.85,,
IN-137,Ripley County,Indiana,1.71,26,-1.44,3.15,,
IN-139,Rush County,Indiana,2.03,37,-1.05,3.08,,
IN-141,St. Joseph County,Indiana,3.39,100,0.61,2.78,,
IN-143,Scott County,Indiana,1.8,30,-1.39,3.19,,
IN-145,Shelby County,Indiana,2.35,40,-0.76,3.11,,
IN-147,Spencer County,Indiana,2.75,52,-0.84,3.59,,
IN-149,Starke County,Indiana,3.39,95,0.62,2.77,,
IN-151,Steuben County,Indiana,2.74,76,0.03,2.71,,
IN-153,Sullivan County,Indiana,2.9,59,-0.41,3.31,,
IN-155,Switzerland County,Indiana,1.77,33,-1.35,3.12,,
IN-157,Tippecanoe County,Indiana,2.87,70,0.09,2.78,,
IN-159,Tipton County,Indiana,2.64,64,-0.18,2.82,,
IN-161,Union County,Indiana,1.58,24,-1.38,2.96,,
IN-163,Vanderburgh County,Indiana,2.53,44,-0.98,3.51,,
IN-165,Vermillion County,Indiana,2.89,66,0.01,2.88,,
IN-167,Vigo County,Indiana,2.26,39,-0.89,3.15,,
IN-169,Wabash County,Indiana,2.17,40,-0.62,2.79,,
IN-171,Warren County,Indiana,3.12,81,0.37,2.75,,
IN-173,Warrick County,Indiana,2.87,57,-0.63,3.5,,
IN-175,Washington County,Indiana,2.33,43,-1.04,3.37,,
IN-177,Wayne County,Indiana,1.61,27,-1.32,2.93,,
IN-179,Wells County,Indiana,2.49,56,-0.24,2.73,,
IN-181,White County,Indiana,2.63,66,-0.08,2.71,,
IN-183,Whitley County,Indiana,2.97,80,0.23,2.74,,
IA-001,Adair County,Iowa,1.18,52,-0.48,1.66,,
IA-003,Adams County,Iowa,1.16,53,-0.54,1.7,,
IA-005,Allamakee County,Iowa,1.53,57,-0.43,1.96,,
IA-007,Appanoose County,Iowa,0.6,19,-1.43,2.03,,
IA-009,Audubon County,Iowa,1.29,71,-0.33,1.62,,
IA-011,Benton County,Iowa,1.69,67,-0.29,1.98,,
IA-013,Black Hawk County,Iowa,1.48,58,-0.46,1.94,,
IA-015,Boone County,Iowa,1.61,80,0.04,1.57,,
IA-017,Bremer County,Iowa,1.42,54,-0.47,1.89,,
IA-019,Buchanan County,Iowa,1.74,71,-0.24,1.98,,
IA-021,Buena Vista County,Iowa,1.53,83,0.22,1.31,,
IA-023,Butler County,Iowa,1.32,57,-0.49,1.81,,
IA-025,Calhoun County,Iowa,1.24,67,-0.29,1.53,,
IA-027,Carroll County,Iowa,1.05,54,-0.51,1.56,,
IA-029,Cass County,Iowa,1.41,71,-0.21,1.62,,
IA-031,Cedar County,Iowa,1.41,50,-0.79,2.2,,
IA-033,Cerro Gordo County,Iowa,1.19,58,-0.47,1.66,,
IA-035,Cherokee County,Iowa,2.01,100,0.73,1.28,,
IA-037,Chickasaw County,Iowa,1.27,51,-0.53,1.8,,
IA-039,Clarke County,Iowa,1,38,-0.9,1.9,,
IA-041,Clay County,Iowa,1.95,100,0.62,1.33,,
IA-043,Clayton County,Iowa,1.71,63,-0.28,1.99,,
IA-045,Clinton County,Iowa,1.65,51,-0.64,2.29,,
IA-047,Crawford County,Iowa,1.29,72,-0.14,1.43,,
IA-049,Dallas County,Iowa,1.52,76,-0.13,1.65,,
IA-051,Davis County,Iowa,1.02,39,-1.06,2.08,,
IA-053,Decatur County,Iowa,0.92,35,-0.99,1.91,,
IA-055,Delaware County,Iowa,2.01,81,-0.02,2.03,,
IA-057,Des Moines County,Iowa,1.76,65,-0.44,2.2,,
IA-059,Dickinson County,Iowa,1.59,90,0.27,1.32,,
IA-061,Dubuque County,Iowa,2.36,87,0.26,2.1,,
IA-063,Emmet County,Iowa,1.21,67,-0.28,1.49,,
IA-065,Fayette County,Iowa,1.49,51,-0.45,1.94,,
IA-067,Floyd County,Iowa,1.41,62,-0.31,1.72,,
IA-069,Franklin County,Iowa,1.22,62,-0.45,1.67,,
IA-071,Fremont County,Iowa,0.88,47,-0.76,1.64,,
IA-073,Greene County,Iowa,1.41,73,-0.14,1.55,,
IA-075,Grundy County,Iowa,1.3,50,-0.55,1.85,,
IA-077,Guthrie County,Iowa,1.31,71,-0.3,1.61,,
IA-079,Hamilton County,Iowa,1.47,70,-0.12,1.59,,
IA-081,Hancock County,Iowa,1.15,57,-0.47,1.62,,
IA-083,Hardin County,Iowa,1.27,57,-0.45,1.72,,
IA-085,Harrison County,Iowa,1.13,67,-0.26,1.39,,
IA-087,Henry County,Iowa,1.17,38,-1.02,2.19,,
IA-089,Howard County,Iowa,1.41,58,-0.41,1.82,,
IA-091,Humboldt County,Iowa,1.2,64,-0.34,1.54,,
IA-093,Ida County,Iowa,1.49,86,0.17,1.32,,
IA-095,Iowa County,Iowa,1.42,52,-0.64,2.06,,
IA-097,Jackson County,Iowa,2.23,81,0.03,2.21,,
IA-099,Jasper County,Iowa,1.4,57,-0.51,1.91,,
IA-101,Jefferson County,Iowa,0.91,30,-1.2,2.11,,
IA-103,Johnson County,Iowa,1.6,65,-0.44,2.04,,
IA-105,Jones County,Iowa,1.97,71,-0.14,2.11,,
IA-107,Keokuk County,Iowa,0.86,28,-1.19,2.05,,
IA-109,Kossuth County,Iowa,1.14,65,-0.4,1.54,,
IA-111,Lee County,Iowa,1.8,63,-0.43,2.23,,
IA-113,Linn County,Iowa,2.21,84,0.21,2,,
IA-115,Louisa County,Iowa,0.96,28,-1.18,2.14,,
IA-117,Lucas County,Iowa,0.95,36,-0.98,1.93,,
IA-119,Lyon County,Iowa,1.7,97,0.49,1.21,,
IA-121,Madison County,Iowa,1.02,44,-0.73,1.75,,
IA-123,Mahaska County,Iowa,1.09,38,-0.94,2.03,,
IA-125,Marion County,Iowa,1.02,37,-0.95,1.97,,
IA-127,Marshall County,Iowa,1.17,44,-0.66,1.83,,
IA-129,Mills County,Iowa,1.02,55,-0.58,1.6,,
IA-131,Mitchell County,Iowa,1.35,63,-0.36,1.71,,
IA-133,Monona County,Iowa,1.85,96,0.53,1.32,,
IA-135,Monroe County,Iowa,0.77,27,-1.22,1.99,,
IA-137,Montgomery County,Iowa,1.3,69,-0.3,1.6,,
IA-139,Muscatine County,Iowa,1.1,34,-1.05,2.15,,
IA-141,O&#039;Brien County,Iowa,1.82,98,0.56,1.26,,
IA-143,Osceola County,Iowa,1.67,95,0.42,1.25,,
IA-145,Page County,Iowa,1.15,54,-0.51,1.66,,
IA-147,Palo Alto County,Iowa,1.26,68,-0.22,1.48,,
IA-149,Plymouth County,Iowa,1.92,96,0.67,1.25,,
IA-151,Pocahontas County,Iowa,1.23,68,-0.2,1.43,,
IA-153,Polk County,Iowa,1.6,72,-0.14,1.74,,
IA-155,Pottawattamie County,Iowa,1.18,63,-0.37,1.55,,
IA-157,Poweshiek County,Iowa,1.65,63,-0.41,2.06,,
IA-159,Ringgold County,Iowa,1.09,40,-0.83,1.92,,
IA-161,Sac County,Iowa,1.19,71,-0.21,1.4,,
IA-163,Scott County,Iowa,1.25,36,-0.97,2.22,,
IA-165,Shelby County,Iowa,1.21,68,-0.31,1.52,,
IA-167,Sioux County,Iowa,1.72,97,0.51,1.21,,
IA-169,Story County,Iowa,1.45,70,-0.24,1.69,,
IA-171,Tama County,Iowa,1.41,55,-0.55,1.96,,
IA-173,Taylor County,Iowa,1.22,51,-0.57,1.79,,
IA-175,Union County,Iowa,1.15,45,-0.68,1.83,,
IA-177,Van Buren County,Iowa,1.45,50,-0.68,2.13,,
IA-179,Wapello County,Iowa,0.76,23,-1.27,2.03,,
IA-181,Warren County,Iowa,0.99,40,-0.84,1.83,,
IA-183,Washington County,Iowa,1.08,33,-1.01,2.09,,
IA-185,Wayne County,Iowa,0.84,28,-1.16,2,,
IA-187,Webster County,Iowa,1.42,72,-0.15,1.57,,
