ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,,
IA-189,Winnebago County,Iowa,1.24,64,-0.39,1.63,,
IA-191,Winneshiek County,Iowa,1.46,53,-0.47,1.93,,
IA-193,Woodbury County,Iowa,1.92,100,0.66,1.26,,
IA-195,Worth County,Iowa,1.14,55,-0.54,1.68,,
IA-197,Wright County,Iowa,1.2,64,-0.38,1.58,,
KS-001,Allen County,Kansas,0.61,24,-1.82,2.43,,
KS-003,Anderson County,Kansas,0.46,25,-1.9,2.36,,
KS-005,Atchison County,Kansas,0.58,25,-1.35,1.93,,
KS-007,Barber County,Kansas,0.86,64,-0.36,1.22,,
KS-009,Barton County,Kansas,0.83,70,-0.3,1.13,,
KS-011,Bourbon County,Kansas,0.83,25,-1.76,2.59,,
KS-013,Brown County,Kansas,0.95,44,-0.89,1.84,,
KS-015,Butler County,Kansas,0.27,27,-1.71,1.98,,
KS-017,Chase County,Kansas,0.32,26,-1.51,1.83,,
KS-019,Chautauqua County,Kansas,0.31,20,-2.02,2.33,,
KS-021,Cherokee County,Kansas,0.99,24,-1.9,2.89,,
KS-023,Cheyenne County,Kansas,0.33,58,-0.29,0.62,,
KS-025,Clark County,Kansas,0.46,56,-0.54,1,,
KS-027,Clay County,Kansas,0.62,42,-0.77,1.39,,
KS-029,Cloud County,Kansas,0.7,55,-0.55,1.25,,
KS-031,Coffey County,Kansas,0.21,15,-1.99,2.2,,
KS-033,Comanche County,Kansas,0.73,72,-0.39,1.12,,
KS-035,Cowley County,Kansas,0.2,18,-1.83,2.03,,
KS-037,Crawford County,Kansas,0.97,27,-1.77,2.74,,
KS-039,Decatur County,Kansas,0.26,40,-0.53,0.79,,
KS-041,Dickinson County,Kansas,0.52,40,-1.02,1.54,,
KS-043,Doniphan County,Kansas,1,43,-0.97,1.97,,
KS-045,Douglas County,Kansas,0.45,24,-1.67,2.12,,
KS-047,Edwards County,Kansas,0.35,45,-0.68,1.03,,
KS-049,Elk County,Kansas,0.29,22,-2.03,2.32,,
KS-051,Ellis County,Kansas,0.85,76,-0.12,0.97,,
KS-053,Ellsworth County,Kansas,0.84,65,-0.41,1.25,,
KS-055,Finney County,Kansas,0.11,35,-0.63,0.74,,
KS-057,Ford County,Kansas,0.34,53,-0.59,0.93,,
KS-059,Franklin County,Kansas,0.37,22,-1.82,2.19,,
KS-061,Geary County,Kansas,0.43,31,-1.26,1.69,,
KS-063,Gove County,Kansas,0.15,37,-0.61,0.76,,
KS-065,Graham County,Kansas,0.53,60,-0.36,0.89,,
KS-067,Grant County,Kansas,0.04,23,-0.62,0.66,,
KS-069,Gray County,Kansas,0.34,59,-0.48,0.82,,
KS-071,Greeley County,Kansas,0.07,20,-0.51,0.58,,
KS-073,Greenwood County,Kansas,0.15,12,-1.97,2.12,,
KS-075,Hamilton County,Kansas,0.03,15,-0.56,0.59,,
KS-077,Harper County,Kansas,0.53,41,-1.05,1.58,,
KS-079,Harvey County,Kansas,0.26,31,-1.35,1.61,,
KS-081,Haskell County,Kansas,0.14,38,-0.62,0.76,,
KS-083,Hodgeman County,Kansas,0.29,50,-0.58,0.87,,
KS-085,Jackson County,Kansas,0.52,27,-1.34,1.86,,
KS-087,Jefferson County,Kansas,0.37,20,-1.62,1.99,,
KS-089,Jewell County,Kansas,0.85,68,-0.27,1.12,,
KS-091,Johnson County,Kansas,1.26,50,-0.85,2.11,,
KS-093,Kearny County,Kansas,0.05,22,-0.61,0.66,,
KS-095,Kingman County,Kansas,0.6,45,-0.88,1.48,,
KS-097,Kiowa County,Kansas,0.46,51,-0.64,1.1,,
KS-099,Labette County,Kansas,1.15,30,-1.5,2.65,,
KS-101,Lane County,Kansas,0.09,24,-0.68,0.77,,
KS-103,Leavenworth County,Kansas,0.66,27,-1.31,1.97,,
KS-105,Lincoln County,Kansas,0.64,51,-0.56,1.2,,
KS-107,Linn County,Kansas,0.74,27,-1.7,2.44,,
KS-109,Logan County,Kansas,0.1,30,-0.57,0.67,,
KS-111,Lyon County,Kansas,0.23,20,-1.76,1.99,,
KS-113,McPherson County,Kansas,0.45,37,-0.98,1.43,,
KS-115,Marion County,Kansas,0.34,33,-1.36,1.7,,
KS-117,Marshall County,Kansas,0.82,51,-0.69,1.51,,
KS-119,Meade County,Kansas,0.54,67,-0.37,0.91,,
KS-121,Miami County,Kansas,1.08,36,-1.18,2.26,,
KS-123,Mitchell County,Kansas,0.75,60,-0.38,1.13,,
KS-125,Montgomery County,Kansas,1.2,37,-1.26,2.46,,
KS-127,Morris County,Kansas,0.27,21,-1.54,1.81,,
KS-129,Morton County,Kansas,0.22,51,-0.43,0.65,,
KS-131,Nemaha County,Kansas,0.9,47,-0.79,1.69,,
KS-133,Neosho County,Kansas,0.69,24,-1.82,2.51,,
KS-135,Ness County,Kansas,0.31,51,-0.55,0.86,,
KS-137,Norton County,Kansas,0.67,75,-0.18,0.85,,
KS-139,Osage County,Kansas,0.28,18,-1.8,2.08,,
KS-141,Osborne County,Kansas,0.87,71,-0.16,1.03,,
KS-143,Ottawa County,Kansas,0.64,47,-0.63,1.27,,
KS-145,Pawnee County,Kansas,0.48,54,-0.55,1.03,,
KS-147,Phillips County,Kansas,0.94,84,0,0.94,,
KS-149,Pottawatomie County,Kansas,0.55,29,-1.14,1.69,,
KS-151,Pratt County,Kansas,0.65,55,-0.55,1.2,,
KS-153,Rawlins County,Kansas,0.33,54,-0.37,0.7,,
KS-155,Reno County,Kansas,0.51,43,-0.83,1.34,,
KS-157,Republic County,Kansas,0.79,60,-0.46,1.25,,
KS-159,Rice County,Kansas,0.78,66,-0.46,1.24,,
KS-161,Riley County,Kansas,0.46,31,-1.11,1.57,,
KS-163,Rooks County,Kansas,0.7,70,-0.26,0.96,,
KS-165,Rush County,Kansas,0.48,56,-0.52,1,,
KS-167,Russell County,Kansas,0.75,66,-0.33,1.08,,
KS-169,Saline County,Kansas,0.62,49,-0.75,1.37,,
KS-171,Scott County,Kansas,0.02,8,-0.72,0.74,,
KS-173,Sedgwick County,Kansas,0.28,29,-1.42,1.7,,
KS-175,Seward County,Kansas,0.11,32,-0.67,0.78,,
KS-177,Shawnee County,Kansas,0.24,18,-1.74,1.98,,
KS-179,Sheridan County,Kansas,0.19,41,-0.61,0.8,,
KS-181,Sherman County,Kansas,0.26,51,-0.35,0.61,,
KS-183,Smith County,Kansas,0.97,77,-0.03,1,,
KS-185,Stafford County,Kansas,0.73,65,-0.42,1.15,,
KS-187,Stanton County,Kansas,0.09,25,-0.53,0.62,,
KS-189,Stevens County,Kansas,0.05,23,-0.66,0.71,,
KS-191,Sumner County,Kansas,0.28,25,-1.54,1.82,,
KS-193,Thomas County,Kansas,0.16,34,-0.53,0.69,,
KS-195,Trego County,Kansas,0.34,54,-0.54,0.88,,
KS-197,Wabaunsee County,Kansas,0.35,22,-1.54,1.89,,
KS-199,Wallace County,Kansas,0.18,41,-0.42,0.6,,
KS-201,Washington County,Kansas,0.89,61,-0.46,1.35,,
KS-203,Wichita County,Kansas,0.04,14,-0.64,0.68,,
KS-205,Wilson County,Kansas,0.48,25,-1.92,2.4,,
KS-207,Woodson County,Kansas,0.31,19,-2,2.31,,
KS-209,Wyandotte County,Kansas,0.83,29,-1.18,2.01,,
KY-001,Adair County,Kentucky,1.12,6,-2.69,3.81,,
KY-003,Allen County,Kentucky,1.97,23,-1.96,3.93,,
KY-005,Anderson County,Kentucky,1.58,18,-1.8,3.38,,
KY-007,Ballard County,Kentucky,3.43,63,-0.45,3.88,,
KY-009,Barren County,Kentucky,1.94,20,-2,3.94,,
KY-011,Bath County,Kentucky,1.91,27,-1.35,3.26,,
KY-013,Bell County,Kentucky,3.24,58,-0.58,3.82,,
KY-015,Boone County,Kentucky,1.66,26,-1.44,3.1,,
KY-017,Bourbon County,Kentucky,1.65,20,-1.63,3.28,,
KY-019,Boyd County,Kentucky,1.94,35,-1.02,2.96,,
KY-021,Boyle County,Kentucky,1.65,18,-1.86,3.51,,
KY-023,Bracken County,Kentucky,1.59,19,-1.62,3.21,,
KY-025,Breathitt County,Kentucky,2.51,47,-0.8,3.31,,
KY-027,Breckinridge County,Kentucky,1.97,29,-1.75,3.72,,
KY-029,Bullitt County,Kentucky,1.73,20,-1.73,3.46,,
KY-031,Butler County,Kentucky,1.92,23,-1.94,3.86,,
KY-033,Caldwell County,Kentucky,2.55,42,-1.33,3.88,,
KY-035,Calloway County,Kentucky,2.59,38,-1.49,4.08,,
KY-037,Campbell County,Kentucky,1.5,22,-1.57,3.07,,
KY-039,Carlisle County,Kentucky,2.98,55,-0.99,3.97,,
KY-041,Carroll County,Kentucky,1.7,28,-1.46,3.16,,
KY-043,Carter County,Kentucky,1.63,23,-1.26,2.89,,
KY-045,Casey County,Kentucky,1.54,10,-2.2,3.74,,
KY-047,Christian County,Kentucky,2.07,26,-1.9,3.97,,
KY-049,Clark County,Kentucky,1.76,22,-1.56,3.32,,
KY-051,Clay County,Kentucky,2.5,44,-1.05,3.55,,
KY-053,Clinton County,Kentucky,2.55,32,-1.46,4.01,,
KY-055,Crittenden County,Kentucky,2.68,42,-1.09,3.77,,
KY-057,Cumberland County,Kentucky,2.01,25,-1.95,3.96,,
KY-059,Daviess County,Kentucky,2.61,46,-1.03,3.64,,
KY-061,Edmonson County,Kentucky,1.76,14,-2.17,3.93,,
KY-063,Elliott County,Kentucky,1.77,27,-1.22,2.99,,
KY-065,Estill County,Kentucky,2.01,28,-1.36,3.37,,
KY-067,Fayette County,Kentucky,1.53,17,-1.76,3.29,,
KY-069,Fleming County,Kentucky,1.68,19,-1.58,3.26,,
KY-071,Floyd County,Kentucky,2.07,37,-0.94,3.01,,
KY-073,Franklin County,Kentucky,1.51,19,-1.81,3.32,,
KY-075,Fulton County,Kentucky,2.31,32,-1.93,4.24,,
KY-077,Gallatin County,Kentucky,1.92,39,-1.22,3.14,,
KY-079,Garrard County,Kentucky,1.65,17,-1.79,3.44,,
KY-081,Grant County,Kentucky,1.98,34,-1.24,3.22,,
KY-083,Graves County,Kentucky,2.73,50,-1.37,4.1,,
KY-085,Grayson County,Kentucky,1.9,18,-2.05,3.95,,
KY-087,Green County,Kentucky,1.15,7,-2.54,3.69,,
KY-089,Greenup County,Kentucky,1.3,17,-1.52,2.82,,
KY-091,Hancock County,Kentucky,2.38,39,-1.27,3.65,,
KY-093,Hardin County,Kentucky,1.79,21,-1.9,3.69,,
KY-095,Harlan County,Kentucky,3.25,57,-0.45,3.7,,
KY-097,Harrison County,Kentucky,1.72,26,-1.47,3.19,,
KY-099,Hart County,Kentucky,1.62,12,-2.2,3.82,,
KY-101,Henderson County,Kentucky,2.54,48,-1.02,3.56,,
KY-103,Henry County,Kentucky,1.63,22,-1.67,3.3,,
KY-105,Hickman County,Kentucky,2.62,46,-1.49,4.11,,
KY-107,Hopkins County,Kentucky,2.61,41,-1.13,3.74,,
KY-109,Jackson County,Kentucky,1.93,21,-1.68,3.61,,
KY-111,Jefferson County,Kentucky,1.92,33,-1.44,3.36,,
KY-113,Jessamine County,Kentucky,1.59,18,-1.72,3.31,,
KY-115,Johnson County,Kentucky,1.8,28,-1.21,3.01,,
KY-117,Kenton County,Kentucky,1.62,26,-1.48,3.1,,
KY-119,Knott County,Kentucky,2.49,53,-0.7,3.19,,
KY-121,Knox County,Kentucky,2.7,51,-0.99,3.69,,
KY-123,Larue County,Kentucky,1.68,15,-2.04,3.72,,
KY-125,Laurel County,Kentucky,2.04,25,-1.68,3.72,,
KY-127,Lawrence County,Kentucky,2,32,-1.02,3.02,,
KY-129,Lee County,Kentucky,2.44,38,-0.98,3.42,,
KY-131,Leslie County,Kentucky,2.66,49,-0.78,3.44,,
KY-133,Letcher County,Kentucky,2.74,60,-0.42,3.16,,
KY-135,Lewis County,Kentucky,1.47,17,-1.56,3.03,,
KY-137,Lincoln County,Kentucky,1.72,18,-1.91,3.63,,
KY-139,Livingston County,Kentucky,2.89,48,-1.05,3.94,,
KY-141,Logan County,Kentucky,1.89,25,-1.99,3.88,,
KY-143,Lyon County,Kentucky,2.64,41,-1.34,3.98,,
KY-145,McCracken County,Kentucky,3.03,56,-0.95,3.98,,
KY-147,McCreary County,Kentucky,2.68,42,-1.13,3.81,,
KY-149,McLean County,Kentucky,2.37,36,-1.29,3.66,,
KY-151,Madison County,Kentucky,1.55,16,-1.82,3.37,,
KY-153,Magoffin County,Kentucky,2.1,36,-0.99,3.09,,
KY-155,Marion County,Kentucky,1.51,10,-2.1,3.61,,
KY-157,Marshall County,Kentucky,2.77,47,-1.23,4,,
KY-159,Martin County,Kentucky,2.13,37,-1.04,3.17,,
KY-161,Mason County,Kentucky,1.53,18,-1.67,3.2,,
KY-163,Meade County,Kentucky,1.8,25,-1.77,3.57,,
KY-165,Menifee County,Kentucky,2.16,34,-1.15,3.31,,
KY-167,Mercer County,Kentucky,1.73,21,-1.66,3.39,,
KY-169,Metcalfe County,Kentucky,1.34,8,-2.52,3.86,,
KY-171,Monroe County,Kentucky,2.49,32,-1.53,4.02,,
KY-173,Montgomery County,Kentucky,1.93,25,-1.37,3.3,,
KY-175,Morgan County,Kentucky,2.01,32,-1.12,3.13,,
KY-177,Muhlenberg County,Kentucky,2.3,35,-1.49,3.79,,
KY-179,Nelson County,Kentucky,1.65,18,-1.86,3.51,,
KY-181,Nicholas County,Kentucky,1.67,21,-1.59,3.26,,
KY-183,Ohio County,Kentucky,2.22,35,-1.55,3.77,,
KY-185,Oldham County,Kentucky,1.92,34,-1.5,3.42,,
KY-187,Owen County,Kentucky,1.83,30,-1.43,3.26,,
KY-189,Owsley County,Kentucky,2.52,42,-0.93,3.45,,
KY-191,Pendleton County,Kentucky,1.86,33,-1.33,3.19,,
KY-193,Perry County,Kentucky,2.58,52,-0.74,3.32,,
KY-195,Pike County,Kentucky,2.42,53,-0.61,3.03,,
KY-197,Powell County,Kentucky,2.25,33,-1.13,3.38,,
KY-199,Pulaski County,Kentucky,1.79,15,-2.01,3.8,,
KY-201,Robertson County,Kentucky,1.6,18,-1.63,3.23,,
KY-203,Rockcastle County,Kentucky,1.66,14,-2.09,3.75,,
KY-205,Rowan County,Kentucky,1.83,26,-1.37,3.2,,
KY-207,Russell County,Kentucky,1.37,6,-2.54,3.91,,
KY-209,Scott County,Kentucky,1.59,20,-1.65,3.24,,
KY-211,Shelby County,Kentucky,1.6,18,-1.82,3.42,,
KY-213,Simpson County,Kentucky,1.78,20,-2.06,3.84,,
KY-215,Spencer County,Kentucky,1.61,17,-1.87,3.48,,
KY-217,Taylor County,Kentucky,1.14,6,-2.55,3.69,,
KY-219,Todd County,Kentucky,1.94,26,-1.97,3.91,,
KY-221,Trigg County,Kentucky,2.42,36,-1.62,4.04,,
KY-223,Trimble County,Kentucky,1.59,22,-1.68,3.27,,
KY-225,Union County,Kentucky,2.32,37,-1.21,3.53,,
KY-227,Warren County,Kentucky,1.69,16,-2.16,3.85,,
KY-229,Washington County,Kentucky,1.66,18,-1.83,3.49,,
KY-231,Wayne County,Kentucky,2.17,28,-1.71,3.88,,
KY-233,Webster County,Kentucky,2.65,43,-1.01,3.66,,
KY-235,Whitley County,Kentucky,2.94,50,-0.81,3.75,,
KY-237,Wolfe County,Kentucky,2.43,46,-0.87,3.3,,
KY-239,Woodford County,Kentucky,1.58,17,-1.73,3.31,,
LA-001,Acadia Parish,Louisiana,2.89,47,-1.46,4.35,,
LA-003,Allen Parish,Louisiana,3.23,41,-1.4,4.63,,
LA-005,Ascension Parish,Louisiana,1.51,27,-2.58,4.09,,
LA-007,Assumption Parish,Louisiana,1.21,24,-2.84,4.05,,
LA-009,Avoyelles Parish,Louisiana,2.97,45,-1.64,4.61,,
LA-011,Beauregard Parish,Louisiana,3.15,42,-1.46,4.61,,
LA-013,Bienville Parish,Louisiana,3.12,45,-1.38,4.5,,
LA-015,Bossier Parish,Louisiana,4.12,69,-0.2,4.32,,
LA-017,Caddo Parish,Louisiana,3.95,66,-0.29,4.24,,
LA-019,Calcasieu Parish,Louisiana,3.34,48,-1.06,4.4,,
LA-021,Caldwell Parish,Louisiana,3.2,48,-1.32,4.52,,
LA-023,Cameron Parish,Louisiana,3.17,48,-1.07,4.24,,
LA-025,Catahoula Parish,Louisiana,3.52,54,-1.03,4.55,,
LA-027,Claiborne Parish,Louisiana,3.96,67,-0.5,4.46,,
LA-029,Concordia Parish,Louisiana,3.1,50,-1.38,4.48,,
LA-031,De Soto Parish,Louisiana,3.31,51,-1.03,4.34,,
LA-033,East Baton Rouge Parish,Louisiana,2.17,37,-2.05,4.22,,
LA-035,East Carroll Parish,Louisiana,3.31,54,-1.19,4.5,,
LA-037,East Feliciana Parish,Louisiana,2.87,51,-1.51,4.38,,
LA-039,Evangeline Parish,Louisiana,3.1,43,-1.59,4.69,,
LA-041,Franklin Parish,Louisiana,2.87,42,-1.57,4.44,,
LA-043,Grant Parish,Louisiana,3.61,55,-1.01,4.62,,
LA-045,Iberia Parish,Louisiana,2.12,37,-1.88,4,,
LA-047,Iberville Parish,Louisiana,1.76,29,-2.37,4.13,,
LA-049,Jackson Parish,Louisiana,3.33,48,-1.16,4.49,,
LA-051,Jefferson Parish,Louisiana,3.2,70,-0.69,3.89,,
LA-053,Jefferson Davis Parish,Louisiana,2.9,42,-1.53,4.43,,
LA-055,Lafayette Parish,Louisiana,2.68,47,-1.54,4.22,,
LA-057,Lafourche Parish,Louisiana,1.91,41,-2.07,3.98,,
LA-059,La Salle Parish,Louisiana,4.11,62,-0.49,4.6,,
LA-061,Lincoln Parish,Louisiana,3.58,56,-0.82,4.4,,
LA-063,Livingston Parish,Louisiana,2.57,52,-1.73,4.3,,
LA-065,Madison Parish,Louisiana,3.74,68,-0.63,4.37,,
LA-067,Morehouse Parish,Louisiana,3.03,43,-1.52,4.55,,
LA-069,Natchitoches Parish,Louisiana,2.95,43,-1.48,4.43,,
LA-071,Orleans Parish,Louisiana,2.98,63,-0.94,3.92,,
LA-073,Ouachita Parish,Louisiana,3.11,49,-1.32,4.43,,
LA-075,Plaquemines Parish,Louisiana,3.28,76,-0.47,3.75,,
LA-077,Pointe Coupee Parish,Louisiana,2.46,37,-1.9,4.36,,
LA-079,Rapides Parish,Louisiana,3.42,48,-1.36,4.78,,
LA-081,Red River Parish,Louisiana,2.72,38,-1.66,4.38,,
LA-083,Richland Parish,Louisiana,2.69,39,-1.81,4.5,,
LA-085,Sabine Parish,Louisiana,2.44,32,-2.02,4.46,,
LA-087,St. Bernard Parish,Louisiana,2.97,62,-0.85,3.82,,
LA-089,St. Charles Parish,Louisiana,2.74,54,-1.27,4.01,,
LA-091,St. Helena Parish,Louisiana,2.72,51,-1.67,4.39,,
LA-093,St. James Parish,Louisiana,1.35,25,-2.69,4.04,,
LA-095,St. John the Baptist Parish,Louisiana,2.07,38,-2.01,4.08,,
LA-097,St. Landry Parish,Louisiana,2.66,42,-1.79,4.45,,
LA-099,St. Martin Parish,Louisiana,1.88,29,-2.22,4.1,,
LA-101,St. Mary Parish,Louisiana,1.69,35,-2.3,3.99,,
LA-103,St. Tammany Parish,Louisiana,2.13,38,-1.9,4.03,,
LA-105,Tangipahoa Parish,Louisiana,3.36,66,-0.97,4.33,,
LA-107,Tensas Parish,Louisiana,4.22,75,-0.09,4.31,,
LA-109,Terrebonne Parish,Louisiana,1.21,24,-2.86,4.07,,
LA-111,Union Parish,Louisiana,3.34,49,-1.03,4.37,,
LA-113,Vermilion Parish,Louisiana,3.31,58,-0.83,4.14,,
LA-115,Vernon Parish,Louisiana,3.17,46,-1.48,4.65,,
LA-117,Washington Parish,Louisiana,2.25,39,-1.92,4.17,,
LA-119,Webster Parish,Louisiana,4.08,68,-0.34,4.42,,
LA-121,West Baton Rouge Parish,Louisiana,2.05,32,-2.18,4.23,,
LA-123,West Carroll Parish,Louisiana,3.37,52,-1.2,4.57,,
LA-125,West Feliciana Parish,Louisiana,2.89,49,-1.54,4.43,,
LA-127,Winn Parish,Louisiana,3.42,52,-1.1,4.52,,
ME-001,Androscoggin County,Maine,4,60,-0.37,4.37,,
ME-003,Aroostook County,Maine,3.24,64,-0.05,3.29,,
ME-005,Cumberland County,Maine,4.16,63,-0.25,4.41,,
ME-007,Franklin County,Maine,3.94,71,-0.09,4.03,,
ME-009,Hancock County,Maine,5.12,80,0.52,4.6,,
ME-011,Kennebec County,Maine,3.93,61,-0.2,4.13,,
ME-013,Knox County,Maine,5.8,97,1.11,4.69,,
ME-015,Lincoln County,Maine,4.62,75,0.23,4.39,,
ME-017,Oxford County,Maine,3.78,62,-0.28,4.06,,
ME-019,Penobscot County,Maine,3.71,59,-0.22,3.93,,
ME-021,Piscataquis County,Maine,3.92,74,0.17,3.75,,
ME-023,Sagadahoc County,Maine,4.14,63,-0.23,4.37,,
ME-025,Somerset County,Maine,3.68,72,0.05,3.63,,
ME-027,Waldo County,Maine,5.19,88,0.73,4.46,,
ME-029,Washington County,Maine,3.65,42,-0.7,4.35,,
ME-031,York County,Maine,3.67,53,-0.75,4.42,,
MD-001,Allegany County,Maryland,0.82,10,-1.72,2.54,,
MD-003,Anne Arundel County,Maryland,0.88,8,-2.07,2.95,,
MD-005,Baltimore County,Maryland,1.7,27,-1.49,3.19,,
MD-009,Calvert County,Maryland,0.51,2,-2.43,2.94,,
MD-011,Caroline County,Maryland,0.53,3,-2.53,3.06,,
MD-013,Carroll County,Maryland,1.55,24,-1.52,3.07,,
MD-015,Cecil County,Maryland,1.63,25,-1.51,3.14,,
MD-017,Charles County,Maryland,0.6,6,-2.24,2.84,,
MD-019,Dorchester County,Maryland,0.58,4,-2.44,3.02,,
MD-021,Frederick County,Maryland,1.45,21,-1.57,3.02,,
MD-023,Garrett County,Maryland,1.35,12,-1.72,3.07,,
MD-025,Harford County,Maryland,1.5,20,-1.7,3.2,,
MD-027,Howard County,Maryland,1.31,20,-1.74,3.05,,
MD-029,Kent County,Maryland,1.02,9,-2.02,3.04,,
MD-031,Montgomery County,Maryland,1.16,17,-1.8,2.96,,
MD-033,Prince George&#039;s County,Maryland,0.61,5,-2.32,2.93,,
MD-035,Queen Anne&#039;s County,Maryland,0.7,4,-2.33,3.03,,
MD-037,St. Mary&#039;s County,Maryland,0.59,5,-2.3,2.89,,
MD-039,Somerset County,Maryland,0.9,13,-1.93,2.83,,
MD-041,Talbot County,Maryland,0.55,2,-2.49,3.04,,
MD-043,Washington County,Maryland,0.93,14,-1.86,2.79,,
MD-045,Wicomico County,Maryland,0.66,7,-2.29,2.95,,
MD-047,Worcester County,Maryland,0.75,7,-2.18,2.93,,
MD-510,Baltimore City,Maryland,1.61,29,-1.5,3.11,,
MD-511,Washington, D.C.,Washington, D.C.,0.56,2,-2.34,2.9
MA-001,Barnstable County,Massachusetts,2.4,30,-1.63,4.03,,
MA-003,Berkshire County,Massachusetts,2.78,40,-1.13,3.91,,
MA-005,Bristol County,Massachusetts,2.63,34,-1.45,4.08,,
MA-007,Dukes County,Massachusetts,2.35,29,-1.61,3.96,,
MA-009,Essex County,Massachusetts,2.7,38,-1.33,4.03,,
MA-011,Franklin County,Massachusetts,2.5,29,-1.43,3.93,,
MA-013,Hampden County,Massachusetts,2.71,35,-1.28,3.99,,
MA-015,Hampshire County,Massachusetts,2.49,29,-1.45,3.94,,
MA-017,Middlesex County,Massachusetts,2.49,33,-1.51,4,,
MA-019,Nantucket County,Massachusetts,2.23,28,-1.56,3.79,,
MA-021,Norfolk County,Massachusetts,2.47,31,-1.65,4.12,,
MA-023,Plymouth County,Massachusetts,2.47,31,-1.72,4.19,,
MA-025,Suffolk County,Massachusetts,2.46,35,-1.58,4.04,,
MA-027,Worcester County,Massachusetts,2.6,35,-1.37,3.97,,
MI-001,Alcona County,Michigan,1.66,35,-0.6,2.26,,
MI-003,Alger County,Michigan,1.71,16,-1.26,2.97,,
MI-005,Allegan County,Michigan,2.7,62,-0.3,3,,
MI-007,Alpena County,Michigan,1.7,39,-0.62,2.32,,
MI-009,Antrim County,Michigan,1.54,19,-1.38,2.92,,
MI-011,Arenac County,Michigan,1.83,41,-0.46,2.29,,
MI-013,Baraga County,Michigan,1.57,23,-1.17,2.74,,
MI-015,Barry County,Michigan,2.68,73,-0.04,2.72,,
MI-017,Bay County,Michigan,1.97,49,-0.33,2.3,,
MI-019,Benzie County,Michigan,1.6,21,-1.28,2.88,,
MI-021,Berrien County,Michigan,2.6,60,-0.31,2.91,,
MI-023,Branch County,Michigan,2.48,59,-0.21,2.69,,
MI-025,Calhoun County,Michigan,2.25,53,-0.43,2.68,,
MI-027,Cass County,Michigan,2.77,74,-0.02,2.79,,
MI-029,Charlevoix County,Michigan,1.47,18,-1.39,2.86,,
MI-031,Cheboygan County,Michigan,1.24,18,-1.26,2.5,,
MI-033,Chippewa County,Michigan,2,23,-1.02,3.02,,
MI-035,Clare County,Michigan,1.8,36,-0.64,2.44,,
MI-037,Clinton County,Michigan,2.87,91,0.46,2.41,,
MI-039,Crawford County,Michigan,1.57,22,-1.01,2.58,,
MI-041,Delta County,Michigan,1.84,34,-0.79,2.63,,
MI-043,Dickinson County,Michigan,1.62,53,-0.63,2.25,,
MI-045,Eaton County,Michigan,2.54,74,0.02,2.52,,
MI-047,Emmet County,Michigan,1.37,16,-1.34,2.71,,
MI-049,Genesee County,Michigan,2.3,67,-0.03,2.33,,
MI-051,Gladwin County,Michigan,1.9,41,-0.44,2.34,,
MI-053,Gogebic County,Michigan,2.28,70,-0.17,2.45,,
MI-055,Grand Traverse County,Michigan,1.38,17,-1.38,2.76,,
MI-057,Gratiot County,Michigan,2.38,70,0.07,2.31,,
MI-059,Hillsdale County,Michigan,2.68,73,-0.01,2.69,,
MI-061,Houghton County,Michigan,1.78,39,-0.76,2.54,,
MI-063,Huron County,Michigan,2.22,57,-0.14,2.36,,
MI-065,Ingham County,Michigan,2.42,72,0.03,2.39,,
MI-067,Ionia County,Michigan,2.81,82,0.28,2.53,,
MI-069,Iosco County,Michigan,1.83,41,-0.5,2.33,,
MI-071,Iron County,Michigan,1.73,57,-0.49,2.22,,
MI-073,Isabella County,Michigan,2.35,74,0.05,2.3,,
MI-075,Jackson County,Michigan,2.27,62,-0.18,2.45,,
MI-077,Kalamazoo County,Michigan,2.13,38,-0.72,2.85,,
MI-079,Kalkaska County,Michigan,1.63,21,-1.14,2.77,,
MI-081,Kent County,Michigan,2.81,73,0.05,2.76,,
MI-083,Keweenaw County,Michigan,2.45,76,-0.1,2.55,,
MI-085,Lake County,Michigan,2.06,38,-0.83,2.89,,
MI-087,Lapeer County,Michigan,1.94,48,-0.36,2.3,,
MI-089,Leelanau County,Michigan,1.57,21,-1.24,2.81,,
MI-091,Lenawee County,Michigan,2.18,60,-0.25,2.43,,
MI-093,Livingston County,Michigan,2.02,51,-0.33,2.35,,
MI-095,Luce County,Michigan,2.13,29,-0.83,2.96,,
MI-097,Mackinac County,Michigan,1.99,31,-0.86,2.85,,
MI-099,Macomb County,Michigan,1.93,51,-0.33,2.26,,
MI-101,Manistee County,Michigan,1.84,32,-1.01,2.85,,
MI-103,Marquette County,Michigan,1.56,21,-1.14,2.7,,
MI-105,Mason County,Michigan,2.01,37,-0.78,2.79,,
MI-107,Mecosta County,Michigan,2.35,56,-0.25,2.6,,
MI-109,Menominee County,Michigan,1.94,60,-0.39,2.33,,
MI-111,Midland County,Michigan,2.11,57,-0.17,2.28,,
MI-113,Missaukee County,Michigan,1.65,30,-0.87,2.52,,
MI-115,Monroe County,Michigan,1.97,55,-0.32,2.29,,
MI-117,Montcalm County,Michigan,2.5,68,-0.02,2.52,,
MI-119,Montmorency County,Michigan,1.3,25,-0.93,2.23,,
MI-121,Muskegon County,Michigan,2.45,60,-0.39,2.84,,
MI-123,Newaygo County,Michigan,2.37,52,-0.47,2.84,,
