ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,,
GA-149,Heard County,Georgia,0.07,2,-2.64,2.71,,
GA-151,Henry County,Georgia,0.12,2,-2.68,2.8,,
GA-153,Houston County,Georgia,0.08,4,-2.28,2.36,,
GA-155,Irwin County,Georgia,0.36,10,-1.95,2.31,,
GA-157,Jackson County,Georgia,0.19,4,-3.04,3.23,,
GA-159,Jasper County,Georgia,0.02,3,-2.7,2.72,,
GA-161,Jeff Davis County,Georgia,2.08,72,-0.38,2.46,,
GA-163,Jefferson County,Georgia,1.52,47,-1.18,2.7,,
GA-165,Jenkins County,Georgia,2.9,85,0.33,2.57,,
GA-167,Johnson County,Georgia,1.14,39,-1.37,2.51,,
GA-169,Jones County,Georgia,0.09,4,-2.44,2.53,,
GA-171,Lamar County,Georgia,0.09,4,-2.51,2.6,,
GA-173,Lanier County,Georgia,1.08,31,-1.35,2.43,,
GA-175,Laurens County,Georgia,0.78,26,-1.67,2.45,,
GA-177,Lee County,Georgia,0.01,4,-2.22,2.23,,
GA-179,Liberty County,Georgia,7.45,121,4.62,2.83,,
GA-181,Lincoln County,Georgia,0.53,16,-2.41,2.94,,
GA-183,Long County,Georgia,7.37,120,4.6,2.77,,
GA-185,Lowndes County,Georgia,0.87,28,-1.57,2.44,,
GA-187,Lumpkin County,Georgia,0.42,4,-3.47,3.89,,
GA-189,McDuffie County,Georgia,0.87,25,-2.05,2.92,,
GA-191,McIntosh County,Georgia,4.95,98,1.64,3.31,,
GA-193,Macon County,Georgia,0.03,3,-2.23,2.26,,
GA-195,Madison County,Georgia,0.15,3,-3.01,3.16,,
GA-197,Marion County,Georgia,0.15,5,-2.14,2.29,,
GA-199,Meriwether County,Georgia,0.16,4,-2.45,2.61,,
GA-201,Miller County,Georgia,0.26,11,-2.1,2.36,,
GA-205,Mitchell County,Georgia,0.31,10,-1.93,2.24,,
GA-207,Monroe County,Georgia,0.1,4,-2.45,2.55,,
GA-209,Montgomery County,Georgia,2,67,-0.41,2.41,,
GA-211,Morgan County,Georgia,0.03,2,-2.83,2.86,,
GA-213,Murray County,Georgia,0.08,2,-3.18,3.26,,
GA-215,Muscogee County,Georgia,0.63,15,-1.7,2.33,,
GA-217,Newton County,Georgia,0.05,2,-2.83,2.88,,
GA-219,Oconee County,Georgia,0.05,2,-2.97,3.02,,
GA-221,Oglethorpe County,Georgia,0.06,1,-2.91,2.97,,
GA-223,Paulding County,Georgia,0.03,2,-2.91,2.94,,
GA-225,Peach County,Georgia,0.09,5,-2.32,2.41,,
GA-227,Pickens County,Georgia,0.04,3,-3.33,3.37,,
GA-229,Pierce County,Georgia,4.15,100,1.39,2.76,,
GA-231,Pike County,Georgia,0.12,4,-2.48,2.6,,
GA-233,Polk County,Georgia,0.09,2,-2.73,2.82,,
GA-235,Pulaski County,Georgia,0.14,7,-2.14,2.28,,
GA-237,Putnam County,Georgia,0.05,3,-2.59,2.64,,
GA-239,Quitman County,Georgia,0.05,5,-2.25,2.3,,
GA-241,Rabun County,Georgia,0.66,8,-3.91,4.57,,
GA-243,Randolph County,Georgia,0.01,3,-2.28,2.29,,
GA-245,Richmond County,Georgia,1.99,60,-0.75,2.74,,
GA-247,Rockdale County,Georgia,0.11,2,-2.82,2.93,,
GA-249,Schley County,Georgia,0.02,3,-2.28,2.3,,
GA-251,Screven County,Georgia,4.76,113,2.25,2.51,,
GA-253,Seminole County,Georgia,0.19,8,-2.24,2.43,,
GA-255,Spalding County,Georgia,0.13,4,-2.54,2.67,,
GA-257,Stephens County,Georgia,0.41,5,-3.28,3.69,,
GA-259,Stewart County,Georgia,0.21,7,-2.02,2.23,,
GA-261,Sumter County,Georgia,0.01,3,-2.27,2.28,,
GA-263,Talbot County,Georgia,0.17,5,-2.3,2.47,,
GA-265,Taliaferro County,Georgia,0.21,5,-2.62,2.83,,
GA-267,Tattnall County,Georgia,6.28,120,3.73,2.55,,
GA-269,Taylor County,Georgia,0.05,3,-2.31,2.36,,
GA-271,Telfair County,Georgia,0.82,24,-1.64,2.46,,
GA-273,Terrell County,Georgia,0.01,3,-2.3,2.31,,
GA-275,Thomas County,Georgia,0.64,16,-1.79,2.43,,
GA-277,Tift County,Georgia,0.14,8,-2.11,2.25,,
GA-279,Toombs County,Georgia,3.52,99,1.06,2.46,,
GA-281,Towns County,Georgia,0.56,7,-3.33,3.89,,
GA-283,Treutlen County,Georgia,1.62,52,-0.84,2.46,,
GA-285,Troup County,Georgia,0.18,6,-2.4,2.58,,
GA-287,Turner County,Georgia,0.09,6,-2.17,2.26,,
GA-289,Twiggs County,Georgia,0.13,5,-2.3,2.43,,
GA-291,Union County,Georgia,0.46,5,-3.33,3.79,,
GA-293,Upson County,Georgia,0.08,3,-2.42,2.5,,
GA-295,Walker County,Georgia,0.19,3,-3.07,3.26,,
GA-297,Walton County,Georgia,0.11,2,-2.97,3.08,,
GA-299,Ware County,Georgia,3.12,86,0.43,2.69,,
GA-301,Warren County,Georgia,0.64,18,-2.2,2.84,,
GA-303,Washington County,Georgia,0.78,20,-1.76,2.54,,
GA-305,Wayne County,Georgia,5.98,117,3.12,2.86,,
GA-307,Webster County,Georgia,0.04,3,-2.24,2.28,,
GA-309,Wheeler County,Georgia,1.37,47,-1.04,2.41,,
GA-311,White County,Georgia,0.7,6,-3.35,4.05,,
GA-313,Whitfield County,Georgia,0.07,2,-3.09,3.16,,
GA-315,Wilcox County,Georgia,0.17,9,-2.17,2.34,,
GA-317,Wilkes County,Georgia,0.16,4,-2.77,2.93,,
GA-319,Wilkinson County,Georgia,0.29,8,-2.17,2.46,,
GA-321,Worth County,Georgia,0.08,5,-2.11,2.19,,
ID-001,Ada County,Idaho,1.32,106,0.49,0.83,,
ID-003,Adams County,Idaho,4.04,117,1.82,2.22,,
ID-005,Bannock County,Idaho,3.66,125,2.23,1.43,,
ID-007,Bear Lake County,Idaho,4.67,129,2.98,1.69,,
ID-009,Benewah County,Idaho,8.68,129,6.28,2.4,,
ID-011,Bingham County,Idaho,3.53,128,2.53,1,,
ID-013,Blaine County,Idaho,3.7,127,2.4,1.3,,
ID-015,Boise County,Idaho,4.1,122,2.11,1.99,,
ID-017,Bonner County,Idaho,10.74,129,7.84,2.9,,
ID-019,Bonneville County,Idaho,5.07,129,3.7,1.37,,
ID-021,Boundary County,Idaho,11.98,129,8.9,3.08,,
ID-023,Butte County,Idaho,3.25,128,2.34,0.91,,
ID-025,Camas County,Idaho,4.07,124,2.46,1.61,,
ID-027,Canyon County,Idaho,0.97,99,0.27,0.7,,
ID-029,Caribou County,Idaho,4.97,129,3.35,1.62,,
ID-031,Cassia County,Idaho,3.43,124,2.26,1.17,,
ID-033,Clark County,Idaho,4.48,128,3.33,1.15,,
ID-035,Clearwater County,Idaho,7.69,128,4.14,3.55,,
ID-037,Custer County,Idaho,5.13,129,3.54,1.59,,
ID-039,Elmore County,Idaho,2.92,118,1.6,1.32,,
ID-041,Franklin County,Idaho,4.27,126,2.49,1.78,,
ID-043,Fremont County,Idaho,4.68,128,3.24,1.44,,
ID-045,Gem County,Idaho,2.28,112,0.94,1.34,,
ID-047,Gooding County,Idaho,2.37,125,1.6,0.77,,
ID-049,Idaho County,Idaho,5.29,124,2.41,2.88,,
ID-051,Jefferson County,Idaho,2.4,128,1.71,0.69,,
ID-053,Jerome County,Idaho,2.74,128,1.99,0.75,,
ID-055,Kootenai County,Idaho,9.21,129,6.71,2.5,,
ID-057,Latah County,Idaho,7.05,129,4.78,2.27,,
ID-059,Lemhi County,Idaho,3.15,122,1.68,1.47,,
ID-061,Lewis County,Idaho,4.43,128,2.4,2.03,,
ID-063,Lincoln County,Idaho,2.57,128,1.81,0.76,,
ID-065,Madison County,Idaho,3.61,128,2.51,1.1,,
ID-067,Minidoka County,Idaho,2.24,124,1.48,0.76,,
ID-069,Nez Perce County,Idaho,4.49,129,2.75,1.74,,
ID-071,Oneida County,Idaho,3.58,125,2.24,1.34,,
ID-073,Owyhee County,Idaho,1.7,111,0.8,0.9,,
ID-075,Payette County,Idaho,1.24,97,0.32,0.92,,
ID-077,Power County,Idaho,3.56,124,2.29,1.27,,
ID-079,Shoshone County,Idaho,11.33,129,7.66,3.67,,
ID-081,Teton County,Idaho,5.87,129,4.28,1.59,,
ID-083,Twin Falls County,Idaho,2.63,123,1.71,0.92,,
ID-085,Valley County,Idaho,5.1,122,2.61,2.49,,
ID-087,Washington County,Idaho,2.42,113,1.08,1.34,,
IL-001,Adams County,Illinois,1.7,37,-1.09,2.79,,
IL-003,Alexander County,Illinois,0.75,10,-2.32,3.07,,
IL-005,Bond County,Illinois,3.3,78,0.34,2.96,,
IL-007,Boone County,Illinois,2.67,73,0.04,2.63,,
IL-009,Brown County,Illinois,1.26,19,-1.54,2.8,,
IL-011,Bureau County,Illinois,2.54,71,-0.11,2.65,,
IL-013,Calhoun County,Illinois,1.07,13,-1.95,3.02,,
IL-015,Carroll County,Illinois,2.11,55,-0.45,2.56,,
IL-017,Cass County,Illinois,1.25,21,-1.51,2.76,,
IL-019,Champaign County,Illinois,1.99,38,-0.78,2.77,,
IL-021,Christian County,Illinois,2.26,57,-0.52,2.78,,
IL-023,Clark County,Illinois,2.91,74,0.03,2.88,,
IL-025,Clay County,Illinois,2.21,53,-0.75,2.96,,
IL-027,Clinton County,Illinois,2.5,55,-0.49,2.99,,
IL-029,Coles County,Illinois,3.34,86,0.55,2.79,,
IL-031,Cook County,Illinois,3.8,101,1.1,2.7,,
IL-033,Crawford County,Illinois,3.14,77,0.14,3,,
IL-035,Cumberland County,Illinois,3.17,79,0.32,2.85,,
IL-037,DeKalb County,Illinois,2.65,71,-0.08,2.73,,
IL-039,De Witt County,Illinois,1.82,38,-1.01,2.83,,
IL-041,Douglas County,Illinois,3.35,88,0.55,2.8,,
IL-043,DuPage County,Illinois,3.5,97,0.84,2.66,,
IL-045,Edgar County,Illinois,3.14,79,0.32,2.82,,
IL-047,Edwards County,Illinois,1.77,36,-1.2,2.97,,
IL-049,Effingham County,Illinois,4.01,95,1.06,2.95,,
IL-051,Fayette County,Illinois,3.66,88,0.72,2.94,,
IL-053,Ford County,Illinois,1.96,47,-0.74,2.7,,
IL-055,Franklin County,Illinois,1.34,26,-1.6,2.94,,
IL-057,Fulton County,Illinois,2.74,82,0.14,2.6,,
IL-059,Gallatin County,Illinois,1.47,21,-1.53,3,,
IL-061,Greene County,Illinois,1.27,17,-1.72,2.99,,
IL-063,Grundy County,Illinois,3.64,102,1.04,2.6,,
IL-065,Hamilton County,Illinois,1.45,24,-1.5,2.95,,
IL-067,Hancock County,Illinois,2.86,79,0.21,2.65,,
IL-069,Hardin County,Illinois,1.5,25,-1.53,3.03,,
IL-071,Henderson County,Illinois,2.47,70,-0.19,2.66,,
IL-073,Henry County,Illinois,2.28,62,-0.28,2.56,,
IL-075,Iroquois County,Illinois,2.13,53,-0.56,2.69,,
IL-077,Jackson County,Illinois,1.2,22,-1.87,3.07,,
IL-079,Jasper County,Illinois,3.21,74,0.27,2.94,,
IL-081,Jefferson County,Illinois,2.34,54,-0.65,2.99,,
IL-083,Jersey County,Illinois,1.66,31,-1.36,3.02,,
IL-085,Jo Daviess County,Illinois,2.98,78,0.43,2.55,,
IL-087,Johnson County,Illinois,0.96,13,-2.2,3.16,,
IL-089,Kane County,Illinois,3.19,87,0.53,2.66,,
IL-091,Kankakee County,Illinois,3.48,94,0.8,2.68,,
IL-093,Kendall County,Illinois,3.4,97,0.81,2.59,,
IL-095,Knox County,Illinois,2.21,56,-0.41,2.62,,
IL-097,Lake County,Illinois,3.66,95,1.05,2.61,,
IL-099,LaSalle County,Illinois,2.64,73,0.08,2.56,,
IL-101,Lawrence County,Illinois,2.3,54,-0.79,3.09,,
IL-103,Lee County,Illinois,2.43,63,-0.31,2.74,,
IL-105,Livingston County,Illinois,2.65,66,0.06,2.59,,
IL-107,Logan County,Illinois,1.85,40,-0.87,2.72,,
IL-109,McDonough County,Illinois,2.5,71,-0.13,2.63,,
IL-111,McHenry County,Illinois,3.03,82,0.39,2.64,,
IL-113,McLean County,Illinois,2.22,58,-0.56,2.78,,
IL-115,Macon County,Illinois,2.6,65,-0.27,2.87,,
IL-117,Macoupin County,Illinois,2.24,52,-0.64,2.88,,
IL-119,Madison County,Illinois,3.24,77,0.3,2.94,,
IL-121,Marion County,Illinois,2.04,41,-0.93,2.97,,
IL-123,Marshall County,Illinois,3.51,97,0.95,2.56,,
IL-125,Mason County,Illinois,2.06,54,-0.54,2.6,,
IL-127,Massac County,Illinois,0.64,6,-2.46,3.1,,
IL-129,Menard County,Illinois,1.53,34,-1.14,2.67,,
IL-131,Mercer County,Illinois,2.08,58,-0.51,2.59,,
IL-133,Monroe County,Illinois,2.92,78,-0.03,2.95,,
IL-135,Montgomery County,Illinois,2.79,73,-0.05,2.84,,
IL-137,Morgan County,Illinois,0.92,9,-1.99,2.91,,
IL-139,Moultrie County,Illinois,3.24,84,0.41,2.83,,
IL-141,Ogle County,Illinois,2.46,63,-0.2,2.66,,
IL-143,Peoria County,Illinois,3.36,97,0.8,2.56,,
IL-145,Perry County,Illinois,1.34,24,-1.69,3.03,,
IL-147,Piatt County,Illinois,2.44,58,-0.38,2.82,,
IL-149,Pike County,Illinois,0.7,6,-2.29,2.99,,
IL-151,Pope County,Illinois,1.1,12,-2.02,3.12,,
IL-153,Pulaski County,Illinois,0.74,9,-2.31,3.05,,
IL-155,Putnam County,Illinois,3.02,87,0.5,2.52,,
IL-157,Randolph County,Illinois,1.52,29,-1.48,3,,
IL-159,Richland County,Illinois,2.27,52,-0.69,2.96,,
IL-161,Rock Island County,Illinois,2.49,74,-0.06,2.55,,
IL-163,St. Clair County,Illinois,2.38,57,-0.54,2.92,,
IL-165,Saline County,Illinois,1.53,28,-1.46,2.99,,
IL-167,Sangamon County,Illinois,1.76,41,-0.95,2.71,,
IL-169,Schuyler County,Illinois,2.06,46,-0.62,2.68,,
IL-171,Scott County,Illinois,0.73,7,-2.24,2.97,,
IL-173,Shelby County,Illinois,3.25,83,0.42,2.83,,
IL-175,Stark County,Illinois,2.65,77,0.02,2.63,,
IL-177,Stephenson County,Illinois,2.69,74,0.14,2.55,,
IL-179,Tazewell County,Illinois,3.11,82,0.45,2.66,,
IL-181,Union County,Illinois,1.01,15,-2.08,3.09,,
IL-183,Vermilion County,Illinois,2.01,42,-0.77,2.78,,
IL-185,Wabash County,Illinois,1.57,28,-1.45,3.02,,
IL-187,Warren County,Illinois,2.03,49,-0.62,2.65,,
IL-189,Washington County,Illinois,1.9,39,-1.18,3.08,,
IL-191,Wayne County,Illinois,1.9,38,-1.06,2.96,,
IL-193,White County,Illinois,0.87,10,-2.12,2.99,,
IL-195,Whiteside County,Illinois,2.3,57,-0.32,2.62,,
IL-197,Will County,Illinois,3.75,98,1,2.75,,
IL-199,Williamson County,Illinois,1.3,23,-1.73,3.03,,
IL-201,Winnebago County,Illinois,2.88,77,0.32,2.56,,
IL-203,Woodford County,Illinois,3.26,88,0.61,2.65,,
IN-001,Adams County,Indiana,2.9,85,0.35,2.55,,
IN-003,Allen County,Indiana,3.17,89,0.51,2.66,,
IN-005,Bartholomew County,Indiana,3.57,86,0.72,2.85,,
IN-007,Benton County,Indiana,1.76,36,-1.07,2.83,,
IN-009,Blackford County,Indiana,2.69,69,0.1,2.59,,
IN-011,Boone County,Indiana,2.79,66,-0.04,2.83,,
IN-013,Brown County,Indiana,3.79,88,0.88,2.91,,
IN-015,Carroll County,Indiana,1.8,39,-1.06,2.86,,
IN-017,Cass County,Indiana,2.32,51,-0.56,2.88,,
IN-019,Clark County,Indiana,1.12,17,-1.67,2.79,,
IN-021,Clay County,Indiana,3.55,86,0.71,2.84,,
IN-023,Clinton County,Indiana,2.32,52,-0.52,2.84,,
IN-025,Crawford County,Indiana,0.74,11,-2.22,2.96,,
IN-027,Daviess County,Indiana,1.66,30,-1.33,2.99,,
IN-029,Dearborn County,Indiana,2.22,57,-0.5,2.72,,
IN-031,Decatur County,Indiana,2.59,61,-0.32,2.91,,
IN-033,DeKalb County,Indiana,2.89,76,0.21,2.68,,
IN-035,Delaware County,Indiana,3.12,86,0.51,2.61,,
IN-037,Dubois County,Indiana,0.67,9,-2.29,2.96,,
IN-039,Elkhart County,Indiana,4.27,102,1.39,2.88,,
IN-041,Fayette County,Indiana,2.6,62,-0.29,2.89,,
IN-043,Floyd County,Indiana,0.89,14,-1.84,2.73,,
IN-045,Fountain County,Indiana,2.21,49,-0.57,2.78,,
IN-047,Franklin County,Indiana,2.22,51,-0.62,2.84,,
IN-049,Fulton County,Indiana,2.82,70,-0.08,2.9,,
IN-051,Gibson County,Indiana,0.75,10,-2.2,2.95,,
IN-053,Grant County,Indiana,2.72,67,0.08,2.64,,
IN-055,Greene County,Indiana,4.26,98,1.27,2.99,,
IN-057,Hamilton County,Indiana,2.94,75,0.24,2.7,,
IN-059,Hancock County,Indiana,2.66,64,-0.05,2.71,,
IN-061,Harrison County,Indiana,0.95,16,-1.87,2.82,,
IN-063,Hendricks County,Indiana,3.28,80,0.44,2.84,,
IN-065,Henry County,Indiana,3.1,81,0.31,2.79,,
IN-067,Howard County,Indiana,2.43,55,-0.37,2.8,,
IN-069,Huntington County,Indiana,2.78,70,-0.01,2.79,,
IN-071,Jackson County,Indiana,3.31,85,0.47,2.84,,
IN-073,Jasper County,Indiana,2.68,68,-0.19,2.87,,
IN-075,Jay County,Indiana,3,87,0.43,2.57,,
IN-077,Jefferson County,Indiana,2.3,56,-0.52,2.82,,
IN-079,Jennings County,Indiana,3.43,83,0.6,2.83,,
IN-081,Johnson County,Indiana,2.91,71,0.08,2.83,,
IN-083,Knox County,Indiana,1.82,37,-1.25,3.07,,
IN-085,Kosciusko County,Indiana,3.08,75,0.21,2.87,,
IN-087,LaGrange County,Indiana,3.84,97,0.99,2.85,,
IN-089,Lake County,Indiana,4.47,114,1.62,2.85,,
IN-091,LaPorte County,Indiana,4,92,0.93,3.07,,
IN-093,Lawrence County,Indiana,2.54,64,-0.4,2.94,,
IN-095,Madison County,Indiana,2.68,71,0.04,2.64,,
IN-097,Marion County,Indiana,3.02,77,0.25,2.77,,
IN-099,Marshall County,Indiana,3.49,83,0.53,2.96,,
IN-101,Martin County,Indiana,1.94,44,-1.05,2.99,,
IN-103,Miami County,Indiana,2.55,56,-0.29,2.84,,
IN-105,Monroe County,Indiana,3.35,79,0.41,2.94,,
IN-107,Montgomery County,Indiana,2.51,62,-0.21,2.72,,
IN-109,Morgan County,Indiana,3.08,76,0.24,2.84,,
IN-111,Newton County,Indiana,2.69,67,-0.16,2.85,,
IN-113,Noble County,Indiana,3.31,88,0.48,2.83,,
IN-115,Ohio County,Indiana,2.18,57,-0.47,2.65,,
IN-117,Orange County,Indiana,1.13,14,-1.87,3,,
IN-119,Owen County,Indiana,3.92,94,1,2.92,,
IN-121,Parke County,Indiana,3.08,81,0.29,2.79,,
IN-123,Perry County,Indiana,0.87,13,-1.99,2.86,,
IN-125,Pike County,Indiana,0.94,12,-2.02,2.96,,
IN-127,Porter County,Indiana,4.5,108,1.52,2.98,,
IN-129,Posey County,Indiana,0.77,10,-2.22,2.99,,
IN-131,Pulaski County,Indiana,2.73,67,-0.19,2.92,,
IN-133,Putnam County,Indiana,3.53,87,0.67,2.86,,
IN-135,Randolph County,Indiana,3.2,88,0.52,2.68,,
IN-137,Ripley County,Indiana,2.66,67,-0.19,2.85,,
IN-139,Rush County,Indiana,2.51,58,-0.34,2.85,,
IN-141,St. Joseph County,Indiana,4.25,97,1.19,3.06,,
IN-143,Scott County,Indiana,2.16,46,-0.68,2.84,,
IN-145,Shelby County,Indiana,2.48,59,-0.32,2.8,,
IN-147,Spencer County,Indiana,0.73,8,-2.16,2.89,,
IN-149,Starke County,Indiana,3.5,82,0.51,2.99,,
IN-151,Steuben County,Indiana,3.3,85,0.56,2.74,,
IN-153,Sullivan County,Indiana,3.66,89,0.67,2.99,,
IN-155,Switzerland County,Indiana,1.95,49,-0.74,2.69,,
IN-157,Tippecanoe County,Indiana,1.61,28,-1.2,2.81,,
IN-159,Tipton County,Indiana,2.73,66,-0.01,2.74,,
IN-161,Union County,Indiana,2.52,60,-0.33,2.85,,
IN-163,Vanderburgh County,Indiana,0.48,6,-2.46,2.94,,
IN-165,Vermillion County,Indiana,2.81,70,0.02,2.79,,
IN-167,Vigo County,Indiana,2.95,75,0.13,2.82,,
IN-169,Wabash County,Indiana,2.37,51,-0.48,2.85,,
IN-171,Warren County,Indiana,1.53,28,-1.28,2.81,,
IN-173,Warrick County,Indiana,0.45,6,-2.45,2.9,,
IN-175,Washington County,Indiana,1.45,23,-1.48,2.93,,
IN-177,Wayne County,Indiana,2.42,55,-0.47,2.89,,
IN-179,Wells County,Indiana,2.99,84,0.33,2.66,,
IN-181,White County,Indiana,1.84,40,-1.01,2.85,,
IN-183,Whitley County,Indiana,2.83,69,0,2.83,,
IA-001,Adair County,Iowa,1.23,32,-1.19,2.42,,
IA-003,Adams County,Iowa,1.32,34,-1.17,2.49,,
IA-005,Allamakee County,Iowa,2.65,77,0.38,2.27,,
IA-007,Appanoose County,Iowa,2.15,59,-0.52,2.67,,
IA-009,Audubon County,Iowa,1.94,62,-0.23,2.17,,
IA-011,Benton County,Iowa,1.61,44,-0.73,2.34,,
IA-013,Black Hawk County,Iowa,2.22,64,-0.24,2.46,,
IA-015,Boone County,Iowa,0.9,22,-1.38,2.28,,
IA-017,Bremer County,Iowa,2.43,69,0.02,2.41,,
IA-019,Buchanan County,Iowa,1.88,49,-0.54,2.42,,
IA-021,Buena Vista County,Iowa,2.13,80,0.19,1.94,,
IA-023,Butler County,Iowa,2.21,67,-0.15,2.36,,
IA-025,Calhoun County,Iowa,2.04,68,-0.05,2.09,,
IA-027,Carroll County,Iowa,2.36,79,0.24,2.12,,
IA-029,Cass County,Iowa,1.61,49,-0.69,2.3,,
IA-031,Cedar County,Iowa,2.44,68,-0.12,2.56,,
IA-033,Cerro Gordo County,Iowa,2.25,75,0.06,2.19,,
IA-035,Cherokee County,Iowa,2.75,98,0.88,1.87,,
IA-037,Chickasaw County,Iowa,2.71,88,0.38,2.33,,
IA-039,Clarke County,Iowa,1.08,29,-1.44,2.52,,
IA-041,Clay County,Iowa,3.41,111,1.56,1.85,,
IA-043,Clayton County,Iowa,2.14,57,-0.2,2.34,,
IA-045,Clinton County,Iowa,2.74,79,0.18,2.56,,
IA-047,Crawford County,Iowa,2.22,72,0.18,2.04,,
IA-049,Dallas County,Iowa,0.97,23,-1.31,2.28,,
IA-051,Davis County,Iowa,1.6,38,-1.13,2.73,,
IA-053,Decatur County,Iowa,1.42,38,-1.2,2.62,,
IA-055,Delaware County,Iowa,1.98,52,-0.41,2.39,,
IA-057,Des Moines County,Iowa,2.42,66,-0.24,2.66,,
IA-059,Dickinson County,Iowa,3.54,110,1.76,1.78,,
IA-061,Dubuque County,Iowa,2.28,61,-0.15,2.43,,
IA-063,Emmet County,Iowa,3.18,109,1.35,1.83,,
IA-065,Fayette County,Iowa,2.41,71,0.02,2.39,,
IA-067,Floyd County,Iowa,2.6,82,0.33,2.27,,
IA-069,Franklin County,Iowa,2.15,69,-0.15,2.3,,
IA-071,Fremont County,Iowa,1.58,48,-0.8,2.38,,
IA-073,Greene County,Iowa,1.55,44,-0.65,2.2,,
IA-075,Grundy County,Iowa,1.78,46,-0.64,2.42,,
IA-077,Guthrie County,Iowa,1.31,35,-0.94,2.25,,
IA-079,Hamilton County,Iowa,1.16,29,-1.06,2.22,,
IA-081,Hancock County,Iowa,2.88,92,0.76,2.12,,
IA-083,Hardin County,Iowa,1.65,45,-0.67,2.32,,
IA-085,Harrison County,Iowa,1.6,52,-0.44,2.04,,
IA-087,Henry County,Iowa,1.72,46,-0.89,2.61,,
IA-089,Howard County,Iowa,2.84,92,0.56,2.28,,
IA-091,Humboldt County,Iowa,1.58,51,-0.5,2.08,,
IA-093,Ida County,Iowa,2.42,86,0.42,2,,
IA-095,Iowa County,Iowa,2.02,53,-0.44,2.46,,
IA-097,Jackson County,Iowa,2.86,80,0.36,2.5,,
IA-099,Jasper County,Iowa,1.27,32,-1.13,2.4,,
IA-101,Jefferson County,Iowa,1.96,55,-0.6,2.56,,
IA-103,Johnson County,Iowa,2.23,64,-0.24,2.47,,
IA-105,Jones County,Iowa,2.25,62,-0.2,2.45,,
IA-107,Keokuk County,Iowa,1.54,36,-1.01,2.55,,
IA-109,Kossuth County,Iowa,3.22,103,1.24,1.98,,
IA-111,Lee County,Iowa,2.76,77,0.07,2.69,,
IA-113,Linn County,Iowa,1.98,56,-0.39,2.37,,
IA-115,Louisa County,Iowa,2.03,55,-0.54,2.57,,
IA-117,Lucas County,Iowa,1.3,35,-1.21,2.51,,
IA-119,Lyon County,Iowa,2.01,83,0.27,1.74,,
IA-121,Madison County,Iowa,1.15,31,-1.27,2.42,,
IA-123,Mahaska County,Iowa,1.73,47,-0.77,2.5,,
IA-125,Marion County,Iowa,1.67,45,-0.76,2.43,,
IA-127,Marshall County,Iowa,1.29,33,-1.08,2.37,,
IA-129,Mills County,Iowa,1.66,52,-0.6,2.26,,
IA-131,Mitchell County,Iowa,3.12,94,0.89,2.23,,
IA-133,Monona County,Iowa,1.22,44,-0.76,1.98,,
IA-135,Monroe County,Iowa,1.54,38,-0.99,2.53,,
IA-137,Montgomery County,Iowa,1.89,56,-0.46,2.35,,
IA-139,Muscatine County,Iowa,2.38,71,-0.2,2.58,,
IA-141,O&#039;Brien County,Iowa,2.69,96,0.88,1.81,,
IA-143,Osceola County,Iowa,2.69,97,0.91,1.78,,
IA-145,Page County,Iowa,1.82,49,-0.68,2.5,,
IA-147,Palo Alto County,Iowa,3.05,99,1.13,1.92,,
IA-149,Plymouth County,Iowa,2,83,0.22,1.78,,
IA-151,Pocahontas County,Iowa,2.35,84,0.3,2.05,,
IA-153,Polk County,Iowa,0.89,23,-1.44,2.33,,
IA-155,Pottawattamie County,Iowa,1.97,62,-0.22,2.19,,
IA-157,Poweshiek County,Iowa,1.67,43,-0.8,2.47,,
IA-159,Ringgold County,Iowa,1.66,45,-0.99,2.65,,
IA-161,Sac County,Iowa,2.27,82,0.25,2.02,,
IA-163,Scott County,Iowa,2.75,80,0.2,2.55,,
IA-165,Shelby County,Iowa,2.11,70,-0.01,2.12,,
IA-167,Sioux County,Iowa,1.86,79,0.12,1.74,,
IA-169,Story County,Iowa,0.88,20,-1.44,2.32,,
IA-171,Tama County,Iowa,1.39,34,-1.07,2.46,,
IA-173,Taylor County,Iowa,1.84,48,-0.8,2.64,,
IA-175,Union County,Iowa,1.24,32,-1.32,2.56,,
IA-177,Van Buren County,Iowa,1.66,44,-1.05,2.71,,
IA-179,Wapello County,Iowa,1.43,33,-1.13,2.56,,
IA-181,Warren County,Iowa,0.99,26,-1.4,2.39,,
IA-183,Washington County,Iowa,1.91,52,-0.63,2.54,,
IA-185,Wayne County,Iowa,1.74,49,-0.93,2.67,,
IA-187,Webster County,Iowa,1.5,44,-0.65,2.15,,
IA-189,Winnebago County,Iowa,3.93,114,1.81,2.12,,
IA-191,Winneshiek County,Iowa,2.77,84,0.47,2.3,,
IA-193,Woodbury County,Iowa,1.7,62,-0.18,1.88,,
IA-195,Worth County,Iowa,3.31,101,1.13,2.18,,
IA-197,Wright County,Iowa,1.58,45,-0.61,2.19,,
KS-001,Allen County,Kansas,4.91,104,1.64,3.27,,
KS-003,Anderson County,Kansas,4.28,91,1.03,3.25,,
KS-005,Atchison County,Kansas,1.98,55,-0.61,2.59,,
KS-007,Barber County,Kansas,1.85,71,-0.3,2.15,,
KS-009,Barton County,Kansas,0.42,17,-1.32,1.74,,
KS-011,Bourbon County,Kansas,4.72,101,1.3,3.42,,
