"","county_fips","rep_votes","all_votes","state","pc_rep","unemploy_rate","median_income","pc_uninsured","pop_over_18","turnout","med_inc_000s","rain_oct_16","rain_historical","rain_election"
"1",1001,18172,24973,"AL",72.7665879149481,5.6,53099,8.9,41196,60.6199631032139,53.099,0.13,2.57,0
"2",1003,72883,95215,"AL",76.5457123352413,6.3,51365,11.8,155240,61.3340633857253,51.365,0.02,3.35,0
"3",1005,5454,10469,"AL",52.0966663482663,12.8,33956,13,20879,50.1412902916806,33.956,0.08,2.52,0
"4",1007,6738,8819,"AL",76.4032203197641,7.1,39776,9,17816,49.5004490345757,39.776,0.1,2.8,0
"5",1009,22859,25588,"AL",89.3348444583398,6,46212,11.2,44103,58.0187288846564,46.212,0.09,3.03,0
"6",1011,1140,4710,"AL",24.203821656051,13.3,29335,16.7,8278,56.8978014013047,29.335,0.28,2.61,0
"7",1013,4901,8732,"AL",56.1268896014659,9.8,34315,11.8,15547,56.1651765613945,34.315,0.01,2.54,1
"8",1015,32865,47864,"AL",68.6632960053485,11.7,41954,10.9,90242,53.039604618692,41.954,0.01,2.81,1
"9",1017,7843,13900,"AL",56.4244604316547,7.5,36027,11.8,26735,51.9917710865906,36.027,0.2,2.62,0
"10",1019,8953,10733,"AL",83.4156340259014,5.9,38925,9.5,20571,52.1753925429002,38.925,0.13,3.02,0
"11",1021,15081,18369,"AL",82.1002776416789,7.9,42594,15.8,33227,55.2833538989376,42.594,0.08,2.67,0
"12",1023,4106,7292,"AL",56.3082830499177,13.6,32622,11.5,10527,69.2694974826636,32.622,0.01,2.71,0
"13",1025,7140,13031,"AL",54.7924180799632,17.1,32735,13.3,19229,67.7674346039836,32.735,0,2.66,0
"14",1027,5245,6624,"AL",79.1817632850241,6.6,38815,12.9,10569,62.6738575078058,38.815,0.02,2.86,0
"15",1029,5764,6593,"AL",87.4260579402396,7.2,36316,13.8,11473,57.4653534385078,36.316,0.02,2.87,1
"16",1031,15875,20767,"AL",76.4433957721385,6.2,47872,10.7,38869,53.4281818415704,47.872,0.01,2.64,0
"17",1033,16746,24915,"AL",67.212522576761,7.5,43786,9.1,42642,58.4283101167863,43.786,0.31,3.03,0
"18",1035,3420,6585,"AL",51.9362186788155,20.4,27609,19.1,9877,66.6700415105801,27.609,0,2.7,0
"19",1037,3381,5252,"AL",64.3754760091394,12.6,31910,12.6,8872,59.1974752028855,31.91,0.03,2.71,0
"20",1039,13267,15940,"AL",83.2308657465496,10.7,37313,12.4,29411,54.1974091326375,37.313,0,2.82,1
"21",1041,4513,6267,"AL",72.0121270145205,7.4,37557,11.3,10718,58.4717298003359,37.557,0.03,2.54,0
"22",1043,32989,37873,"AL",87.1042695323845,6.1,39297,14.5,63037,60.0805875914146,39.297,0.25,3.16,0
"23",1045,13808,18749,"AL",73.6465944850392,10.4,44093,13.1,37879,49.4970828163362,44.093,0.02,2.58,1
"24",1047,5789,18792,"AL",30.8056619838229,14.9,28136,12.5,30992,60.6350025813113,28.136,0.18,2.62,0
"25",1049,21405,25826,"AL",82.8815921939131,6.3,38248,16,53387,48.3750725832131,38.248,0.31,3.18,1
"26",1051,27634,37260,"AL",74.1653247450349,7.5,53398,8.8,62404,59.7077110441638,53.398,0.18,2.54,0
"27",1053,9935,14845,"AL",66.9248905355338,15.2,32334,17.6,29444,50.4177421545986,32.334,0,2.96,0
"28",1055,32353,44164,"AL",73.2564985055701,8.5,40478,12.1,80606,54.7899660074932,40.478,0.02,2.97,0
"29",1057,6712,8249,"AL",81.3674384773912,8.8,36205,8.4,13176,62.6062537947784,36.205,0.1,3.04,0
"30",1059,9466,12040,"AL",78.6212624584718,9.7,36138,14.1,23898,50.3807850029291,36.138,0.26,3.02,1
"31",1061,9994,11758,"AL",84.997448545671,10.3,36519,14.7,20832,56.4420122887865,36.519,0.02,2.75,1
"32",1063,838,4880,"AL",17.172131147541,18.2,21339,14,6597,73.9730180385023,21.339,0.01,2.73,0
"33",1065,3173,8040,"AL",39.4651741293532,12.1,33351,11.1,11594,69.3462135587373,33.351,0.01,2.77,0
"34",1067,5632,8072,"AL",69.7720515361744,7.5,41045,11.5,13555,59.5499815566212,41.045,0.03,2.43,0
"35",1069,30728,42639,"AL",72.0654799596613,8.1,41945,12.1,79179,53.8513999924222,41.945,0.12,2.56,1
"36",1071,16672,20984,"AL",79.451010293557,8.6,38422,11.9,41173,50.965438515532,38.422,0.19,3.28,0
"37",1073,134768,304191,"AL",44.3037433717631,8.2,47220,10.9,506618,60.0434647012147,47.22,0.03,3,0
"38",1075,5823,6966,"AL",83.5917312661499,9.5,34298,12.7,11016,63.2352941176471,34.298,0.14,2.91,0
"39",1077,27899,39525,"AL",70.5857052498419,7.6,43657,11,73637,53.6754620639081,43.657,0.6,3.15,0
"40",1079,10833,14829,"AL",73.0528019421404,8.3,42339,11,26121,56.7704146089353,42.339,0.46,3.1,0
"41",1081,34617,59191,"AL",58.4835532428917,6.1,45056,9.5,120408,49.1586937745,45.056,0.53,2.58,0
"42",1083,29067,40294,"AL",72.1372909117983,7.9,51115,12.5,69153,58.2678987173369,51.115,0.48,3.14,0
"43",1085,1751,6684,"AL",26.1968880909635,12.3,27914,12.7,8112,82.396449704142,27.914,0.07,2.52,0
"44",1087,1431,9140,"AL",15.6564551422319,15,32390,10.8,16142,56.6224755296741,32.39,0.48,2.52,0
"45",1089,89520,163389,"AL",54.7894901125535,7.3,60150,10.3,271279,60.2291367927484,60.15,0.49,3.12,0
"46",1091,5233,10994,"AL",47.5986901946516,14.1,30713,12.2,15434,71.2323441751976,30.713,0.02,2.63,0
"47",1093,11274,12984,"AL",86.8299445471349,7.6,34074,9.6,23855,54.4288409138545,34.074,0.18,2.96,0
"48",1095,29233,35316,"AL",82.7755125155737,7.2,39831,15.4,71173,49.6199401458418,39.831,0.18,3.05,1
"49",1097,95116,172737,"AL",55.0640569188998,8.7,44263,13.2,314896,54.8552537980794,44.263,0.02,3.17,1
"50",1099,5795,10271,"AL",56.4209911401032,21.8,28182,16.4,16829,61.0315526769267,28.182,0,2.63,0
"51",1101,34003,95878,"AL",35.4648615949436,8.4,45358,12.1,174528,54.9355977264393,45.358,0.27,2.47,1
"52",1103,37486,50644,"AL",74.018639917858,8.9,46883,12.6,91850,55.1377245508982,46.883,0.52,3.07,1
"53",1105,1407,5278,"AL",26.657824933687,11.7,24912,15.4,7636,69.1199580932425,24.912,0.18,2.63,0
"54",1107,5456,9542,"AL",57.1787885139384,12.3,31679,11.1,15847,60.2132895816243,31.679,0.09,2.88,0
"55",1109,7693,13168,"AL",58.4219319562576,9.7,33193,10.6,26608,49.4888755261575,33.193,0.07,2.59,1
"56",1111,7705,10187,"AL",75.6356140178659,8,37496,11.9,17602,57.8741052153164,37.496,0.06,2.82,0
"57",1113,9210,19256,"AL",47.8292480265891,9.4,38400,15.2,43917,43.846346517294,38.4,0.56,2.41,1
"58",1115,31651,38400,"AL",82.4244791666667,6.4,54042,9,66635,57.627373002176,54.042,0.01,2.97,0
"59",1117,73020,101254,"AL",72.1156695044146,4.6,72310,8.2,155659,65.0485998239742,72.31,0.06,2.91,0
"60",1119,1581,6411,"AL",24.6607393542349,15.3,20428,18.2,10641,60.2480969833662,20.428,0.03,2.7,0
"61",1121,20614,33407,"AL",61.7056305564702,12,37923,11.1,63048,52.9866133739373,37.923,0.01,2.76,0
"62",1123,13594,19486,"AL",69.7629067022478,9.8,39395,10.7,32161,60.5889120363173,39.395,0.11,2.69,0
"63",1125,47723,82700,"AL",57.7061668681983,7,48022,9.7,159932,51.7094765275242,48.022,0.04,2.96,1
"64",1127,24266,29472,"AL",82.335776330076,11,37025,12.6,51028,57.7565258289567,37.025,0.14,3.13,0
"65",1129,6042,8533,"AL",70.8074534161491,16.1,40293,13.7,12942,65.9326224694792,40.293,0.01,2.81,0
"66",1131,1737,6118,"AL",28.3916312520432,20.4,24442,15.2,8521,71.7990846144819,24.442,0.03,2.61,0
"67",1133,9228,10313,"AL",89.4792979734316,8.7,33896,12.9,18973,54.3561903757972,33.896,0.27,3.17,1
"68",4001,8240,27661,"AZ",29.7892339394816,15.8,32460,23.6,51155,54.0729156485192,32.46,0.45,1.15,1
"69",4003,28092,50015,"AZ",56.1671498550435,8.6,45383,10.1,99603,50.2143509733643,45.383,0.16,0.94,1
"70",4005,21108,59784,"AZ",35.3071055800883,8.2,51106,16.4,107969,55.3714492122739,51.106,0.45,0.99,0
"71",4007,14182,22312,"AZ",63.5622086769451,12.1,40593,14,42351,52.683525772709,40.593,0.69,1.47,1
"72",4009,8025,12134,"AZ",66.1364760178012,14.4,47422,11.3,27083,44.8030129601595,47.422,0.48,1.11,0
"73",4011,1892,3270,"AZ",57.8593272171254,8.9,51813,11.5,6610,49.4704992435704,51.813,0.46,1.37,1
"74",4012,4003,5951,"AZ",67.2660057133255,10.6,36321,12.2,16792,35.4394949976179,36.321,0.16,0.38,1
"75",4013,747361,1567834,"AZ",47.668375606091,6.8,55676,13.7,3064628,51.1590313734652,55.676,0.18,0.61,0
"76",4015,58282,79943,"AZ",72.9044444166469,11.7,39856,14,165580,48.2805894431695,39.856,0.45,0.72,0
"77",4017,20577,40294,"AZ",51.0671564004566,18.5,36868,16.8,78002,51.6576498038512,36.868,0.44,1.06,1
"78",4019,167428,421640,"AZ",39.7087562849824,9.2,46764,12.3,784048,53.7773197559333,46.764,0.18,0.76,1
"79",4021,72819,129546,"AZ",56.2109212171738,9.4,51190,11.6,301213,43.0081038998981,51.19,0.25,0.78,0
"80",4023,3897,16433,"AZ",23.7144769670784,9.7,38941,15.5,33301,49.3468664604667,38.941,0.26,1,0
"81",4025,71330,114450,"AZ",62.3241590214067,8.5,46638,12.8,180558,63.3868341474762,46.638,0.38,1.04,0
"82",4027,25165,53010,"AZ",47.4721750613092,12.5,41467,18,150066,35.3244572388149,41.467,0.03,0.36,0
"83",5001,3826,6212,"AR",61.5904700579524,9.1,37330,9.5,14277,43.5105414302725,37.33,1.01,3.27,0
"84",5003,5338,8083,"AR",66.0398366942967,10,36352,12.2,16064,50.3174800796813,36.352,0.35,3.18,1
"85",5005,14682,19766,"AR",74.2790650612162,6.2,38115,9.2,33742,58.5798115108767,38.115,3.31,3.22,0
"86",5007,60871,96824,"AR",62.8676774353466,3.4,59016,11.5,178726,54.1745465125387,59.016,4.11,3.62,1
"87",5009,12235,16111,"AR",75.9419030476072,8.4,38664,11.4,29026,55.5054089437056,38.664,4.29,3.29,0
"88",5011,2164,3653,"AR",59.2389816589105,11,34665,14.3,8489,43.0321592649311,34.665,0.97,3.28,1
"89",5013,1556,2269,"AR",68.5764654032613,6.8,35446,12.2,4190,54.1527446300716,35.446,1.02,3.33,1
"90",5015,6786,10758,"AR",63.0786391522588,6,38145,16.6,21558,49.9025883662677,38.145,3.94,3.41,0
"91",5017,1716,4176,"AR",41.0919540229885,10.8,29628,12.8,8622,48.4342379958246,29.628,0.38,3.06,0
"92",5019,4404,8526,"AR",51.6537649542576,7.9,35595,11.1,18259,46.6947806561148,35.595,1.18,3.64,1
"93",5021,3781,5200,"AR",72.7115384615385,7,32404,11.8,11994,43.3550108387527,32.404,1.28,3.19,1
"94",5023,9458,12085,"AR",78.2623086470832,8.5,41717,13.8,20544,58.82496105919,41.717,3.06,3.59,1
"95",5025,2462,3354,"AR",73.4048896839595,8.9,42429,9.5,6481,51.751272951705,42.429,1.57,3.39,1
"96",5027,5456,8887,"AR",61.3930460222797,9.3,36507,11.6,18989,46.8007793985992,36.507,1.91,3.29,0
"97",5029,4849,7927,"AR",61.1706824776082,7.2,38266,10.9,16198,48.9381405111742,38.266,1.46,3.58,0
"98",5031,22892,35573,"AR",64.3521772130548,6.3,43892,13.6,77320,46.0075012933264,43.892,1.58,3.29,0
"99",5033,16686,22450,"AR",74.3251670378619,7.1,41792,12.8,46377,48.4076158440606,41.792,1.05,3.95,0
"100",5035,6964,15952,"AR",43.6559679037111,9.1,39407,11.5,35621,44.7825720782684,39.407,1.52,3.18,0
"101",5037,4584,6874,"AR",66.6860634274076,7.5,39306,10.4,13066,52.6098270319914,39.306,1.35,3.33,0
"102",5039,1509,2771,"AR",54.4568747744497,7.1,35745,11.5,5928,46.7442645074224,35.745,1.22,3.47,1
"103",5041,1919,4257,"AR",45.0786939159032,12.8,26519,11.5,9095,46.8059373282023,26.519,1.4,3.03,1
"104",5043,3968,6595,"AR",60.1667930250189,12.9,33092,12.7,14501,45.4796220950279,33.092,1.48,3.23,1
"105",5045,29346,47527,"AR",61.7459549308814,5.8,50872,11.7,91842,51.7486552993184,50.872,1.91,3.54,0
"106",5047,5039,6770,"AR",74.4313146233383,8.8,39482,9.8,13571,49.8857858669221,39.482,0.85,3.93,0
"107",5049,3471,4772,"AR",72.7367979882649,7.3,35593,11.4,9724,49.0744549568079,35.593,2.76,3.23,0
"108",5051,26087,40805,"AR",63.9308908222032,9.1,40011,14.7,76917,53.0506910045894,40.011,0.65,3.78,0
"109",5053,5725,7445,"AR",76.8972464741437,8,49195,9.1,13825,53.8517179023508,49.195,1.47,3.5,0
"110",5055,10720,14600,"AR",73.4246575342466,8.2,42755,11.8,33023,44.2116100899373,42.755,1.5,3.22,1
"111",5057,4401,7049,"AR",62.4343878564335,8.3,34072,14.6,16350,43.1131498470948,34.072,1.1,3.54,1
"112",5059,8172,11944,"AR",68.4192900200938,6.8,42589,11.8,26307,45.4023643897062,42.589,1.16,3.68,1
"113",5061,3157,4674,"AR",67.5438596491228,7.4,34672,15.2,9994,46.7680608365019,34.672,0.94,3.87,0
"114",5063,9936,13614,"AR",72.9836932569414,6.7,37592,13,28146,48.3692176508207,37.592,2.1,3.37,1
"115",5065,4042,5448,"AR",74.1923641703377,9.6,35188,13.1,10962,49.6989600437876,35.188,1.86,3.25,0
"116",5067,3267,5156,"AR",63.3630721489527,7.7,31245,13.7,13949,36.9632231701197,31.245,1.29,3.32,0
"117",5069,9250,25894,"AR",35.7225612110914,9.7,36377,10.5,55615,46.5593814618358,36.377,0.78,3.41,0
"118",5071,6091,9112,"AR",66.8459174714662,5.7,34031,12.9,19689,46.2796485347148,34.031,1.13,3.93,1
"119",5073,1758,2860,"AR",61.4685314685315,11.1,29882,13.7,5665,50.4854368932039,29.882,1.59,3.29,0
"120",5075,4064,5685,"AR",71.4863676341249,8.2,33381,12.7,13153,43.2220786132441,33.381,1.26,3.23,1
"121",5077,1229,3026,"AR",40.6146728354263,16.4,25724,14.3,7852,38.5379521141111,25.724,1.53,3.3,0
"122",5079,2455,3826,"AR",64.1662310507057,11.6,32369,12.7,11439,33.4469796310866,32.369,1.51,3.27,1
"123",5081,3605,5227,"AR",68.9688157643008,8.8,35396,13.1,9755,53.582778062532,35.396,0.4,3.65,1
"124",5083,5746,7921,"AR",72.541345789673,8.1,36463,10.1,17023,46.5311637196734,36.463,0.87,3.65,1
"125",5085,19958,27100,"AR",73.6457564575646,5.6,56156,10.1,52410,51.7076893722572,56.156,1.41,3.37,0
"126",5087,4928,6841,"AR",72.0362520099401,5.2,39839,14.9,12051,56.7670732719276,39.839,2.39,3.71,1
"127",5089,5336,7107,"AR",75.0809061488673,10,33726,11.1,13506,52.6210573078632,33.726,3.92,3.23,1
"128",5091,11294,16091,"AR",70.1883040208812,8.6,39955,15.6,33105,48.6059507627247,39.955,0.82,3.4,0
"129",5093,7061,13204,"AR",53.4762193274765,10.9,35003,13.8,32262,40.9274068563635,35.003,1.2,3.17,1
"130",5095,1489,2884,"AR",51.629680998613,10.7,31541,14.2,5946,48.5031954254961,31.541,0.98,3.29,0
"131",5097,2643,3559,"AR",74.2624332677718,4.5,35103,14.7,7311,48.680071125701,35.103,0.6,3.86,0
"132",5099,2000,3246,"AR",61.6142945163278,7.2,30750,14.8,6697,48.4694639390772,30.75,1.18,3.44,0
"133",5101,2875,3753,"AR",76.605382360778,5.1,33176,13.4,6398,58.6589559237262,33.176,3.95,3.7,0
"134",5103,5351,9935,"AR",53.8600905888274,7.9,31233,10.4,19094,52.0320519534932,31.233,0.9,3.34,1
"135",5105,3008,4306,"AR",69.8560148629819,7.4,45819,10.4,7994,53.865399049287,45.819,0.86,3.52,0
"136",5107,2446,6953,"AR",35.1790593988207,17.6,26829,15.4,14555,47.7705255925799,26.829,1.22,3.24,1
"137",5109,3150,3981,"AR",79.1258477769405,5.6,34519,14.9,8474,46.9789945716309,34.519,1.56,3.83,0
"138",5111,5502,7722,"AR",71.2509712509712,6.8,35163,13.9,18386,41.9993473294898,35.163,1.53,3.26,1
"139",5113,6618,8231,"AR",80.4033531770137,8.7,33202,15,15532,52.9938192119495,33.202,0.82,4.02,1
"140",5115,16256,22569,"AR",72.0280030129824,7.1,40534,11.7,48736,46.3086835193697,40.534,1.41,3.81,1
"141",5117,2505,3444,"AR",72.7351916376307,6.7,37500,12.1,6607,52.1265324655668,37.5,1.08,3.28,1
"142",5119,61257,159776,"AR",38.339300020028,6.4,47101,11.6,298721,53.486698290378,47.101,1.49,3.5,0
"143",5121,4509,6379,"AR",70.6850603542875,4.1,36318,13.8,13618,46.8424144514613,36.318,1.32,3.21,1
"144",5123,3195,7430,"AR",43.0013458950202,11,35066,14.7,20866,35.6081663950925,35.066,1.35,3.32,0
"145",5125,35863,52100,"AR",68.8349328214971,4.7,57632,8.7,88074,59.154801644072,57.632,1.05,3.68,0
"146",5127,2731,3510,"AR",77.8062678062678,11.9,37861,10.4,8085,43.4137291280148,37.861,0.71,3.69,0
"147",5129,2955,3728,"AR",79.2650214592275,4.2,35542,13.3,6355,58.6624704956727,35.542,4.49,3.49,0
"148",5131,29127,44637,"AR",65.2530411990053,5.4,40023,13.7,96097,46.4499412052405,40.023,0.97,3.54,1
"149",5133,3282,4562,"AR",71.9421306444542,6.8,38956,18.6,12212,37.356698329512,38.956,1.02,3.81,0
"150",5135,5407,7249,"AR",74.5895985653194,7.9,31068,14.6,13438,53.9440392915612,31.068,1.85,3.22,0
"151",5137,4113,5618,"AR",73.2111071555714,8.1,30486,11.7,9994,56.2137282369422,30.486,3.02,3.45,0
"152",5139,10456,16894,"AR",61.8917959038712,9,39836,13.1,30644,55.1298786059261,39.836,1.1,3.3,1
"153",5141,5382,7339,"AR",73.3342417223055,11.9,34576,15.4,13505,54.3428359866716,34.576,3.05,3.79,0
"154",5143,41476,81861,"AR",50.6663734867642,5.2,45442,13.5,164810,49.6699229415691,45.442,2.81,3.76,0
"155",5145,21077,27219,"AR",77.434880047026,6.3,42197,12.3,60210,45.2067762830095,42.197,1.52,3.4,0
"156",5147,1347,2571,"AR",52.392065344224,12.3,30383,16.3,5375,47.8325581395349,30.383,0.98,3.27,0
"157",5149,4608,6439,"AR",71.5639074390433,6.8,39323,12.6,16302,39.4982210771684,39.323,0.68,3.67,0
"158",6001,95922,654266,"CA",14.6610094365289,7.1,79831,8.4,1261005,51.8844889592032,79.831,3.65,0.92,0
"159",6003,217,602,"CA",36.046511627907,11.8,62375,14.8,910,66.1538461538461,62.375,8.87,1.84,0
"160",6005,10485,17734,"CA",59.1237171534905,11.6,57032,7,31218,56.8069703376257,57.032,7.44,1.8,0
"161",6007,45144,95564,"CA",47.239546272655,10.7,44366,10.7,178405,53.5657632913876,44.366,9.1,2.39,0
"162",6009,13511,23136,"CA",58.3981673582296,9.6,53502,8.3,36745,62.9636685263301,53.502,7.31,1.76,0
"163",6011,3551,6632,"CA",53.543425814234,8.7,54946,15.6,15425,42.9951377633711,54.946,2.73,1.11,0
"164",6013,115956,466175,"CA",24.8739207379203,7.7,82881,8.5,847260,55.0214810093714,82.881,3.05,0.88,0
"165",6015,5134,9558,"CA",53.7141661435447,10.4,42363,10.8,21773,43.8984062830111,42.363,22.7,5.53,0
"166",6017,49247,93591,"CA",52.6193757946811,9.6,72586,7.6,144594,64.726752147392,72.586,10.29,2.34,0
"167",6019,124049,282319,"CA",43.9393027036792,11.9,45963,14.2,684914,41.2196275736808,45.963,1.78,0.87,1
"168",6021,5788,9470,"CA",61.1193241816262,9.9,41699,14.5,20404,46.4124681435013,41.699,2.94,1.34,1
"169",6023,18373,59246,"CA",31.0113762954461,9.5,42685,14.4,108783,54.4625538916926,42.685,15.75,4.01,0
"170",6025,12704,48091,"CA",26.4165852238465,17.1,42560,14.8,127466,37.72849230383,42.56,0.06,0.24,0
"171",6027,4248,8086,"CA",52.5352461043779,6.3,47278,10.3,14554,55.5586093170262,47.278,0.31,0.32,1
"172",6029,129584,244163,"CA",53.0727423893055,11.9,49788,13.3,614580,39.7284324253962,49.788,0.42,0.37,1
"173",6031,18093,33915,"CA",53.3480760725343,11.7,47241,12.7,108930,31.1346736436243,47.241,0.74,0.36,0
"174",6033,10599,24496,"CA",43.268288700196,13.7,36132,14.6,51048,47.9862090581414,36.132,7.48,2.28,0
"175",6035,7574,10524,"CA",71.9688331432915,9.4,51457,8.2,26683,39.4408424839786,51.457,3.71,1.29,0
"176",6037,769743,3434308,"CA",22.4133362528929,8.9,57952,15.9,7760370,44.2544363219795,57.952,0.48,0.51,0
"177",6039,23357,43112,"CA",54.1774911857487,8.2,45742,14.3,110704,38.9434889434889,45.742,2.44,1.08,0
"178",6041,21771,139273,"CA",15.6318884493046,5.1,100310,6.4,206151,67.5587312212892,100.31,6.33,1.74,0
"179",6043,5185,8877,"CA",58.4093725357666,9.8,49265,7.3,14727,60.2770421674475,49.265,4.5,1.56,0
"180",6045,10888,37477,"CA",29.052485524455,11,43510,12.6,68366,54.8181844776643,43.51,9.32,2.88,1
"181",6047,28725,70789,"CA",40.5783384424134,15.7,44397,13,185196,38.2238277284607,44.397,1.63,0.52,1
"182",6049,2696,3788,"CA",71.1721224920803,6.8,41194,14.4,7221,52.45810829525,41.194,2.61,1.25,1
"183",6051,2111,5276,"CA",40.0113722517058,8,58937,19.9,11268,46.822861199858,58.937,2.53,0.8,1
"184",6053,34895,133408,"CA",26.1566023027105,6.9,60889,16.1,316312,42.1760793140949,60.889,2.31,0.74,1
"185",6055,17411,61372,"CA",28.3696148080558,6.6,74609,9.1,109971,55.8074401433105,74.609,5.39,1.5,1
"186",6057,23365,54935,"CA",42.5320833712569,8.8,57429,11.2,81091,67.7448792097767,57.429,12.31,2.75,0
"187",6059,507148,1197521,"CA",42.3498210052266,6.8,78145,12.3,2411039,49.6682550551858,78.145,0.63,0.48,1
"188",6061,95138,182839,"CA",52.0337564742752,7,76926,7.7,285430,64.0573871001647,76.926,10.95,2.49,0
"189",6063,5420,9676,"CA",56.0148821827201,11.8,50125,10.3,15646,61.8432826281478,50.125,8.86,2.36,0
"190",6065,333243,751391,"CA",44.3501452639172,11.3,57972,14.7,1710345,43.932130652003,57.972,0.37,0.41,0
"191",6067,189789,559330,"CA",33.9314894606047,10.2,57509,10.4,1118403,50.0114895972203,57.509,3.91,0.91,0
"192",6069,7841,21924,"CA",35.7644590403211,10.8,73814,11.4,42343,51.7771532484708,73.814,2,0.66,1
"193",6071,271240,653983,"CA",41.4750842147273,11,54469,14.1,1530272,42.7363893477761,54.469,0.53,0.37,0
"194",6073,477766,1306400,"CA",36.5711879975505,7.8,66529,12.2,2525692,51.7244382925551,66.529,0.17,0.6,0
"195",6075,37688,405792,"CA",9.28751675735352,6.2,87701,6.9,735654,55.1607141400713,87.701,3.63,1.2,1
"196",6077,88936,224166,"CA",39.6741700347064,11.9,55045,11.7,515339,43.4987454859811,55.045,2.86,0.69,0
"197",6079,56164,135009,"CA",41.6001896169885,5.5,64014,10.1,227868,59.2487756069303,64.014,1.74,0.66,0
"198",6081,57929,314384,"CA",18.4261921726296,5.6,98546,7.2,592308,53.0777906089399,98.546,4.78,1.34,1
"199",6083,56365,176786,"CA",31.8831807948593,7.2,65161,13.6,340525,51.915718376037,65.161,1.11,0.66,0
"200",6085,144826,703709,"CA",20.5803819476517,6.6,101173,7.7,1449838,48.5370779356038,101.173,3.96,1.03,1
"201",6087,22438,128821,"CA",17.4179675673997,7.3,70088,10.2,216409,59.5266370622294,70.088,5.4,1.43,0
"202",6089,51778,80053,"CA",64.6796497320525,8.7,45582,11.6,140406,57.015369713545,45.582,9.56,2.5,1
"203",6091,1048,1830,"CA",57.2677595628415,3.9,43984,8.1,2506,73.024740622506,43.984,11.85,2.6,0
"204",6093,11341,20492,"CA",55.3435487019325,11.7,38524,9.9,34827,58.8394062078273,38.524,10.35,2.61,0
"205",6095,51920,166113,"CA",31.2558318734837,10,69227,9.2,330756,50.2222181910532,69.227,2.94,0.93,1
"206",6097,51408,231253,"CA",22.2301980947274,7,66833,10.1,395101,58.5300973675086,66.833,8.13,2.14,0
"207",6099,78494,172146,"CA",45.5973417912702,13.8,51591,11.5,385001,44.7131306152452,51.591,2.54,0.63,0
"208",6101,18176,33523,"CA",54.2194910956657,11.2,52943,13.2,70226,47.7358812975251,52.943,2.65,1.02,0
"209",6103,15494,23908,"CA",64.8067592437678,12.6,40687,10.8,47856,49.9582079572049,40.687,7.15,2.13,0
"210",6105,2812,5686,"CA",49.454801266268,9.9,35270,16.4,10903,52.1507841878382,35.27,14.03,3.49,0
"211",6107,58299,112334,"CA",51.8979115850944,10.6,42789,14.9,311824,36.0248088665401,42.789,1.29,0.88,0
"212",6109,14551,25529,"CA",56.9979239296486,11.6,50731,8.7,44881,56.8815311601791,50.731,8.02,2.06,1
"213",6111,132323,351726,"CA",37.6210459277961,7.5,78593,12.3,638942,55.0481890375026,78.593,0.71,0.61,1
"214",6113,20739,82090,"CA",25.2637349250822,7.9,57663,9.4,164218,49.9884300137622,57.663,2.93,0.94,1
"215",6115,13170,22998,"CA",57.2658492042786,12.7,48739,12.2,53291,43.1555046818412,48.739,7.42,1.98,0
"216",8001,80082,193665,"CO",41.3507861513438,6.1,61444,15.6,346656,55.8666228191637,61.444,0.29,0.99,1
"217",8003,3046,6939,"CO",43.8968151030408,8.7,32385,13.1,12342,56.2226543509966,32.385,0.08,0.84,1
"218",8005,117053,303046,"CO",38.6254891996595,6,66288,11.4,466226,64.9998069605728,66.288,0.23,1.02,0
"219",8007,4264,7339,"CO",58.1005586592179,6.7,45607,20.3,10163,72.2129292531733,45.607,0.6,2.05,0
"220",8009,1753,2153,"CO",81.421272642824,3.7,37477,13,2865,75.1483420593368,37.477,0.09,1,0
"221",8011,1188,1927,"CO",61.6502335236118,7.9,34773,14.8,4893,39.3827917433068,34.773,0.01,0.86,1
"222",8013,41396,188142,"CO",22.0025300039332,5.6,72282,7.4,250651,75.0613402699371,72.282,0.63,1.43,0
"223",8014,14367,37689,"CO",38.1198758258378,4.5,83334,5.5,47212,79.8292806913497,83.334,0.37,1.09,0
"224",8015,5391,11250,"CO",47.92,3.8,50993,13.1,15609,72.0738035748607,50.993,0.52,1.31,0
"225",8017,925,1102,"CO",83.9382940108893,8.8,54375,17.7,1458,75.5829903978052,54.375,0.04,0.86,0
"226",8019,2575,5866,"CO",43.8970337538357,4.4,68250,9.2,7775,75.4469453376206,68.25,0.75,1.85,0
"227",8021,1914,4022,"CO",47.5882645450025,10.3,34630,15.7,5972,67.3476222371065,34.63,0.19,1.39,0
"228",8023,588,1848,"CO",31.8181818181818,11.6,26610,14.2,2911,63.4833390587427,26.61,0.11,1.31,0
"229",8025,1079,1527,"CO",70.6614276358874,26.4,31719,10.4,4805,31.7793964620187,31.719,0.01,0.68,0
"230",8027,2061,3066,"CO",67.2211350293542,10.8,38605,16.7,3570,85.8823529411765,38.605,0.17,1.46,0
"231",8029,11655,16790,"CO",69.4163192376415,9.2,42011,16,23911,70.2187277821923,42.011,0.65,1.64,0
"232",8031,62690,331852,"CO",18.8909513879681,5.4,56258,13,525966,63.0938121475533,56.258,0.33,1.09,0
"233",8033,944,1255,"CO",75.2191235059761,3.6,32240,10.3,1428,87.8851540616246,32.24,0.44,2.11,0
