"","county_fips","year","rep_votes","all_votes","state","pc_rep","unemploy_rate","median_income","pc_uninsured","pop_over_18","turnout","med_inc_000s"
"1463",13257,2016,7686,9815,"GA",78.3087111563933,10.5,37088,15.9,19863,49.4134823541258,37.088
"1464",13257,2020,9368,11885,"GA",78.8220445940261,6.4,46766,15,20324,58.4776618775832,46.766
"1465",13259,2012,745,2076,"GA",35.8863198458574,14.4,28222,23.9,5071,40.938670873595,28.222
"1466",13259,2016,805,2058,"GA",39.1156462585034,13.9,20882,22.2,4949,41.5841584158416,20.882
"1467",13259,2020,801,1990,"GA",40.251256281407,9.2,34028,12.5,5702,34.9000350754121,34.028
"1468",13261,2012,5378,11831,"GA",45.4568506466064,13.8,33528,17.2,24165,48.9592385681771,33.528
"1469",13261,2016,5276,10974,"GA",48.0772735556771,12.7,33534,14.8,23541,46.6165413533835,33.534
"1470",13261,2020,5732,12150,"GA",47.1769547325103,6.5,37174,12.2,22990,52.8490648107873,37.174
"1471",13263,2012,1202,3491,"GA",34.4313950157548,15.9,26750,15.3,5357,65.1670711218966,26.75
"1472",13263,2016,1196,3246,"GA",36.845348120764,9.3,36957,14,5194,62.4951867539469,36.957
"1473",13263,2020,1392,3522,"GA",39.5229982964225,6.5,40020,13.8,5202,67.7047289504037,40.02
"1474",13265,2012,323,963,"GA",33.5410176531672,19,24390,17.4,1391,69.2307692307692,24.39
"1475",13265,2016,349,897,"GA",38.907469342252,11.7,28152,19,1610,55.7142857142857,28.152
"1476",13265,2020,360,928,"GA",38.7931034482759,4.2,37717,13.2,1368,67.8362573099415,37.717
"1477",13267,2012,4706,6667,"GA",70.5864706764662,12.4,36520,23.8,19644,33.9391162695989,36.52
"1478",13267,2016,5096,6903,"GA",73.8229755178908,5.1,35578,15.6,19894,34.6989041922188,35.578
"1479",13267,2020,6053,8183,"GA",73.9704264939509,5.7,44053,15.2,20193,40.5239439409696,44.053
"1480",13269,2012,1948,3538,"GA",55.0593555681176,16.8,28402,19.2,6554,53.9823008849557,28.402
"1481",13269,2016,2064,3408,"GA",60.5633802816901,17.9,27114,20,6570,51.8721461187215,27.114
"1482",13269,2020,2418,3839,"GA",62.9851523834332,4.8,28550,15.5,6490,59.1525423728814,28.55
"1483",13271,2012,2480,4336,"GA",57.1955719557196,2.9,24469,19.6,13218,32.8037524587684,24.469
"1484",13271,2016,2450,3796,"GA",64.5416227608008,4.3,27657,16.6,13460,28.2020802377415,27.657
"1485",13271,2020,2825,4333,"GA",65.1973228709901,1.5,32764,9.6,13265,32.664907651715,32.764
"1486",13273,2012,1834,4398,"GA",41.7007730786721,15.1,32855,18.3,7044,62.4361158432709,32.855
"1487",13273,2016,1874,4189,"GA",44.7362138935307,12.1,30438,18.4,6887,60.8247422680412,30.438
"1488",13273,2020,2004,4416,"GA",45.3804347826087,7.4,35335,17.9,6653,66.3760709454381,35.335
"1489",13275,2012,11156,18953,"GA",58.8613939745687,12.9,31471,21.9,33530,56.5254995526394,31.471
"1490",13275,2016,11228,18802,"GA",59.717051377513,9.8,38241,16.9,34073,55.1815220262378,38.241
"1491",13275,2020,12954,21853,"GA",59.2779023475038,6.2,47133,13.2,33953,64.3625011044679,47.133
"1492",13277,2012,9185,13927,"GA",65.9510303726574,8.7,37033,23.4,30106,46.259881751146,37.033
"1493",13277,2016,9584,14219,"GA",67.4027709402912,5.1,37613,20.5,30563,46.5235742564539,37.613
"1494",13277,2020,10784,16283,"GA",66.2285819566419,2.8,44827,18.3,30554,53.2925312561367,44.827
"1495",13279,2012,6524,9344,"GA",69.8202054794521,7.5,31757,22.3,19602,47.6686052443628,31.757
"1496",13279,2016,6615,9138,"GA",72.3900196979645,10.8,33081,22.4,19715,46.350494547299,33.081
"1497",13279,2020,7872,10914,"GA",72.1275426058274,7.2,41244,17.9,19869,54.9297901253209,41.244
"1498",13281,2012,4876,6211,"GA",78.5058766704234,10.6,35843,17.7,8902,69.7708380139295,35.843
"1499",13281,2016,5383,6764,"GA",79.5830869308102,8.9,39321,13.3,9515,71.0877561744614,39.321
"1500",13281,2020,6384,7979,"GA",80.0100263190876,4.2,51257,13.1,10366,76.9727956781787,51.257
"1501",13283,2012,1652,2750,"GA",60.0727272727273,4.5,35960,15.8,4909,56.0195559177022,35.96
"1502",13283,2016,1809,2703,"GA",66.9256381798002,6.2,40204,16.9,5240,51.5839694656489,40.204
"1503",13283,2020,2101,3077,"GA",68.2807929801755,8.9,32072,18,5173,59.4819253817901,32.072
"1504",13285,2012,15179,25986,"GA",58.4122219656738,13.3,40246,18.1,49387,52.6170854678357,40.246
"1505",13285,2016,15750,26111,"GA",60.319405614492,10.7,42545,13.9,51694,50.5106975664487,42.545
"1506",13285,2020,18143,30049,"GA",60.378049186329,5.8,46796,10.9,52872,56.8334846421546,46.796
"1507",13287,2012,2028,3559,"GA",56.9822983984265,13.9,27056,23.8,6626,53.7126471476004,27.056
"1508",13287,2016,2095,3398,"GA",61.6539140670983,9.1,34667,21.9,6158,55.1802533290029,34.667
"1509",13287,2020,2349,3792,"GA",61.9462025316456,7.4,34514,13,5989,63.3160794790449,34.514
"1510",13289,2012,1907,4202,"GA",45.3831508805331,11.2,30533,17.2,7107,59.1248065287744,30.533
"1511",13289,2016,2035,4059,"GA",50.1355013550135,7.7,31625,14.9,6744,60.1868327402135,31.625
"1512",13289,2020,2370,4444,"GA",53.3303330333033,4.1,43477,10.3,6610,67.231467473525,43.477
"1513",13291,2012,8773,11079,"GA",79.1858470981136,14.3,42125,17.1,17554,63.1138202119175,42.125
"1514",13291,2016,9852,12063,"GA",81.6712260631684,9.1,41686,12.4,18383,65.6204101615623,41.686
"1515",13291,2020,12651,15560,"GA",81.3046272493573,4.8,49703,13.2,20173,77.1328012690229,49.703
"1516",13293,2012,7230,11263,"GA",64.1924886797479,15.3,34905,18.7,20671,54.4869624111074,34.905
"1517",13293,2016,7292,10934,"GA",66.6910554234498,12.5,35699,16.2,20219,54.0778475691182,35.699
"1518",13293,2020,8608,12905,"GA",66.7028283611004,4.3,39221,12,20406,63.2412035675782,39.221
"1519",13295,2012,16247,21896,"GA",74.2007672634271,13.1,38504,17.5,52289,41.8749641415977,38.504
"1520",13295,2016,18950,23956,"GA",79.1033561529471,7,41539,15.3,52697,45.4598933525628,41.539
"1521",13295,2020,23174,29354,"GA",78.946651223002,6.8,46601,14.1,54303,54.0559453437195,46.601
"1522",13297,2012,29036,37612,"GA",77.1987663511645,9.5,52062,16.4,61417,61.240373186577,52.062
"1523",13297,2016,31125,40698,"GA",76.4779596048946,7.8,54459,12.8,64934,62.6759478855453,54.459
"1524",13297,2020,37842,51095,"GA",74.0620412956258,4.8,65491,12.1,70355,72.624546940516,65.491
"1525",13299,2012,7941,11939,"GA",66.5131083005277,10.4,34700,22.1,27556,43.3263173174626,34.7
"1526",13299,2016,8513,12184,"GA",69.8703217334209,5.7,34705,18.1,27226,44.7513406302799,34.705
"1527",13299,2020,9865,14192,"GA",69.51099210823,4.2,37041,15.7,27131,52.3091666359515,37.041
"1528",13301,2012,990,2526,"GA",39.1923990498812,14.4,32155,14.7,4445,56.8278965129359,32.155
"1529",13301,2016,991,2334,"GA",42.4592973436161,12.5,31875,17.1,4318,54.0528022232515,31.875
"1530",13301,2020,1166,2651,"GA",43.9834024896266,3.7,38250,11,4179,63.4362287628619,38.25
"1531",13303,2012,4035,8808,"GA",45.8106267029973,9.8,31441,21.8,16100,54.7080745341615,31.441
"1532",13303,2016,4149,8461,"GA",49.036756884529,10.7,37417,14.3,15989,52.917630871224,37.417
"1533",13303,2020,4663,9459,"GA",49.2969658526271,5.1,36402,11.2,15961,59.263204059896,36.402
"1534",13305,2012,7557,10269,"GA",73.5904177621969,11.7,36496,23.1,22651,45.3357467661472,36.496
"1535",13305,2016,8153,10413,"GA",78.2963603188322,12.8,39908,20.1,22560,46.156914893617,39.908
"1536",13305,2020,9987,12778,"GA",78.157771169197,5.4,45773,16.2,22627,56.4723560348257,45.773
"1537",13307,2012,601,1187,"GA",50.6318449873631,6.7,29926,20.3,2230,53.2286995515695,29.926
"1538",13307,2016,630,1116,"GA",56.4516129032258,5.2,37072,12.6,2039,54.7327121137813,37.072
"1539",13307,2020,748,1390,"GA",53.8129496402878,6.3,31629,18,2011,69.1198408751865,31.629
"1540",13309,2012,1366,2160,"GA",63.2407407407407,3.4,27601,15.5,6499,33.2358824434528,27.601
"1541",13309,2016,1421,2102,"GA",67.6022835394862,7.5,27779,20.5,6590,31.896813353566,27.779
"1542",13309,2020,1583,2285,"GA",69.2778993435449,7.2,28864,18.3,6571,34.7740070004565,28.864
"1543",13311,2012,8651,10488,"GA",82.4847444698703,8,40720,19.8,21186,49.5043896913056,40.72
"1544",13311,2016,9761,11823,"GA",82.5594180833968,4.8,42264,14,22159,53.3552958165982,42.264
"1545",13311,2020,12222,14816,"GA",82.4919006479482,3.5,55788,12.7,24404,60.7113587936404,55.788
"1546",13313,2012,19305,26876,"GA",71.829885399613,11.5,41832,25.3,73127,36.7524990769483,41.832
"1547",13313,2016,21537,30658,"GA",70.2492008611129,9.6,41764,21,75520,40.5958686440678,41.764
"1548",13313,2020,25636,36746,"GA",69.7654166439885,6,50055,17.7,77122,47.6465859287882,50.055
"1549",13315,2012,2053,3129,"GA",65.612016618728,10.4,31509,16.4,7359,42.5193640440277,31.509
"1550",13315,2016,2096,2976,"GA",70.4301075268817,7.9,34071,14.9,7219,41.2245463360576,34.071
"1551",13315,2020,2403,3281,"GA",73.2398658945443,5.9,39216,16.9,7077,46.3614525929066,39.216
"1552",13317,2012,2635,4761,"GA",55.3455156479731,13.3,28224,18.1,8067,59.0182223875047,28.224
"1553",13317,2016,2572,4486,"GA",57.3339277753009,8.6,33462,16.1,7763,57.7869380394177,33.462
"1554",13317,2020,2823,5029,"GA",56.134420361901,2.3,36486,13.2,7730,65.0582147477361,36.486
"1555",13319,2012,2246,4450,"GA",50.4719101123596,5.8,40331,11.4,7205,61.7626648160999,40.331
"1556",13319,2016,2333,4287,"GA",54.4203405644973,7.4,38827,10.7,7148,59.9748181309457,38.827
"1557",13319,2020,2664,4770,"GA",55.8490566037736,7.5,36896,10.6,6915,68.9804772234273,36.896
"1558",13321,2012,5869,8419,"GA",69.7113671457418,12.6,39205,22.2,16389,51.369821221551,39.205
"1559",13321,2016,6152,8295,"GA",74.16515973478,8.2,38684,19.3,16149,51.3654096228869,38.684
"1560",13321,2020,6830,9285,"GA",73.5595045772752,6.4,50913,17.2,15828,58.6618650492798,50.913
"1561",15001,2012,14753,63454,"HI",23.2499133230372,9.6,52098,9.9,143256,44.2941307868431,52.098
"1562",15001,2016,17501,64867,"HI",26.9798202475835,7.4,53936,6.6,150893,42.9887403656896,53.936
"1563",15001,2020,26897,87814,"HI",30.6295123784362,6.3,65401,4.8,158094,55.5454349943704,65.401
"1564",15003,2012,88461,296742,"HI",29.8107446873041,5.8,72292,5.8,745149,39.8231763043364,72.292
"1565",15003,2016,90326,285790,"HI",31.605724483012,5.1,77161,4.5,773790,36.9337934064798,77.161
"1566",15003,2020,136250,382102,"HI",35.6580180161318,4.2,87722,3.4,772634,49.4544635623076,87.722
"1567",15007,2012,6121,25372,"HI",24.1250197067634,7.3,64752,9.9,51951,48.8383284248619,64.752
"1568",15007,2016,7574,26335,"HI",28.7602050503133,5.1,68224,6.7,54703,48.141783814416,68.224
"1569",15007,2020,11582,33497,"HI",34.5762307072275,3.5,82818,4.9,56306,59.4909956310162,82.818
"1570",15009,2012,11602,48653,"HI",23.8464226255318,8.2,64058,9.2,119288,40.7861645764872,64.058
"1571",15009,2016,13446,51945,"HI",25.8850707479064,6,68777,7,125981,41.2324080615331,68.777
"1572",15009,2020,22126,71044,"HI",31.1440797252407,5.1,84363,5.1,130358,54.4991484987496,84.363
"1573",16001,2012,97554,180546,"ID",54.0327672726064,8.5,55499,13.5,291415,61.9549439802344,55.499
"1574",16001,2016,93752,195669,"ID",47.9135683220132,5.3,58099,10.7,319078,61.3232501143921,58.099
"1575",16001,2020,130699,259389,"ID",50.3872562059301,3.7,69952,7.7,358787,72.2960976846987,69.952
"1576",16003,2012,1413,2060,"ID",68.5922330097087,10,35756,24.8,3226,63.8561686298822,35.756
"1577",16003,2016,1556,2183,"ID",71.2780577187357,10.8,41335,18.3,3159,69.1041468819246,41.335
"1578",16003,2020,1941,2586,"ID",75.0580046403712,11.5,50309,11,3514,73.5913488901537,50.309
"1579",16005,2012,21010,35260,"ID",59.585933068633,7.7,45860,14,60123,58.6464414616702,45.86
"1580",16005,2016,17180,33416,"ID",51.4124970074216,7.1,45216,11.2,61316,54.4980103072607,45.216
"1581",16005,2020,23331,39553,"ID",58.9866761054787,5.4,51977,8.3,64117,61.6887876850133,51.977
"1582",16007,2012,2489,2822,"ID",88.1998582565556,4.5,40242,16.4,4358,64.7544745296007,40.242
"1583",16007,2016,2203,2928,"ID",75.2390710382514,3.4,46863,10,4333,67.5744288022156,46.863
"1584",16007,2020,2914,3315,"ID",87.9034690799397,3.7,52829,5.9,4450,74.4943820224719,52.829
"1585",16009,2012,2596,3884,"ID",66.8383110195675,9.8,38536,19.1,7066,54.9674497594113,38.536
"1586",16009,2016,3103,4185,"ID",74.1457586618877,10.2,42600,17.4,7038,59.462915601023,42.6
"1587",16009,2020,3878,4973,"ID",77.9810979288156,6.4,47983,11.2,7140,69.6498599439776,47.983
"1588",16011,2012,13440,17603,"ID",76.3506220530591,6.8,46817,17.8,30495,57.724217084768,46.817
"1589",16011,2016,10907,16625,"ID",65.606015037594,6.6,49943,13.2,30898,53.8060715903942,49.943
"1590",16011,2020,15295,19996,"ID",76.4902980596119,5.5,58260,10.5,32044,62.4016976657097,58.26
"1591",16013,2012,3939,10194,"ID",38.6403766921719,7,60160,20,16217,62.8599617685145,60.16
"1592",16013,2016,3340,10724,"ID",31.1450951137635,3.7,58086,16.5,16442,65.2232088553704,58.086
"1593",16013,2020,4032,13289,"ID",30.3408834374295,1.9,64627,12,17818,74.581883488607,64.627
"1594",16015,2012,2284,3445,"ID",66.2989840348331,14.4,45403,20.8,5507,62.5567459596877,45.403
"1595",16015,2016,2673,3814,"ID",70.0839014158364,8.3,44591,12.4,5617,67.9010147765711,44.591
"1596",16015,2020,3485,4820,"ID",72.3029045643154,1.9,51760,13.7,6422,75.0545001557147,51.76
"1597",16017,2012,11367,18536,"ID",61.3239102287441,8.3,41379,19.2,32065,57.8075783564634,41.379
"1598",16017,2016,13343,20943,"ID",63.7110251635391,5.7,43697,14.8,32950,63.5599393019727,43.697
"1599",16017,2020,18369,27335,"ID",67.1995610023779,4,51594,9.8,35874,76.1972459162625,51.594
"1600",16019,2012,32276,43213,"ID",74.6904866591072,6.4,51254,14.4,71580,60.3702151438949,51.254
"1601",16019,2016,26699,44221,"ID",60.37629180706,4.7,52831,11.9,74917,59.0266561661572,52.831
"1602",16019,2020,37805,53995,"ID",70.0157421983517,3.9,61435,8.8,81013,66.6497969461691,61.435
"1603",16021,2012,3138,4544,"ID",69.0580985915493,5.6,36300,28.4,8144,55.7956777996071,36.3
"1604",16021,2016,3789,5163,"ID",73.3875653689715,3.9,39279,21.5,8454,61.0716820440028,39.279
"1605",16021,2020,4937,6313,"ID",78.2037066370981,2.7,45319,18.6,9318,67.7505902554196,45.319
"1606",16023,2012,1001,1286,"ID",77.8382581648523,6.6,40150,17,2095,61.3842482100239,40.15
"1607",16023,2016,914,1230,"ID",74.3089430894309,6.8,39653,13.6,2045,60.1466992665037,39.653
"1608",16023,2020,1202,1415,"ID",84.9469964664311,3.5,37404,12.3,2044,69.2270058708415,37.404
"1609",16025,2012,402,578,"ID",69.5501730103806,10,40515,24.4,958,60.3340292275574,40.515
"1610",16025,2016,410,590,"ID",69.4915254237288,4.3,42708,21.9,716,82.4022346368715,42.708
"1611",16025,2020,507,754,"ID",67.2413793103448,2.4,36908,13.1,828,91.0628019323672,36.908
"1612",16027,2012,44369,66090,"ID",67.1342109244969,12,42691,20.2,130059,50.8153991649943,42.691
"1613",16027,2016,47222,72785,"ID",64.8787524902109,8.3,44860,16.4,142014,51.2519892404974,44.86
"1614",16027,2020,61759,90410,"ID",68.3099214688641,4.8,56916,13.2,160470,56.3407490496666,56.916
"1615",16029,2012,2608,3052,"ID",85.4521625163827,4.3,52134,14.5,4944,61.7313915857605,52.134
"1616",16029,2016,2275,3035,"ID",74.9588138385502,2.4,57957,8.3,4849,62.5902247886162,57.957
"1617",16029,2020,2906,3416,"ID",85.0702576112412,3.8,58099,10.9,5032,67.8855325914149,58.099
"1618",16031,2012,7154,8396,"ID",85.2072415435922,8.3,43039,20.6,15384,54.5761830473219,43.039
"1619",16031,2016,5949,8178,"ID",72.7439471753485,4.5,46215,18.3,15792,51.7857142857143,46.215
"1620",16031,2020,7907,9629,"ID",82.1165230034271,3.4,52256,11.1,16277,59.1570928303741,52.256
"1621",16033,2012,235,328,"ID",71.6463414634146,0.5,35833,37.2,571,57.4430823117338,35.833
"1622",16033,2016,203,283,"ID",71.7314487632509,4.7,32422,33.4,646,43.8080495356037,32.422
"1623",16033,2020,264,311,"ID",84.887459807074,3.4,36429,26.2,657,47.3363774733638,36.429
"1624",16035,2012,2541,3696,"ID",68.75,11.4,41914,18.5,7200,51.3333333333333,41.914
"1625",16035,2016,2852,3801,"ID",75.0328860826098,6.6,40266,13.4,7234,52.5435443737904,40.266
"1626",16035,2020,3453,4419,"ID",78.1398506449423,6.3,42413,14,7312,60.4349015317287,42.413
"1627",16037,2012,1744,2352,"ID",74.1496598639456,5.8,41698,15.4,3464,67.8983833718245,41.698
"1628",16037,2016,1777,2414,"ID",73.6122618061309,3.6,39497,13.8,3401,70.9791237871214,39.497
"1629",16037,2020,2089,2739,"ID",76.2687112084702,4,44757,6.2,3433,79.7844450917565,44.757
"1630",16039,2012,5227,8001,"ID",65.3293338332708,10.2,43886,14.8,19243,41.5787559112404,43.886
"1631",16039,2016,5816,8522,"ID",68.2468904013142,7.5,44444,13.1,19214,44.3530758821693,44.444
"1632",16039,2020,7246,10205,"ID",71.0044096031357,6.5,45656,14.3,20248,50.4000395100751,45.656
"1633",16041,2012,5195,5600,"ID",92.7678571428572,6.6,47598,15.2,8261,67.7884033409999,47.598
"1634",16041,2016,3901,5499,"ID",70.9401709401709,3.8,50500,13,8578,64.1058521799953,50.5
"1635",16041,2020,5845,6664,"ID",87.7100840336134,0.5,59934,10.5,9341,71.3413981372444,59.934
"1636",16043,2012,4907,5802,"ID",84.5742847294037,5.8,43053,21.1,9052,64.0963323022536,43.053
"1637",16043,2016,4090,5715,"ID",71.5660542432196,5.2,49973,14.3,9267,61.6704435092263,49.973
"1638",16043,2020,5548,6719,"ID",82.5718112814407,6.4,56825,13.8,9764,68.8140106513724,56.825
"1639",16045,2012,5311,7490,"ID",70.9078771695594,14.9,41976,21.5,12658,59.1720650971717,41.976
"1640",16045,2016,5980,7954,"ID",75.1822982147347,9,40767,18.4,12944,61.4493201483313,40.767
"1641",16045,2020,7951,9958,"ID",79.8453504719823,3.1,53720,16.8,13691,72.7339127894237,53.72
"1642",16047,2012,3696,5118,"ID",72.2157092614302,4.7,37910,25.5,10806,47.3625763464742,37.91
"1643",16047,2016,3743,5191,"ID",72.1055673280678,4.3,40704,20.8,10859,47.803665162538,40.704
"1644",16047,2020,4659,6050,"ID",77.0082644628099,6.4,50057,17.7,11116,54.4260525368838,50.057
"1645",16049,2012,5921,7837,"ID",75.5518693377568,8.1,37067,17.9,12835,61.0596026490066,37.067
"1646",16049,2016,6441,8233,"ID",78.2339365966233,6.4,38597,13.2,12962,63.5164326492825,38.597
"1647",16049,2020,7826,9602,"ID",81.5038533638825,4.6,44951,13,13306,72.1629340147302,44.951
"1648",16051,2012,9895,11381,"ID",86.9431508654775,6.1,52980,14.1,16803,67.731952627507,52.98
"1649",16051,2016,8436,11475,"ID",73.516339869281,4.8,54646,13.2,17629,65.0916104146577,54.646
"1650",16051,2020,12099,14173,"ID",85.3665420165103,3.4,65577,8.9,19456,72.8464226973684,65.577
"1651",16053,2012,4804,6681,"ID",71.9054033827271,5.9,40309,31.1,15247,43.8184560897226,40.309
"1652",16053,2016,4644,6751,"ID",68.7898089171974,5.1,44447,23.2,15666,43.0933231201328,44.447
"1653",16053,2020,5734,7812,"ID",73.399897593446,4.7,55521,18.3,16697,46.7868479367551,55.521
"1654",16055,2012,39381,59828,"ID",65.8236945911613,9.4,49151,17,104906,57.0301031399539,49.151
"1655",16055,2016,44449,66310,"ID",67.0321218519077,7.1,50924,13.3,112813,58.7786868534655,50.924
"1656",16055,2020,62837,89467,"ID",70.234835190629,4,60903,10.4,124756,71.7135849177595,60.903
"1657",16057,2012,7589,16759,"ID",45.2831314517573,6.5,39466,10.4,30422,55.0884228518835,39.466
"1658",16057,2016,7265,18173,"ID",39.9768887910637,7.7,42133,8.2,31430,57.8205536111995,42.133
"1659",16057,2020,9472,20570,"ID",46.0476421973748,5.3,51312,7.1,32666,62.9706728708749,51.312
"1660",16059,2012,3029,4110,"ID",73.698296836983,8.5,36372,16.4,6372,64.5009416195857,36.372
"1661",16059,2016,3011,4096,"ID",73.5107421875,5.8,34762,15.3,6376,64.2409033877039,34.762
"1662",16059,2020,3592,4738,"ID",75.8125791473196,3.9,38819,10,6507,72.8138927309052,38.819
"1663",16061,2012,1173,1614,"ID",72.6765799256506,7.1,37340,18.7,2994,53.9078156312625,37.34
"1664",16061,2016,1202,1590,"ID",75.5974842767296,6.3,38068,17.5,2969,53.5533849781071,38.068
"1665",16061,2020,1489,1870,"ID",79.6256684491979,5.1,42370,13.6,2988,62.5836680053548,42.37
"1666",16063,2012,1141,1662,"ID",68.6522262334537,8,43926,32.9,3470,47.8962536023055,43.926
"1667",16063,2016,1184,1748,"ID",67.7345537757437,5,44500,24.5,3632,48.1277533039648,44.5
"1668",16063,2020,1469,1940,"ID",75.7216494845361,3.5,52363,17.8,3776,51.3771186440678,52.363
"1669",16065,2012,13445,14412,"ID",93.2903136275326,8.4,33776,10.1,27500,52.4072727272727,33.776
"1670",16065,2016,8941,15688,"ID",56.9926058133605,9.4,33856,8.3,27732,56.5700274051637,33.856
"1671",16065,2020,13559,17112,"ID",79.2367928938756,7.4,44419,6,29025,58.9560723514212,44.419
"1672",16067,2012,5442,6973,"ID",78.043883550839,7.1,43301,21.2,14109,49.4223545254802,43.301
"1673",16067,2016,4887,6871,"ID",71.1250181924029,4.8,46147,23.3,14508,47.3600771987869,46.147
"1674",16067,2020,6265,7993,"ID",78.381083448017,4.5,53011,18.5,14848,53.8321659482759,53.011
"1675",16069,2012,9967,16848,"ID",59.1583570750237,6.7,45587,13.5,30747,54.7955898136404,45.587
"1676",16069,2016,10699,17201,"ID",62.1998721004593,5.9,49541,12.3,31458,54.6792548795219,49.541
"1677",16069,2020,13738,20967,"ID",65.5220107788429,3.4,57099,10.8,31882,65.7643811555109,57.099
"1678",16071,2012,1838,2089,"ID",87.9846816658688,3.9,44298,12.6,3032,68.8984168865435,44.298
"1679",16071,2016,1531,2068,"ID",74.0328820116054,7,40564,13,3081,67.121064589419,40.564
"1680",16071,2020,2148,2451,"ID",87.6376988984088,0.7,54484,8.5,3170,77.3186119873817,54.484
"1681",16073,2012,2794,3724,"ID",75.0268528464017,12.3,33626,26.8,8140,45.7493857493858,33.626
"1682",16073,2016,3052,3925,"ID",77.7579617834395,8.8,34785,26.1,8310,47.2322503008424,34.785
"1683",16073,2020,3819,4742,"ID",80.5356389708984,2.7,48601,22.1,8694,54.5433632390154,48.601
"1684",16075,2012,6004,8495,"ID",70.6768687463214,11.9,42747,23.1,16200,52.4382716049383,42.747
"1685",16075,2016,6489,8704,"ID",74.5519301470588,8.2,45670,16.8,16658,52.2511706087165,45.67
"1686",16075,2020,8862,11293,"ID",78.4733905959444,4.6,52788,10.9,17492,64.5609421449806,52.788
"1687",16077,2012,1870,2903,"ID",64.4161212538753,8.2,41950,17.3,5346,54.3022820800599,41.95
"1688",16077,2016,1666,2758,"ID",60.4060913705584,6.6,46318,14.5,5296,52.0770392749245,46.318
"1689",16077,2020,2116,3074,"ID",68.8353936239427,5.6,51014,14.4,5273,58.2969846387256,51.014
"1690",16079,2012,2699,5148,"ID",52.4281274281274,10.1,38273,18.2,10141,50.76422443546,38.273
"1691",16079,2016,3297,5120,"ID",64.39453125,10.5,37449,15.3,10062,50.8845160007951,37.449
"1692",16079,2020,4216,6049,"ID",69.6974706563068,8.6,40483,15.6,10138,59.6666009074768,40.483
"1693",16081,2012,2458,4523,"ID",54.3444616405041,9.5,56532,23.4,7087,63.8210808522647,56.532
"1694",16081,2016,2167,4976,"ID",43.5490353697749,5.9,58173,14,7506,66.2936317612577,58.173
"1695",16081,2020,2858,6347,"ID",45.029147628801,5.2,73274,9.5,8885,71.435002813731,73.274
"1696",16083,2012,19773,28142,"ID",70.2615308080449,7,42639,20.4,56108,50.1568403792686,42.639
"1697",16083,2016,19828,29874,"ID",66.3720961371092,4.4,45500,15,58583,50.9943157571309,45.5
"1698",16083,2020,25897,36501,"ID",70.94874113038,3.1,53363,10.5,62489,58.4118804909664,53.363
"1699",16085,2012,2664,4919,"ID",54.1573490546859,7,51953,23,7938,61.9677500629882,51.953
"1700",16085,2016,2906,5349,"ID",54.3279117592073,4.9,53630,16.8,8084,66.1677387431964,53.63
"1701",16085,2020,3947,7063,"ID",55.8827693614611,0.7,63115,11.4,9208,76.7050390964379,63.115
"1702",16087,2012,3128,4330,"ID",72.2401847575058,12.1,36311,19.1,7696,56.2629937629938,36.311
"1703",16087,2016,3283,4455,"ID",73.692480359147,9.4,37525,18.2,7647,58.2581404472342,37.525
"1704",16087,2020,4154,5344,"ID",77.7320359281437,5.9,42126,14.7,7803,68.4864795591439,42.126
"1705",17001,2012,20416,30607,"IL",66.7036952331166,6.6,45691,8.9,51706,59.1942907979732,45.691
"1706",17001,2016,22790,31951,"IL",71.3279709555256,6.4,48065,6.8,51765,61.7231720274317,48.065
"1707",17001,2020,24220,33527,"IL",72.2402839502491,4.1,55052,4.8,50793,66.0071269663143,55.052
"1708",17003,2012,1487,3501,"IL",42.473578977435,14.6,27248,17.6,6270,55.8373205741627,27.248
"1709",17003,2016,1496,2846,"IL",52.5650035137034,11.8,29071,12.3,5368,53.0178837555887,29.071
"1710",17003,2020,1486,2618,"IL",56.7608861726509,7.7,34709,7.9,4652,56.2768701633706,34.709
"1711",17005,2012,4095,7336,"IL",55.8206106870229,9.7,47705,9.6,13731,53.4265530551307,47.705
"1712",17005,2016,4888,7530,"IL",64.9136786188579,5.9,52159,5.5,13735,54.8234437568256,52.159
"1713",17005,2020,5625,8145,"IL",69.060773480663,2.6,53568,6.1,13368,60.9290843806104,53.568
"1714",17007,2012,11096,21365,"IL",51.9354083781886,11.4,63670,11.6,38604,55.3440058025075,63.67
"1715",17007,2016,12282,23001,"IL",53.3976783618103,8.4,60063,8.1,39444,58.3130514146638,60.063
"1716",17007,2020,13883,24979,"IL",55.5786860963209,7.5,70396,5.3,40115,62.2684781253895,70.396
"1717",17009,2012,1513,2364,"IL",64.0016920473773,6.8,43915,9.3,5809,40.6954725426063,43.915
"1718",17009,2016,1796,2379,"IL",75.4939050021017,5.1,52500,4.9,5791,41.0809877395959,52.5
"1719",17009,2020,1931,2521,"IL",76.5965886552955,3.1,60694,6.2,5416,46.5472673559823,60.694
"1720",17011,2012,8164,16631,"IL",49.089050568216,8.3,48102,12,26815,62.0212567592765,48.102
"1721",17011,2016,9281,16571,"IL",56.0074829521453,6.9,51425,7.6,26373,62.8332006218481,51.425
"1722",17011,2020,10411,17434,"IL",59.7166456349662,5,55549,4.8,25838,67.4742627138323,55.549
"1723",17013,2012,1440,2576,"IL",55.9006211180124,9.1,47399,7,3958,65.0833754421425,47.399
